NPC_SEARCH	Npc Arama
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	Hava kýlýcý süresi +%d sn	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Hafif adým süresi +%d sn	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Kýrmýzý kurt ruhu süresi +%d sn	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	Unutkanlýðýn Kitabý
TOOLTIP_SKILL_LEVEL	Güncel Seviye: %d
TOOLTIP_SKILL_LEVEL_MASTER	Güncel Seviye: %d (Master)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Güncel Seviye: %d (Max. %d)
TOOLTIP_SOCKET_EMPTY	Boþ
TOOLTIP_SOCKET_REFINABLE_ITEM	[Slotlu Nesne]
TOOLTIP_SP_REGEN	SP Üretimi +%d%%	SA
TOOLTIP_STR	Güç +%d	SA
TOOLTIP_SURA	Sura
TOOLTIP_THIRD_ATTRIBUTE_BONUS	3. eklenen Bonus +%d%%	SA
TOOLTIP_TIME_CHARGER_FIX	Süre Yükleme %d sn.	SA
TOOLTIP_TIME_CHARGER_PER	Süre Yükleme %d%%	SA
TOOLTIP_UNIQUE	Eþsiz
TOOLTIP_UNSEAL_LEFT_TIME	Ruhtan ayrýlma: %dH %dM sonra
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	Suikast kullanýmda %d%% HP emer	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	Uçan týlsým soðuma süresi: -%d sn, %%10 þansla	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	Uçan týlsým soðuma süresi: -%d saniye, %% 20 þansla	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	Þimþek çaðýrma kullanýmýnda maksimum %d%% HP emersin.	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	Þimþek pençesi kullanýmýnda %d%% HP emer	SA
TOOLTIP_USE_SKILL_CHARYUN_STUN	Býçak çevirme düþmanlarý %d%% þansla sersemletir	SA
TOOLTIP_USE_SKILL_CHAYEOL_CRITICAL_PCT	Yýrtma kullanýmýnda kritik saldýrý þansýný %d sn artýr	SA
TOOLTIP_USE_SKILL_CHAYEOL_HP_ABSORB	Yýrtma kullanýmýnda %d%% HP emer	SA
TOOLTIP_USE_SKILL_CHEONGRANG_CASTING_SPEED	Çivit kurt ruhu kullanýmýnda sihir hýzýný %d sn artýr	SA
TOOLTIP_USE_SKILL_CHEONGRANG_MOV_SPEED	Çivit kurt ruhu kullanýmýnda hareket hýzýný %d sn artýr	SA
TOOLTIP_USE_SKILL_CHUNKEON_CASTING_SPEED	Güçlü beden kullanýmýnda sihir hýzýný %d sn artýr	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_10PER	Kýlýç darbesi soðuma süresi: -%d sn, %%10 þansla	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_20PER	Kýlýç darbesi soðuma süresi: -%d saniye, %%20 þansla	SA
TOOLTIP_USE_SKILL_GICHEON_ATT_GRADE_BONUS	Ejderha yardýmý kullanýmýnda %d sn saldýrý bonusu al	SA
TOOLTIP_USE_SKILL_GIGONGCHAM_STUN	Ruh vuruþu, düþmanlarý %d%% þansla sersemletir	SA
TOOLTIP_USE_SKILL_GIGUNG_ATT_GRADE_BONUS	Zehirli ok kullanýmýnda %d sn saldýrý bonusu al	SA
TOOLTIP_USE_SKILL_GIHYEOL_ATT_GRADE_BONUS	Yaþama isteði kullanýmýnda %d sn saldýrý bonusu al	SA
TOOLTIP_USE_SKILL_GONGDAB_KNOCKBACK	Kurt atlayýþý düþmanlara %d%% þansla misilleme yapar	SA
TOOLTIP_USE_SKILL_GONGDAB_STUN	Kurt atlayýþý, düþmanlarý %d%% þansla sersemletir	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_10PER	Þimþek saldýrýsý soðuma süresi: -%d sn, %%10 þansla	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_20PER	Þimþek saldýrýsý soðuma süresi: -%d saniye, %%20 þansla	SA
TOOLTIP_USE_SKILL_GWIGEOM_DEF_BONUS	Büyülü keskinlik kullanýmýnda %d sn savunma bonusu al	SA
TOOLTIP_USE_SKILL_GYOKSAN_KNOCKBACK	Þiddetli vuruþ, düþmanlara %d%% þansla misilleme yapar	SA
TOOLTIP_USE_SKILL_HOSIN_DEF_BONUS	Kutsama kullanýmýnda %d sn savunma bonusu al	SA
TOOLTIP_USE_SKILL_HWAYEOMPOK_KNOCKBACK	Alev vuruþu, düþmanlara %d%% þansla misilleme yapar	SA
TOOLTIP_USE_SKILL_JEOKRANG_DEF_BONUS	Kýrmýzý kurt ruhu kullanýmýnda %d sn savunma bonusu al	SA
TOOLTIP_USE_SKILL_JEONGEOP_ATT_GRADE_BONUS	Þifa kullanýmýnda %d sn saldýrý bonusu al	SA
TOOLTIP_USE_SKILL_JEUNGRYEOK_DEF_BONUS	Saldýrý+ kullanýmýnda %d sn savunma bonusu al	SA
TOOLTIP_USE_SKILL_KWANKYEOK_KNOCKBACK	Ok yaðmuru, düþmanlara %d%% þansla misilleme yapar	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_10PER	Ok yaðmuru soðuma süresi: -%d sn, %%10 þansla	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_20PER	Ok yaðmuru soðuma süresi: -%d saniye, %%20 þansla	SA
TOOLTIP_USE_SKILL_MAHWAN_STUN	Karanlýk taþ, düþmanlarý %d%% þansla sersemletir	SA
TOOLTIP_USE_SKILL_MANASHILED_CASTING_SPEED	Karanlýk koruma kullanýmýnda sihir hýzýný %d sn artýr	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_10PER	Karanlýk vuruþ soðuma süresi: -%d sn, %%10 þansla	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_20PER	Karanlýk vuruþ soðuma süresi: -%d saniye, %%20 þansla	SA
TOOLTIP_USE_SKILL_MUYEONG_ATT_GRADE_BONUS	Ateþ hayaleti kullanýmýnda %d sn saldýrý bonusu al	SA
TOOLTIP_USE_SKILL_NOEGEOM_ATT_GRADE_BONUS	Kýlýç çemberi kullanýmýnda %d sn saldýrý bonusu al	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_10PER	Þimþek atma soðuma süresi: -%d sn, %%10 þansla	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_20PER	Þimþek atma soðuma süresi: -%d saniye, %%20 þansla	SA
TOOLTIP_USE_SKILL_PABEOB_STUN	Büyü çözme, düþmanlarý %d%% þansla sersemletir	SA
TOOLTIP_USE_SKILL_PAERYONG_HP_ABSORB	Ejderha kükremesi kullanýmda %d%% HP emer	SA
TOOLTIP_USE_SKILL_PALBANG_HP_ABSORB	Kýlýç çevirme kullanýmda %d%% HP emer	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_10PER	Kurt pençesi soðuma süresi: -%d sn, %%10 þansla	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_20PER	Kurt pençesi soðuma süresi: -%d saniye, %%20 þansla	SA
TOOLTIP_USE_SKILL_PASWAE_SP_ABSORB	Kurt pençesi kullanýmda %d%% SP emer	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_10PER	Kurt nefesi soðuma süresi: -%d sn, %%10 þansla	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_20PER	Kurt nefesi soðuma süresi: -%d saniye, %%20 þansla	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_10PER	Üç yönlü kesme soðuma süresi: -%d sn, %%10 þansla	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_20PER	Üç yönlü kesme soðuma süresi: -%d saniye, %%20 þansla	SA
TOOLTIP_USE_SKILL_SAMYEON_STUN	Üç yönlü kesme, düþmanlarý %d%% þansla sersemletir	SA
TOOLTIP_USE_SKILL_SANGONG_ATT_GRADE_BONUS	Zehirli bulut kullanýmýnda %d sn saldýrý bonusu al	SA
TOOLTIP_USE_SKILL_SEOMJEON_KNOCKBACK	Sinsi zehir, düþmanlara %d%% þansla misilleme yapar	SA
TOOLTIP_USE_SKILL_SWAERYUNG_KNOCKBACK	Parmak darbesi, düþmanlara %d%% þansla misilleme yapar	SA
TOOLTIP_USE_SKILL_TERROR_ATT_GRADE_BONUS	Dehþet kullanýmýnda %d sn saldýrý bonusu al	SA
TOOLTIP_USE_SKILL_TUSOK_HP_ABSORB	Hayalet vuruþu kullanýmda %d%% HP emer	SA
TOOLTIP_USE_SKILL_YEONSA_HP_ABSORB	Tekrarlanan atýþ kullanýmda %d%% HP emer	SA
TOOLTIP_USE_SKILL_YONGBI_HP_ABSORB	Ejderha atýþý kullanýmda %d%% HP emer	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_10PER	Ejderha dönüþü soðuma süresi: -%d sn, %%10 þansla	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_20PER	Ejderha dönüþü soðuma süresi: -%d saniye, %%20 þansla	SA
TOOLTIP_WARRIOR	Savaþçý
TOOLTIP_WEAPON	Silah
TOOLTIP_WOLFMAN	Lycan
TOOLTIP_WRISTLET	Bileklik
UI_ACCEPT	Kabul
UI_BOLD_FONT	Tahoma:12b
UI_CANCEL	iptal
UI_CLOSE	Kapat
UI_DEF_FONT	Tahoma:12
UI_DEF_FONT_LARGE	Tahoma:14
UI_DEF_FONT_SMALL	Tahoma:9
UI_DENY	Red
UI_ITEM	Nesne
UI_LEFT_TIME	Kalan Zaman: %d Sec.
UI_NEXT	Devam
UI_NEXTPAGE	Devam
UI_NOCONTENTS	Ýçerik yok
UI_NONAME	isimsiz
UI_OK	OK
UI_POS_UNKNOWN	Bilinmeyen Yer
UI_PREVPAGE	Geri
UI_UNKNOWN	Bilinmeyen
UNLIMIT_ENTER_CZ_QUESTION	Zodyak tapýnaðýna %d dakikalýðýna girebilirsin. Bunu kullanmak istiyor musun?
UPDATE_TIME	Tarih
UPLOAD_MARK_CHECK_NEED_RECONNECT	Upload yeniden baþlatýlmalý.
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	Upload yeniden baþlatýlmalý.
USE_ITEM_BUTTON_01	Ýptal et
USE_ITEM_BUTTON_02	Gir
USE_ITEM_FAILURE_PRIVATE_SHOP	Özel bir dükkân açtýðýn sürece, nesneleri kullanamazsýn.
USE_ITEM_POPUP_01	Beþ Tapýnaðýn Savaþý sona erdi. \n Sonraki savaþ:
USE_ITEM_QUESTION_01	Beþ Tapýnaðýn Savaþý'na katýlmak istiyor musun?
USE_ITEM_QUESTION_02	Öldürüldüðün yere geri dönmek istiyor musun?\n Bunun sana maliyeti %s Yang.
USE_ITEM_QUESTION_03	Rastgele bir konuma ýþýnlanacaksýn. Girmek istiyor musun?
USE_SKILL_ERROR_UNKNOWN	Bilinmeyen Beceri Hatasý: %s
NEW_DETAILS_1	Yarý Ýnsan Dayanýklýlýðý
NEW_DETAILS_1_TOOLTIP	Yarý Ýnsan Dayanýklýlýðý: Yarý Ýnsan tarafýndan verilen hasara direnir.
NEW_DETAILS_2	Týlsým Savunmasý
NEW_DETAILS_2_TOOLTIP	Týlsým Savunmasý: Týlsým bonuslarýna direnir.
NEW_DETAILS_5	Güçlü Zodyak Canavarý
NEW_DETAILS_5_TOOLTIP	Güçlü Zodyak Canavarý: Zodyak canavarlarýna büyük hasar verir.
NEW_DETAILS_6	Metin Gücü
NEW_DETAILS_6_TOOLTIP	Metin Gücü: Metin'e büyük hasar verir.
NEW_DETAILS_7	Patron Gücü
NEW_DETAILS_7_TOOLTIP	Patron Gücü: Patronlara büyük hasar verir.
NEW_DETAILS_8	Canavar Dayanýklýlýðý
NEW_DETAILS_8_TOOLTIP	Canavar Dayanýklýlýðý: Canavarlarýn verdiði hasara direnir.
NEW_DETAILS_9	Kritik Vuruþ Olasýlýðý (PVM)
NEW_DETAILS_10	Kýlýç Savunmasýnýn Kesintisi
NEW_DETAILS_10_TOOLTIP	Kýlýç Savunmasýnýn Kesintisi: Kýlýç tarafýndan alýnan hasarý azaltýr.
NEW_DETAILS_11	Çiftel Savunmasýnýn Kesintisi
NEW_DETAILS_11_TOOLTIP	Çiftel Savunmasýnýn Kesintisi: Çiftel den alýnan hasarý azaltýr.
NEW_DETAILS_12	Hançer Savunmasýnýn Kesintisi
NEW_DETAILS_12_TOOLTIP	Hançer Savunmasýnýn Kesintisi: Hançer tarafýndan alýnan hasarý azaltýr.
NEW_DETAILS_13	Ok Savunmasýnýn Kesintisi
NEW_DETAILS_13_TOOLTIP	Ok Savunmasýnýn Kesintisi: Ok Tarafýndan alýnan hasarý azaltýr.
NEW_DETAILS_14	Yelpaze Savunmasýnýn Kesintisi
NEW_DETAILS_14_TOOLTIP	Yelpaze Savunmasýnýn Kesintisi: Fan tarafýndan alýnan hasarý azaltýr.
NEW_DETAILS_15	Çan Savunmasýnýn Kesintisi
NEW_DETAILS_15_TOOLTIP	Çan Savunmasýnýn Kesintisi: Çan tarafýndan alýnan hasarý azaltýr.
NEW_DETAILS_16	Güçlü Rün canavarý
NEW_DETAILS_16_TOOLTIP	Güçlü Rün canavarý: Rün canavarlarýna büyük hasar verir.
NEW_DETAILS_17	Saldýrý Deðeri
NEW_DETAILS_17_TOOLTIP	Saldýrý Deðeri
PET_MISSING1_1	Genç
PET_MISSING1_2	Vahþi
PET_MISSING1_3	Cesur
PET_MISSING1_4	Kahraman
COOLDOWN_IN_PROGRESS	Beklemelisin!
PERMANENT_EFFECT	Kalýcý
TARGET_INFO_RACE_RUNE	Rün
CUBE_LOSE_BONUSES_ALERT	Devam ederek eþya bonuslarýný kaybedeceksin,devam etmek istiyor musun?
ACCE_FAILURE_CLEAN	Hiçbir bonus kaldýrýlamaz.
ACCE_DO_YOU_CLEAN	Mevcut tüm bonuslarý kaldýrmak istiyor musunuz??
ACCE_REFINE_COST	Absorbe fiyatý: %s
ACCE_ABSORB_CHANCE	Absorbe oraný: %d%%
ACCE_ABSORB_CHANCE2	Absorbe oraný: %d%% ~ %d%%
MAP_SAVEPOINT_NAME_0	Bilinmeyen
MAP_SAVEPOINT_NAME_214	Köyler
MAP_SAVEPOINT_NAME_70	Trol Vadisi
MAP_SAVEPOINT_NAME_69	Yýlan Vadisi
MAP_SAVEPOINT_NAME_72	Sürgün Maðarasý 1
MAP_SAVEPOINT_NAME_73	Sürgün Maðarasý 2
MAP_SAVEPOINT_NAME_67	Hayalet Orman
MAP_SAVEPOINT_NAME_68	Kýzýl Orman
MAP_SAVEPOINT_NAME_64	Seungryong Vadisi
MAP_SAVEPOINT_NAME_65	Hwang Tapýnaðý
MAP_SAVEPOINT_NAME_62	Doyyum Paper
MAP_SAVEPOINT_NAME_104	Yeraltý 1
MAP_SAVEPOINT_NAME_71	Yeraltý 2
MAP_SAVEPOINT_NAME_217	Yeraltý 3
MAP_SAVEPOINT_NAME_219	Normal lobi
MAP_SAVEPOINT_NAME_215	Özel Lobi
MAP_SAVEPOINT_NAME_61	Sohan Daðý
MAP_SAVEPOINT_NAME_63	Yongbi Çölü
MAP_SAVEPOINT_NAME_303	Nefrit Körfezi
MAP_SAVEPOINT_NAME_304	Yýldýrým Daðlarý
MAP_SAVEPOINT_NAME_302	Guatama Uçurumu
MAP_SAVEPOINT_NAME_301	Ejderha Ateþi Burnu
MAP_SAVEPOINT_NAME_210	Çalý
SAVEPOINT_TELEPORTDIALOG	Bu konuma ýþýnlanmak istiyor musunuz?
SAVEPOINT_EMPTYITDIALOG	Bu yuvayý geri yüklemek istiyor musunuz?
SAVEPOINT_SAVEDIALOG	Bu pozisyonu kaydetmek istiyor musunuz?
SAVEPOINT_EMPTY	[ Boþ ]
SAVEPOINT_SAVE	Kaydet
SAVEPOINT_EMPTYIT	Boþ
SAVEPOINT_GO	Iþýnlanma
ATLASINFO_QUESTIONDIALOG1	%s'e ýþýnlanmak istiyor musunuz?
ATLASINFO_QUESTIONDIALOG2	Fiyat: 10.000.000 Yang
WIKI_SUBCATEGORY_SUPPORT	DESTEK
WIKI_CATEGORY_COMPANY	ÞÝRKET
WIKI_SUBCATEGORY_FASTKEY	HIZLI ANAHTAR
WIKI_SUBCATEGORY_RUNES	RÜN
WIKI_SUBCATEGORY_D_ORCMAZE	ORK LABÝRENTÝ
WIKI_SUBCATEGORY_D_MELMA	BALÇIK ZÝNDANI
WIKI_SUBCATEGORY_D_ARACNIDI	ÖRÜMCEK BARONES
WIKI_SUBCATEGORY_D_DEVILSTOWER	ÞEYTAN KULESÝ
WIKI_SUBCATEGORY_D_RUNE	RÜZ ZÝNDANI
WIKI_SUBCATEGORY_D_CATACOMBE	ÞEYTAN KATAKOMPU
WIKI_SUBCATEGORY_D_BERAN	Beran Setaou
WIKI_SUBCATEGORY_D_MELEY	MELEY'ÝN ÝNÝ
WIKI_SUBCATEGORY_D_NEMERE	NEMERE'NÝN GÖZETLEME KULESÝ
WIKI_SUBCATEGORY_D_RAZADOR	KIRMIZI EJDERHA KALESÝ
WIKI_SUBCATEGORY_D_OCHAO	OCHAO'NUN TAPINAÐI
WIKI_SUBCATEGORY_D_JOTUN	JOTUN THRYM'ÝN ODASI
WIKI_SUBCATEGORY_D_NAVE	GEMÝ SAVUNMASI
WIKI_SUBCATEGORY_D_PIRAMIDE	PÝRAMÝT ZÝNDANI
MASK_HP	HP: %s / %s
WIKI_SUBCATEGORY_EARRINGS	KÜPE
WIKI_SUBCATEGORY_BRACELET	BÝLEZÝK
WIKI_SUBCATEGORY_NECKLACE	KOLYE
WIKI_SUBCATEGORY_SHOES	AYAKKABI
WIKI_CATEGORY_CHESTS	SANDIKLAR
WIKI_SUBCATEGORY_CHESTS	PATRON
WIKI_SUBCATEGORY_DUNGEONS	ZÝNDAN
WIKI_SUBCATEGORY_EVENT_CHESTS	ETKÝNLÝK
WIKI_SUBCATEGORY_ALTERNATIVE_CHESTS	ALTERNATÝF
WIKI_CATEGORY_BOSSES	PATRON
WIKI_SUBCATEGORY_LV1_75	LV 1-75
WIKI_SUBCATEGORY_LV76_100	LV 76-100
WIKI_SUBCATEGORY_LV100	LV 100+
WIKI_CATEGORY_MONSTERS	CANAVARLAR
WIKI_CATEGORY_METINSTONES	METIN TAÞLARI
WIKI_CATEGORY_SYSTEMS	SÝSTEMLER
WIKI_SUBCATEGORY_REACTION_EVENT	Reaksiyon Etkinliði
WIKI_SUBCATEGORY_SHAMY	Destek Þamaný
WIKI_SUBCATEGORY_DRAGONALCHEMY	Simya
WIKI_SUBCATEGORY_SHOULDER_SASH	Kuþak
WIKI_SUBCATEGORY_EPIC_SYSTEM	EPÝK SÝSTEM
WIKI_SUBCATEGORY_COSTUME_SASH	Kuþak Kostümü
WIKI_SUBCATEGORY_COSTUMES	Kostümler
WIKI_SUBCATEGORY_BATTLEPASS	Savaþ Pasosu
WIKI_SUBCATEGORY_BOOST	BECERÝ YÜKSELTME
WIKI_SUBCATEGORY_PASSIVE	Pasif Beceri
WIKI_SUBCATEGORY_BIOLOGIST	BÝYOLOG
WIKI_SUBCATEGORY_ANTIFARM	ANTI-FARM
WIKI_SUBCATEGORY_FREEZE	Bonus Dondurma
WIKI_SUBCATEGORY_GAYA	GAYA
WIKI_SUBCATEGORY_GUILD	Lonca
WIKI_SUBCATEGORY_OFFLINESHOP	Çevrimdýþý Pazar
WIKI_SUBCATEGORY_SKILL_COLOR	Beceri Renklendirme
WIKI_CATEGORY_DUNGEONS	Zindanlar
WIKI_SUBCATEGORY_HAIRSTYLES	Saç Stili
WIKI_SUBCATEGORY_PET	Evcil hayvan
WIKI_SUBCATEGORY_PET_COSTUMES	Evcil Hayvan Kostümü
WIKI_SUBCATEGORY_ANIME	ANIME
WIKI_SUBCATEGORY_MOUNT	Binek
WIKI_SUBCATEGORY_MOUNT_COSTUMES	Binek Kostümü
WIKI_CATEGORY_COSTUMES	Kostümler
WIKI_CATEGORY_EVENTS	Etkinlikler
WIKI_CATEGORY_GUIDES	KILAVUZLAR
WIKI_REFINEINFO_YANG_COSTS	Yang maliyetleri
WIKI_REFINEINFO_UPGRADE_COSTS	Yükseltme maliyetleri
WIKI_REFINEINFO_ITEM_LEVEL	Lv %i
WIKI_CHESTINFO_ORIGIN	Orjinal
WIKI_CHESTINFO_CONTENTOF	%s içeriði
WIKI_CHESTINFO_COMMON_DROP	Ortak düþüþ
WIKI_MONSTERINFO_DROPLISTOF	%s býrakma listesi
WIKI_MONSTERINFO_LEVEL	Lv: %i
WIKI_MONSTERINFO_IMMUNE_TO	Baðýþýklýk: %s
WIKI_MONSTERINFO_DMG_HP	Min Hasar %s | Max Hasar:%s | Max HP: %s
WIKI_MONSTERINFO_GOLD_EXP	Yang min.: %s | Yang max.: %s | EXP: %s
WIKI_MONSTERINFO_RESISTANCES	Dirençler:
WIKI_MONSTERINFO_IMMUNE_NOTHING	Hiçbir þey
WIKI_MONSTERINFO_STATISTICSOF	%s istatistikleri
WIKI_ITEMINFO_OPTAINEDFROM	Mevcut
WIKI_ITEMINFO_REFINEINFO	%s bilgilerini hassaslaþtýr
WIKI_TITLENAME	Wiki
WIKI_SUBCATEGORY_BELTS	KEMERLER
WIKI_SUBCATEGORY_TALISMANS	TILSIMLAR
WIKI_SUBCATEGORY_STOLE	Kuþak
WIKI_SUBCATEGORY_STOLE_COSTUMES	Kuþak Kostümleri
WIKI_SUBCATEGORY_WEAPONS_EFFECT	Silah Efekti
WIKI_SUBCATEGORY_ARMORS_EFFECT	Zýrh Efekti
WIKI_SUBCATEGORY_TRANSLATE	Çeviri
WIKI_SUBCATEGORY_LV76_105	LV. 76-105
WIKI_SUBCATEGORY_SHIELD	Kalkan
WIKI_SUBCATEGORY_HELMET	Kask
WIKI_SUBCATEGORY_ARMOR	Zýrh
WIKI_SUBCATEGORY_WEAPONS	Silah
WIKI_CATEGORY_EQUIPEMENT	Ekipman
WIKI_SEARCH_OVERLAY_TEXT	Arama
WIKI_EXACT_SEARCH_TEXT	Tam Arama
WIKI_MONSTERINFO_DAMAGE	Hasar: %s-%s
WIKI_MONSTERINFO_DEFENSE	Savunma: %s
WIKI_MONSTERINFO_EXP	Exp: %s
WIKI_MONSTERINFO_MAINRACE	Yarýþ: %s
WIKI_MONSTERINFO_MAX_HP	Max HP: %s
WIKI_MONSTERINFO_NO_RACE	Hayýr
WIKI_MONSTERINFO_RACE_ANIMAL	Hayvan
WIKI_MONSTERINFO_RACE_UNDEAD	Ölümsüz
WIKI_MONSTERINFO_RACE_DEVIL	Þeytan
WIKI_MONSTERINFO_RACE_HUMAN	Yarý insan
WIKI_MONSTERINFO_RACE_ORC	Ork
WIKI_MONSTERINFO_RACE_MILGYO	Mistik
WIKI_MONSTERINFO_RACE_TREE	Aðaç
WIKI_MONSTERINFO_RACE_ELEC	Yýldýrým
WIKI_MONSTERINFO_RACE_FIRE	Ateþ
WIKI_MONSTERINFO_RACE_ICE	Buz
WIKI_MONSTERINFO_RACE_WIND	Rüzgar
WIKI_MONSTERINFO_RACE_EARTH	Dünya
WIKI_MONSTERINFO_RACE_DARK	Karanlýk
WIKI_MONSTERINFO_RACE_METIN	Metin Taþý
WIKI_MONSTERINFO_STONE_NAME	Kýymetli Taþ
WIKI_MONSTERINFO_SUBRACE	Alt-Yarýþ: %s
WIKI_MONSTERINFO_IMMUNE_STUN	Sersemletme
WIKI_MONSTERINFO_IMMUNE_SLOW	Yavaþlatma
WIKI_MONSTERINFO_IMMUNE_CURSE	Lanet
WIKI_MONSTERINFO_IMMUNE_POISON	Zehir
WIKI_MONSTERINFO_IMMUNE_TERROR	Dehþet
IDRA_TEXT1	Hydra'yý öldür
IDRA_TEXT2	Hazineyi yok et
IDRA_TEXT3	%d için bekle : %d
IDRA_TEXT4	yumurtalarý yok et
IDRA_TEXT5	%d bekle : %d
IDRA_TEXT6	Üçünü onarýn
IDRA_TEXT7	gemiyi serbest býraktýn
IDRA_TEXT8	Kraliçeyi öldür
IDRA_TEXT9	-:-
IDRA_TEXT10	%d
SUPPORTINCUBATRICE_DIALOG1	Girilen ad yanlýþ!
GAMEMOD_DIALOG1	Genç
GAMEMOD_DIALOG2	Vahþi
GAMEMOD_DIALOG3	Cesur
GAMEMOD_DIALOG4	Kahraman
GAMEMOD_DIALOG5	%s (g) e %s (o)
WHISPERMANAGER_DIALOG1	Ýngiltere
WHISPERMANAGER_DIALOG2	Romanya
WHISPERMANAGER_DIALOG3	Italya
WHISPERMANAGER_DIALOG4	Turkiye
WHISPERMANAGER_DIALOG5	Almanya
WHISPERMANAGER_DIALOG6	Polonya
WHISPERMANAGER_DIALOG7	Portekiz
WHISPERMANAGER_DIALOG8	Ýspanyol
WHISPERMANAGER_DIALOG9	Çek
WHISPERMANAGER_DIALOG10	Macaristan
WHISPERMANAGER_DIALOG11	Hepsi
PETSYSTEM_DIALOG1	Exp : %d of %d
PETSYSTEM_DIALOG2	Exp : %.2f%%
PETSYSTEM_DIALOG3	ExpI : %d of %d
PETSYSTEM_DIALOG4	ExpI : %.2f%%
PETFEED_DIALOG1	Örtüþen nesneler eklemek mümkün deðildir.
PETFEED_DIALOG2	%s seçildi.
PETINCUBATRICE_DIALOG1	Evcil hayvanýnýzýn adý geçersiz.
PETINCUBATRICE_DIALOG2	sahip olmalýsýn: %s.
PETINCUBATRICE_DIALOG3	kuluçka makinesi: %s.
PETINCUBATRICE_DIALOG4	Maymun Yumurtasý
PETINCUBATRICE_DIALOG5	Örümcek Yumurtasý
PETINCUBATRICE_DIALOG6	Razadör Yumurtasý
PETINCUBATRICE_DIALOG7	Nemere Yumurtasý
PETINCUBATRICE_DIALOG8	Mavi Ejderha Yumurtasý
PETINCUBATRICE_DIALOG9	Kýrmýzý Ejderha Yumurtasý
PETINCUBATRICE_DIALOG10	Azrail Yumurtasý
PETINCUBATRICE_DIALOG11	Tombul Cellat Yumurtasý
PETINCUBATRICE_DIALOG12	Baashido bebek Yumurtasý
PETINCUBATRICE_DIALOG13	Nessie Yumurtasý
PETINCUBATRICE_DIALOG14	Eksedyar Yumurtasý
UIMARKETSYS_DIALOG1	Bozuldu: %d
UIMARKETSYS_DIALOG2	NPC Kodu: %d
UIMARKETSYS_DIALOG3	Baþlýk Kodu: %d
SUPPORT_DIALOG1	Seçili nesneyi kaldýrmak istediðinizden emin misiniz?
SUPPORT_DIALOG2	Bunu yapmak için destek çaðýrmanýz gerekiyor!
SUPPORT_DIALOG3	Bu öðeyi giremezsiniz.
SUPPORT_DIALOG4	Nesne doðru cinsiyet deðil!
SUPPORT_DIALOG5	Nesneyi ekleyerek bonuslar kaybolacaktýr. Devam etmek istiyor musun?
PETSPECIAL_QUESTION1	Pet'i taþýyýcýya koymak istiyor musunuz?
PETSPECIAL_QUESTION2	Evcil hayvanýnýzý beslemek ister misiniz?
PVP_DUEL_TIME_REMAINING	Kalan süre: [%s]
AFFECT_NEW_POTION31	Cape Kitap
APPLY_PARTY_DROPEXP	Tüm grup üyeleri %d%% daha fazla deneyim puaný toplayacak	SA
SLOTNAME_10	PVM Ekipman
SLOTNAME_11	PVP Ekipman
TOOLTIP_PETSKILL_1	Direnç (Savaþçý)
TOOLTIP_PETSKILL_2	Direnç (Sura)
TOOLTIP_PETSKILL_3	Direnç (Ninja)
