TARGET_INFO_DROP_ITEMS	Información de Ítems Dropeables
TOOLTIP_ITEM_NORMAL	Normal
TOOLTIP_ITEM_SLOW	Lento
TOOLTIP_ITEM_VERY_FAST	Muy rápido
TOOLTIP_ITEM_VERY_SLOW	Muy lento
TOOLTIP_ITEM_WEARABLE_JOB	[ Equipable ]
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Número de la suerte: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Ataque mágico +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Valor de Ataque Mágico +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Defensa Mágica +%d	SA
TOOLTIP_MALL_AUTOLOOT	Una mano que recoge automáticamente el Yang tirado	SNA
TOOLTIP_MALL_DEFBONUS	Defensa +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Defensa	SNA
TOOLTIP_MALL_EXPBONUS	EXP +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe EXP Bonus +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	Aumenta la ganancia de EXP un 50%	SNA
TOOLTIP_MALL_FISH_MIND	Tu probabilidad de capturar un pez raro se duplica.	SNA
TOOLTIP_MALL_GOLDBONUS	Probabilidad de obtener botín de Yang incrementada en un %d%%	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Doble probabilidad de obtener botín de Yang	SNA
TOOLTIP_MALL_ITEMBONUS	Probabilidad de caída de objetos incrementada en un %d%%	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	Probabilidad de iCafe de conseguir botines de objetos mas %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Probabilidad de caída de objetos incrementada en un 200 %.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Los puntos de amor aumentan más rápido.	SNA
TOOLTIP_MALL_SAFEBOX	Tu almacén obtiene 2 áreas de almacenaje más	SNA
TOOLTIP_MAX_HP	Max. HP +%d	SA
TOOLTIP_MAX_HP_PCT	Max. HP +%d%%	SA
TOOLTIP_MAX_SP	Max. SP +%d	SA
TOOLTIP_MAX_SP_PCT	Max. SP +%d%%	SA
TOOLTIP_MAX_STAMINA	Max. Resistencia +%d	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS ERROR(%d, %d)
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Si cuentas con más de 90 %% HP, el daño que recibas se reducirá en %d%%.	SA
TOOLTIP_MOV_SPEED	Veloc. Movim. %d%%	SA
TOOLTIP_NECK	Collar
TOOLTIP_NEED_ALL_SP	SP Requerido: Max.
TOOLTIP_NEED_GSP	Dragón Fantasma requerido: %d
TOOLTIP_NEED_HP	HP Requerido: %d
TOOLTIP_NEED_HP_PER_SEC	HP / seg.: %d
TOOLTIP_NEED_SKILL_POINT	Puntos de habilidad requeridos:
TOOLTIP_NEED_SP	SP Requerido: %d
TOOLTIP_NEED_SP_PER_SEC	SP / seg.: %d
TOOLTIP_NEXT_SKILL_LEVEL_1	Siguiente Nivel: %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Siguiente Nivel: %d (Max. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	Bloqueo de daño de ataque con probabilidad del %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Daño de Media %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	Daño de ataque contra jefes +%d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Resistencia de Daño de Media %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	Daño de ataque de jefes -%d%%	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	Más de %d Miembros de Grupo
TOOLTIP_PARTY_INFO_GRADE_UP2	Nivel de Ataque +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Nivel de Defensa +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Restaura HP/SP de todos los miembros del grupo cada 60 minutos.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Restaura HP/SP de todos los miembros del grupo cada 30 minutos
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Debes esperar 3 minutos tras la muerte de un miembro del grupo.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Puedes llamar a los miembros del grupo que están en el mismo servidor en cualquier momento.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Nivel de Ataque +(Número de miembros de grupo./2) Atacante %d puede ser elegido.
TOOLTIP_PARTY_INFO_SET_TANKER	Nivel de Defensa +(Número de miembros de grupo) luchadores con hoja 1 pueden ser elegidos.
TOOLTIP_PARTY_SKILL_LEVEL	Nivel actual: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Ataque/Defensa mejorada]
TOOLTIP_PARTY_TITLE_HEAL	[restaurar]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Cuando haya más de %d miembros de grupo tendrás %d%% Bonus EXP .
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Llamar]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Constituir Atacante]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Constituir Luchador con Hoja]
TOOLTIP_PEPSI_EVENT	5% de bonificación de EXP y 5% más de probabilidad de conseguir botines de objetos.	SNA
TOOLTIP_PICK_EXP	Puntos: %d / %d
TOOLTIP_PICK_LEVEL	Nivel: %d
TOOLTIP_PICK_UPGRADE1	Entrégale al leñador
TOOLTIP_PICK_UPGRADE2	para obtener
TOOLTIP_PICK_UPGRADE3	un pico mejor.
TOOLTIP_POTION_CURE	Cura efectos negativos.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Velocidad de ataque +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	BONI. ATQ. MONSTRUO: +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	ATQ: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ATQ: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	DEF: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	DEX: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	EXP: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	RES. AL DAÑO: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	HP +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	HP +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Velocidad de movimiento +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	RES. A OSCURIDAD: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	RES. A TIERRA: +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	RES. A HIELO: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	RES. A MAGIA: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	SP +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	SP +%d
TOOLTIP_POTION_PLUS_STR_POINT	STR: +%d
TOOLTIP_POTION_SEC	Seg.
TOOLTIP_POTION_TIME	Duración:
TOOLTIP_PVP_TOURNAMENT_ENTER	Participación en el torneo JcJ
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	EXP torneo JcJ +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	Debes alcanzar el nivel 21.
TOOLTIP_REQUIREMENT_41_LEVEL	Debes alcanzar el nivel 41.
TOOLTIP_REQUIREMENT_LEVEL	Debes alcanzar el nivel %d.
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s Nivel %d necesario.
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d necesario
TOOLTIP_RESIST_BOW	Defensa de flecha +%d%%	SA
TOOLTIP_RESIST_DARK	Resistencia contra oscuridad +%d%%	SA
TOOLTIP_RESIST_EARTH	Resistencia de tierra +%d%%	SA
TOOLTIP_RESIST_ELEC	Resistencia de Relámpago +%d%%	SA
TOOLTIP_RESIST_FIRE	Resistencia de Fuego +%d%%	SA
TOOLTIP_RESIST_ICE	Resistencia de hielo +%d%%	SA
TOOLTIP_RESIST_MAGIC	Resistencia de Magia +%d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Aumenta la penetración mágica en un +%d%%	SA
TOOLTIP_REST_USABLE_COUNT	Restante: %d
TOOLTIP_SEALED	Unión al alma
TOOLTIP_SEASON_PVE_BUFF	Aumenta el daño JcE en un 40 % durante 10 min.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Aumenta los puntos de clasificación en un 20 % durante 10 min.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2.ª bonificación añadida +%d%%	SA
TOOLTIP_SELLPRICE	Precio: %s
TOOLTIP_SET_ITEM	Set bonificación	SNA
TOOLTIP_SHAMAN	Chamán
TOOLTIP_SHIELD	Escudo
TOOLTIP_SHOES	Zapatos
TOOLTIP_SKILL	Habilidades	SNA
TOOLTIP_SKILLBOOK_NAME	Manual de Habilidad
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Valor de Ataque: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Valor de Ataque:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Velocidad de Ataque: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Defensa:
TOOLTIP_SKILL_AFFECT_DODGE	Valor de Ataque del Oponente: -
TOOLTIP_SKILL_AFFECT_HEAL	Restaurar HP:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Velocidad de Movimiento: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Probabilidad de reflejar ataques de cuerpo a cuerpo:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Resistencia contra Daños Corporales:
TOOLTIP_SKILL_COOL_TIME	Tiempo de carga: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	Daño de Emboscada +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Daño de Talismán volador +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Daño de Habilidad %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	Daño de habilidad contra jefes +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Daño de Llamada del relámpago +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Daño de Garra del relámpago +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Daño de Daga rodante +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Daño de Desgarrar +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Daño de Golpe de espada +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Daño de Pulso espiritual +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Daño de Flecha venenosa +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Daño de Salto lobuno +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Daño de Ataque rápido +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Daño de Golpe +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Daño de Flecha de fuego +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Daño de Golpe de llama +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Daño de Lluvia de flechas +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Daño de Orbe oscuro +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Daño de Golpe oscuro +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Daño de Tiro relámpago +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Daño de Anular magia +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Daño de Rugido del dragón +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Daño de Giro de espada +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Daño de Garras lobunas +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Daño de Aliento del lobo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Daño de Corte de tres maneras +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Daño de Nube tóxica +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Daño de Golpe de dedo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Daño de Rociada +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Daño de Disparo repetido +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Daño de Disparo de Dragón +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Daño de Remolino de Dragón +%d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Resistencia contra Daño de Habilidad %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	Daño de habilidad de jefes -%d%%	SA
TOOLTIP_SKILL_DURATION	Duración: %d s
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Duración de Camuflaje +%d segundos.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	Duración de Aura de espada +%d segundos.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Duración de Camino pluma +%d segundos.	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Duración de Alma lobuna escarlata +%d segundos.	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	Libro del olvido
TOOLTIP_SKILL_LEVEL	Nivel actual: %d
TOOLTIP_SKILL_LEVEL_MASTER	Nivel actual: %d (Master)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Nivel actual: %d (Max. %d)
TOOLTIP_SOCKET_EMPTY	Vacío
TOOLTIP_SOCKET_REFINABLE_ITEM	[Objeto con socket]
TOOLTIP_SP_REGEN	Regeneración de SP +%d%%	SA
TOOLTIP_STR	Fuerza +%d	SA
TOOLTIP_SURA	Sura
TOOLTIP_THIRD_ATTRIBUTE_BONUS	3.ª bonificación añadida +%d%%	SA
TOOLTIP_TIME_CHARGER_FIX	Recarga de tiempo %d seg.	SA
TOOLTIP_TIME_CHARGER_PER	Recarga de tiempo %d%%	SA
TOOLTIP_UNIQUE	Único
TOOLTIP_UNSEAL_LEFT_TIME	Separación del alma en: %d h %d min
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	Absorbe %d%% HP al utilizar Emboscada	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	Tiempo de carga de Talismán volador: -%d s con probabilidad del 10 %%	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	Tiempo de carga de Talismán volador: -%d s con probabilidad del 20 %%	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	Absorberás hasta %d%% de HP al utilizar Llamada del relámpago.	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	Absorbe %d%% HP al utilizar Garra del relámpago	SA
TOOLTIP_USE_SKILL_CHARYUN_STUN	Daga rodante aturde al enemigo con una probabilidad del %d%%	SA
TOOLTIP_USE_SKILL_CHAYEOL_CRITICAL_PCT	Aumenta la probabilidad de ataque crítico durante %d segundos al utilizar Desgarrar	SA
TOOLTIP_USE_SKILL_CHAYEOL_HP_ABSORB	Absorbe %d%% HP al utilizar Desgarrar	SA
TOOLTIP_USE_SKILL_CHEONGRANG_CASTING_SPEED	Aumenta la velocidad de hechizo durante %d segundos al utilizar Alma lobuna índigo	SA
TOOLTIP_USE_SKILL_CHEONGRANG_MOV_SPEED	Aumenta la velocidad de movimiento durante %d segundos al utilizar Alma lobuna índigo	SA
TOOLTIP_USE_SKILL_CHUNKEON_CASTING_SPEED	Aumenta la velocidad de hechizo durante %d segundos al utilizar Cuerpo fuerte	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_10PER	Tiempo de carga de Golpe de espada: -%d s con probabilidad del 10 %%	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_20PER	Tiempo de carga de Golpe de espada: -%d segundos con probabilidad del 20 %%	SA
TOOLTIP_USE_SKILL_GICHEON_ATT_GRADE_BONUS	Recibirás una bonificación de ataque durante %d segundos al utilizar Ayuda del dragón	SA
TOOLTIP_USE_SKILL_GIGONGCHAM_STUN	Pulso espiritual aturde al enemigo con una probabilidad del %d%%	SA
TOOLTIP_USE_SKILL_GIGUNG_ATT_GRADE_BONUS	Recibirás una bonificación de ataque durante %d segundos al utilizar Flecha venenosa	SA
TOOLTIP_USE_SKILL_GIHYEOL_ATT_GRADE_BONUS	Recibirás una bonificación de ataque durante %d segundos al utilizar Deseo de vivir	SA
TOOLTIP_USE_SKILL_GONGDAB_KNOCKBACK	Salto lobuno contraataca al enemigo con una probabilidad del %d%%	SA
TOOLTIP_USE_SKILL_GONGDAB_STUN	Salto lobuno aturde al enemigo con una probabilidad del %d%%	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_10PER	Tiempo de carga de Ataque rápido: -%d s con probabilidad del 10 %%	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_20PER	Tiempo de carga de Ataque rápido: -%d s con probabilidad del 20 %%	SA
TOOLTIP_USE_SKILL_GWIGEOM_DEF_BONUS	Recibirás una bonificación de defensa durante %d segundos al utilizar Hoja encantada	SA
TOOLTIP_USE_SKILL_GYOKSAN_KNOCKBACK	Golpe contraataca al enemigo con una probabilidad del %d%%	SA
TOOLTIP_USE_SKILL_HOSIN_DEF_BONUS	Recibirás una bonificación de defensa durante %d segundos al utilizar Bendición	SA
TOOLTIP_USE_SKILL_HWAYEOMPOK_KNOCKBACK	Golpe de llama contraataca al enemigo con una probabilidad del %d%%	SA
TOOLTIP_USE_SKILL_JEOKRANG_DEF_BONUS	Recibirás una bonificación de defensa durante %d segundos al utilizar Alma lobuna escarlata	SA
TOOLTIP_USE_SKILL_JEONGEOP_ATT_GRADE_BONUS	Recibirás una bonificación de ataque durante %d segundos al utilizar Curación	SA
TOOLTIP_USE_SKILL_JEUNGRYEOK_DEF_BONUS	Recibirás una bonificación de defensa durante %d segundos al utilizar Ataque+	SA
TOOLTIP_USE_SKILL_KWANKYEOK_KNOCKBACK	Lluvia de flechas contraataca al enemigo con una probabilidad del %d%%	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_10PER	Tiempo de carga de Lluvia de flechas: -%d s con probabilidad del 10 %%	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_20PER	Tiempo de carga de Lluvia de flechas: -%d s con probabilidad del 20 %%	SA
TOOLTIP_USE_SKILL_MAHWAN_STUN	Orbe oscuro aturde al enemigo con una probabilidad del %d%%	SA
TOOLTIP_USE_SKILL_MANASHILED_CASTING_SPEED	Aumenta la velocidad de hechizo durante %d segundos al utilizar Protección oscura	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_10PER	Tiempo de carga de Golpe oscuro: -%d s con probabilidad del 10 %%	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_20PER	Tiempo de carga de Golpe oscuro: -%d s con probabilidad del 20 %%	SA
TOOLTIP_USE_SKILL_MUYEONG_ATT_GRADE_BONUS	Recibirás una bonificación de ataque durante %d segundos al utilizar Espíritu de la llama	SA
TOOLTIP_USE_SKILL_NOEGEOM_ATT_GRADE_BONUS	Recibirás una bonificación de ataque durante %d segundos al utilizar Círculo de espada	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_10PER	Tiempo de carga de Tiro relámpago: -%d s con probabilidad del 10 %%	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_20PER	Tiempo de carga de Tiro relámpago: -%d s con probabilidad del 20 %%	SA
TOOLTIP_USE_SKILL_PABEOB_STUN	Anular magia aturde al enemigo con una probabilidad del %d%%	SA
TOOLTIP_USE_SKILL_PAERYONG_HP_ABSORB	Absorbe %d%% HP al utilizar Rugido del dragón	SA
TOOLTIP_USE_SKILL_PALBANG_HP_ABSORB	Absorbe %d%% HP al utilizar Giro de espada	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_10PER	Tiempo de carga de Garra de lobo: -%d s con probabilidad del 10 %%	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_20PER	Tiempo de carga de Garra de lobo: -%d s con probabilidad del 20 %%	SA
TOOLTIP_USE_SKILL_PASWAE_SP_ABSORB	Absorbe %d%% SP al utilizar Garra de lobo	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_10PER	Tiempo de carga de Aliento del lobo: -%d s con probabilidad del 10 %%	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_20PER	Tiempo de carga de Aliento del lobo: -%d s con probabilidad del 20 %%	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_10PER	Tiempo de carga de Corte de tres maneras: -%d s con probabilidad del 10 %%	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_20PER	Tiempo de carga de Corte de tres maneras: -%d s con probabilidad del 20 %%	SA
TOOLTIP_USE_SKILL_SAMYEON_STUN	Corte de tres maneras aturde al enemigo con una probabilidad del %d%%	SA
TOOLTIP_USE_SKILL_SANGONG_ATT_GRADE_BONUS	Recibirás una bonificación de ataque durante %d segundos al utilizar Nube tóxica	SA
TOOLTIP_USE_SKILL_SEOMJEON_KNOCKBACK	Veneno lento contraataca al enemigo con una probabilidad del %d%%	SA
TOOLTIP_USE_SKILL_SWAERYUNG_KNOCKBACK	Golpe de dedo contraataca al enemigo con una probabilidad del %d%%	SA
TOOLTIP_USE_SKILL_TERROR_ATT_GRADE_BONUS	Recibirás una bonificación de ataque durante %d segundos al utilizar Miedo	SA
TOOLTIP_USE_SKILL_TUSOK_HP_ABSORB	Absorbe %d%% HP al utilizar Golpe espiritual	SA
TOOLTIP_USE_SKILL_YEONSA_HP_ABSORB	Absorbe %d%% HP al utilizar Disparo repetido	SA
TOOLTIP_USE_SKILL_YONGBI_HP_ABSORB	Absorbe %d%% HP al utilizar Disparo de dragón	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_10PER	Tiempo de carga de Remolino del dragón: -%d s con probabilidad del 10 %%	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_20PER	Tiempo de carga de Remolino del dragón: -%d s con probabilidad del 20 %%	SA
TOOLTIP_WARRIOR	Guerrero
TOOLTIP_WEAPON	Arma
TOOLTIP_WOLFMAN	Lícano
TOOLTIP_WRISTLET	Pulsera
UI_ACCEPT	Aceptar
UI_BOLD_FONT	Tahoma:12b
UI_CANCEL	Cancelar
UI_CLOSE	Cerrar
UI_DEF_FONT	Tahoma:12
UI_DEF_FONT_LARGE	Tahoma:14
UI_DEF_FONT_SMALL	Tahoma:9
UI_DENY	Rechazar
UI_ITEM	Objeto
UI_LEFT_TIME	Tiempo restante: %d Seg.
UI_NEXT	Continuar
UI_NEXTPAGE	Seguir
UI_NOCONTENTS	Ningún contenido
UI_NONAME	Sin Nombre
UI_OK	OK
UI_POS_UNKNOWN	Lugar desconocido
UI_PREVPAGE	atrás
UI_UNKNOWN	Desconocido
UNLIMIT_ENTER_CZ_QUESTION	Puedes entrar en el Templo del zodíaco durante %d min. ¿Quieres utilizarlo?
UPDATE_TIME	Fecha:
UPLOAD_MARK_CHECK_NEED_RECONNECT	La carga tiene que ser iniciada de nuevo.
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	La carga tiene que ser iniciada de nuevo.
USE_ITEM_BUTTON_01	Cancelar
USE_ITEM_BUTTON_02	Acceder
USE_ITEM_FAILURE_PRIVATE_SHOP	No puedes utilizar ningún objeto mientras tengas abierta una tienda privada.
USE_ITEM_POPUP_01	La Batalla de los Cinco Santuarios ha llegado a su fin. \nPróxima batalla:
USE_ITEM_QUESTION_01	¿Quieres participar en la Batalla de los Cinco Santuarios?
USE_ITEM_QUESTION_02	¿Quieres volver al lugar en el que quedaste fuera de combate?\n Te costará %s Yang.
USE_ITEM_QUESTION_03	Se te teletransportará a una ubicación al azar. ¿Quieres acceder?
USE_SKILL_ERROR_UNKNOWN	Error de habilidad desconocido: %s
NEW_DETAILS_1	Resistencia a la mitad de los humanos
NEW_DETAILS_1_TOOLTIP	Resistencia a la mitad de los humanos: resiste el daño infligido por la mitad de los humanos.
NEW_DETAILS_2	Defensa de talismán
NEW_DETAILS_2_TOOLTIP	Defensa de talismán: resiste talismanes de bonificación.
NEW_DETAILS_5	Fuerte vs Monstruo del zodiaco
NEW_DETAILS_5_TOOLTIP	Fuerte vs Zodiac: inflige un daño masivo a los monstruos Zodiac.
NEW_DETAILS_6	Fuerte vs Metin
NEW_DETAILS_6_TOOLTIP	Fuerte vs Metin: inflige un daño masivo a Metin.
NEW_DETAILS_7	Fuerte vs Jefe
NEW_DETAILS_7_TOOLTIP	Fuerte vs Jefe: inflige un daño masivo a los jefes.
NEW_DETAILS_8	Resistencia a los monstruos
NEW_DETAILS_8_TOOLTIP	Resistencia a los monstruos: resiste el daño infligido por los monstruos.
NEW_DETAILS_9	Posibilidad de golpes críticos (PVM)
NEW_DETAILS_10	Interrupción de la defensa con espada
NEW_DETAILS_10_TOOLTIP	Interrupción de la defensa de la espada: reduce el daño recibido por la espada.
NEW_DETAILS_11	Interrupción de la defensa a dos manos
NEW_DETAILS_11_TOOLTIP	Interrupción de la defensa a dos manos: reduce el daño recibido por dos manos.
NEW_DETAILS_12	Interrupción de la defensa de la daga
NEW_DETAILS_12_TOOLTIP	Interrupción de Dagger Defense: reduce el daño recibido por Dagas.
NEW_DETAILS_13	Interrupción de la defensa de flechas
NEW_DETAILS_13_TOOLTIP	Interrupción de Arrow Defense: reduce el daño recibido por Flechas.
NEW_DETAILS_14	Interrupción de la defensa de los fan
NEW_DETAILS_14_TOOLTIP	Interrupción de Fan Defensa: reduce el daño recibido por Fan.
NEW_DETAILS_15	Interrupción de Defensa campana
NEW_DETAILS_15_TOOLTIP	Interrupción de Defensa campana: reduce el daño recibido por campana.
NEW_DETAILS_16	Fuerte vs Monstruo rúnico
NEW_DETAILS_16_TOOLTIP	Fuerte vs Monstruo rúnico: inflige un daño masivo a los monstruos Rúnicos.
NEW_DETAILS_17	Valor de ataque
NEW_DETAILS_17_TOOLTIP	Valor de ataque
PET_MISSING1_1	Joven
PET_MISSING1_2	Salvaje
PET_MISSING1_3	Bravo
PET_MISSING1_4	Heroico
COOLDOWN_IN_PROGRESS	Necesitas esperar!
PERMANENT_EFFECT	Permanente
TARGET_INFO_RACE_RUNE	Runa
CUBE_LOSE_BONUSES_ALERT	Si continúa, perderá las bonificaciones de artículos, ¿está seguro??
ACCE_FAILURE_CLEAN	No se pueden eliminar bonificaciones.
ACCE_DO_YOU_CLEAN	¿Quieres eliminar todas las bonificaciones disponibles?
ACCE_REFINE_COST	Precio de absorción: %s
ACCE_ABSORB_CHANCE	Tasa de absorción: %d%%
ACCE_ABSORB_CHANCE2	Tasa de absorción: %d%% ~ %d%%
