NPC_SEARCH	Ricerca Npc
MISTS_ISLAND_INFO_01	Il tuo livello è troppo basso.
MISTS_ISLAND_INFO_02	Non hai abbastanza Yang.
MISTS_ISLAND_INFO_03	Al momento non ci sono battaglie in corso.
MISTS_ISLAND_MSG_01	%s è stato distrutto da %s.
MISTS_ISLAND_MSG_02	%s ha conquistato %s!
MISTS_ISLAND_MSG_03	%s ha occupato %s.
MISTS_ISLAND_MSG_04	%s attacca %s!
MISTS_ISLAND_MSG_05	%s ha eseguito il rafforzamento correttamente. %s è ora al livello %d.
MISTS_ISLAND_MSG_06	%s è comparso sul campo di battaglia.
MISTS_ISLAND_QUESTION_01	Vuoi abbandonare la Battaglia dei 5 Santuari?
MISTS_ISLAND_QUESTION_02	Vuoi teletrasportarti al santuario che ha subito l'attacco? \n Costo: %s Yang
MISTS_ISLAND_TOOLTIP_01	[%s]
MISTS_ISLAND_TOOLTIP_02	Regno occupatore: %s
MISTS_ISLAND_TOOLTIP_03	Livello miglioramento: +%d
MISTS_ISLAND_TOOLTIP_04	Buff occupazione: %s
MISTS_ISLAND_TOOLTIP_05	Conquista dei santuari
MISTS_ISLAND_TOOLTIP_06	1) Un santuario, per essere acquisito, deve essere prima distrutto.
MISTS_ISLAND_TOOLTIP_07	2) Il regno, che dopo 1 minuto riesce a far avvicinare il più possibile i suoi guerrieri al santuario, conquista il santuario.
MISTS_ISLAND_TOOLTIP_08	3) Dopo 3 minuti il santuario occupato acquisisce il colore del regno che l'ha conquistato.
MISTS_ISLAND_TOOLTIP_09	4) Più un santuario rimane sotto il controllo dello stesso regno e più diventa difficile espugnarlo.
MONETARY_UNIT0	Yang
MONETARY_UNIT1	diecimila
MONETARY_UNIT2	cento milioni
MONEY_INPUT_DIALOG_SELLPRICE	Prezzo di vendita:
MOVE_CHANNEL_99	CH0
MOVE_CHANNEL_CANCEL	Interrompi
MOVE_CHANNEL_NOTICE	Sei collegato al canale %d.
MOVE_CHANNEL_NOT_MOVE	Non puoi cambiare canale.
MOVE_CHANNEL_SELECT	Ok
MOVE_CHANNEL_TITLE	Scelta del canale
MOVE_ITEM_FAILURE_PRIVATE_SHOP	Non puoi spostare degli oggetti se hai un negozio privato aperto.
MUSIC_EMPTY_MUSIC_LIST	Nessuna musica di sottofondo.
MUSIC_METIN2_DEFAULT_THEMA	Musica standard di Metin2
MUSIC_NOT_SELECT_MUSIC	Non è stato scelto nessun file musicale.
NEEFD_REST	Devi prima riposarti.
NOT_YET_SUPPORT	Non è supportato.
OPEN_THE_SPECIAL_ACTION_KIT	%s fa ora parte delle emozioni.
OPTION_PVPMODE_CANNOT_SET_GUILD_MODE	Non puoi attivare la modalità Gilda se non appartieni ad una Gilda.
OPTION_PVPMODE_NOT_SUPPORT	Non puoi usare la configuarazione PvP.
OPTION_PVPMODE_PROTECT	Devi aver raggiunto il livello %d per modificare la modalità PvP.
PARTY_ANSWER_TIMEOVER	L'invito è stato rifiutato.
PARTY_BONUS_ATTACKER	Valore d'attacco: +%d	SA
PARTY_BONUS_BERSERKER	Velocità d'attacco: +%d	SA
PARTY_BONUS_BUFFER	Durata dell'abilità: +%d	SA
PARTY_BONUS_DEFENDER	Difesa: +%d%%	SA
PARTY_BONUS_EXP	Bonus EXP: %d%%	SA
PARTY_BONUS_SKILL_MASTER	Max. MP: +%d%%	SA
PARTY_BONUS_TANKER	Max. HP: +%d	SA
PARTY_BREAK_UP	Sciogli gruppo
PARTY_DO_YOU_ACCEPT	desidera entrare nel gruppo.
PARTY_DO_YOU_JOIN	ti ha invitato a unirti al suo gruppo. Accetti?
PARTY_EXP_DISTRIBUTION_MODE	Divisione per EXP
PARTY_EXP_DISTRIBUTION_MODE_LEVEL	In base al livello
PARTY_EXP_DISTRIBUTION_MODE_LEVEL_TOOLTIP	I membri di livello più alto ricevono più EXP.
PARTY_EXP_DISTRIBUTION_MODE_PARITY	Equilibrato
PARTY_EXP_DISTRIBUTION_MODE_PARITY_TOOLTIP	Tutti i membri del gruppo ricevono la stessa quantità di EXP.
PARTY_HEAL_ALL_MEMBER	Rigenerare tutto
PARTY_INCREASE_AREA_150	Raggio d'azione del gruppo alzato di fattore 1,5.	SNA
PARTY_INCREASE_AREA_200	Raggio d'azione del gruppo alzato di fattore 2.	SNA
PARTY_LEAVE	Abbandona il gruppo.
PARTY_LONGTIME_BONUS_EXP	EXP bonus per un gioco di gruppo lungo: +%d%%	SA
PARTY_MATCH_CANCEL	La Ricerca gruppi per [%s] è stata annullata.
PARTY_MATCH_FAIL_FULL_MEMBER	Il tuo gruppo non può accettare altri membri.
PARTY_MATCH_FAIL_IMPOSSIBLE_MAP	Non puoi registrarti per questo Dungeon.
PARTY_MATCH_FAIL_LEVEL	Il tuo livello è troppo basso.
PARTY_MATCH_FAIL_MEMBER_NOT_CONDITION	%s, uno dei membri del gruppo, non soddisfa i requisiti necessari.
PARTY_MATCH_FAIL_NONE_MAP_INDEX	Scegli innanzitutto un Dungeon.
PARTY_MATCH_FAIL_NOT_LEADER	Solo il capogruppo può effettuare la registrazione.
PARTY_MATCH_FAIL_NO_ITEM	Non hai abbastanza %s.
PARTY_MATCH_SEARCHING	Cerca
PARTY_MATCH_START	Hai registrato il tuo gruppo per il seguente Dungeon: [%s]!
PARTY_MEMBER_OFFLINE	[Offline]
PARTY_RECALL_MEMBER	Chiamare a sè un membro del gruppo.
PARTY_REGEN_BONUS	Bonus per HP + Rigenerazione MP: +%d%%	SA
PARTY_REQUEST_DENIED	La tua richiesta è stata rifiutata.
PARTY_RK_CATEGORY_CZ_CHICKEN	Classifica del Guardiano Yu
PARTY_RK_CATEGORY_CZ_COW	Classifica del Guardiano Chou
PARTY_RK_CATEGORY_CZ_DOG	Classifica del Guardiano Xu
PARTY_RK_CATEGORY_CZ_DRAGON	Classifica del Guardiano Chen
PARTY_RK_CATEGORY_CZ_HORSE	Classifica del Guardiano Wu
PARTY_RK_CATEGORY_CZ_MONKEY	Classifica del Guardiano Shen
PARTY_RK_CATEGORY_CZ_MOUSE	Classifica del Guardiano Zi
PARTY_RK_CATEGORY_CZ_PIG	Classifica del Guardiano Hai
PARTY_RK_CATEGORY_CZ_RABBIT	Classifica della Guardiana Mao
PARTY_RK_CATEGORY_CZ_SHEEP	Classifica del Guardiano Wei
PARTY_RK_CATEGORY_CZ_SNAKE	Classifica della Guardiana Si
PARTY_RK_CATEGORY_CZ_TIGER	Classifica del Guardiano Yin
PARTY_SET_ATTACKER	Annotare come aggressore.
PARTY_SET_BERSERKER	Annotare come feroce.
PARTY_SET_BUFFER	Annotare come bloccatore.
PARTY_SET_DEFENDER	Annotare come difensore.
PARTY_SET_NORMAL	Annullare le impostazioni.
PARTY_SET_SKILL_MASTER	Annotare come maestro delle abilità.
PARTY_SET_TANKER	Annotare come lottatore corpo a corpo.
PARTY_SKILL_ATTACKER	Valore d'attacco base aggressore  +%.0f
PARTY_SKILL_BERSERKER	Velocità d'attacco feroce +%.0f
PARTY_SKILL_BUFFER	Durata dell'abilità bloccatore +%.0f
PARTY_SKILL_DEFENDER	Difesa difensore +%.0f
PARTY_SKILL_HP_REGEN	Rigenerazione HP +%.0f%%
PARTY_SKILL_PARTY_AREA	Raggio d'azione del gruppo +%d%%
PARTY_SKILL_SKILL_MASTER	Max. MP maestro delle abilità +%.0f
PARTY_SKILL_SP_REGEN	Rigenerazione MP +%.0f%%
PARTY_SKILL_TANKER	Max. HP lottatore corpo a corpo +%.0f
PARTY_SKILL_WARP	Capacità di chiamare a sè i membri del gruppo.
PASSWORD_TITLE	Password Magazzino
PET_ATTR_CHANGE_DIALOG_TEXT	Vuoi modificare gli attributi del tuo pet?\n Quest'azione consuma l'item Incanta pet.\n Il processo potrebbe non andare a buon fine.
PET_ATTR_CHANGE_USE	Non è possibile eseguire quest'azione durante la modifica degli attributi del pet.
PET_ATTR_DETERMINE_TYPE1	Tipologia 1: goffo. Non è particolarmente forte.\nCon il tempo puoi migliorarne le abilità.
PET_ATTR_DETERMINE_TYPE2	Tipologia 2: curioso. Non è particolarmente forte.\nÈ un compagno fedele che con il tempo migliora le proprie abilità.
PET_ATTR_DETERMINE_TYPE3	Tipologia 3: intrepido. È moderatamente forte.\nCon il tempo puoi migliorarne le abilità.
PET_ATTR_DETERMINE_TYPE4	Tipologia 4: coraggioso. È moderatamente forte.\nÈ un compagno fedele che con il tempo migliora le proprie abilità.
PET_ATTR_DETERMINE_TYPE5	Tipologia 5: temerario. È forte.\nCon il tempo puoi migliorarne ulteriormente le abilità.
PET_ATTR_DETERMINE_TYPE6	Tipologia 6: leggendario. È forte.\nÈ un compagno fedele che con il tempo migliora ulteriormente le proprie abilità.
PET_ATTR_DETERMINE_TYPE7	Tipologia 7: mitico. È molto forte.\nCon il tempo, sprigionerà tutto il suo potenziale.
PET_ATTR_DETERMINE_TYPE8	Tipologia 8: prismatico. È estremamente forte.\nÈ un compagno fedele del quale ci si può fidare a occhi chiusi.
PET_BAG_DESC	%s
PET_CANNOT_FEED_CUBEOPEN	Non puoi nutrire il tuo pet, se la finestra del raffinamento è aperta.
PET_CAN_NOT_ATTRCHANGE_BECUASE_LIFE_TIME_END	Non puoi modificare gli attributi di un pet morto.
PET_CAN_NOT_EGG_ITEM_USE	Non puoi aprire l'Incubatrice mentre stai commerciando, oppure mentre il tuo magazzino o il negozio privato sono aperti.
PET_CAN_NOT_FEED_SPLIT_ITEM	Non puoi inserire un oggetto diviso in questa finestra.
PET_CAN_NOT_FEED_TYPE	In questo modo non potrai dar da mangiare al tuo pet. Prova con un'altra azione.
PET_CAN_NOT_OPEN_EVOL_BUTTON	Al fine di addestrare il tuo pet per portarlo al prossimo livello di evoluzione, è necessario che esso abbia raggiunto il livello %d.
PET_CAN_NOT_OPEN_EVOL_BUTTON_EXP_LACK	Al fine di addestrare il tuo pet per portarlo al prossimo livello di evoluzione, è necessario che esso abbia raggiunto il 100% di esperienza.
PET_CAN_NOT_OPEN_EVOL_BUTTON_LEVEL_MAX	Il tuo pet ha già raggiunto il massimo livello di evoluzione.
PET_CAN_NOT_OPEN_SHOP_BECAUSE_SUMMON	Non puoi aprire un negozio privato se hai già chiamato il tuo pet.
PET_CAN_NOT_OPEN_SPECIAL_EVOL_BUTTON	Al fine di addestrare il tuo pet per portarlo al prossimo livello di evoluzione, è necessario che esso abbia raggiunto %d giorni di età.
PET_CAN_NOT_SUMMON_BECAUSE_LIFE_TIME_END	Non puoi chiamare il pet perché il tempo è scaduto.
PET_CAN_NOT_USE_BAG	Non puoi usare il Trasportino se il periodo di utilizzo del pet è scaduto.
PET_EMPTY_SKILL_SLOT_USE_ITEM	Questo pet non ha delle abilità che si possano resettare.
PET_HATCHING_ACCEPT	Vuoi chiamare il tuo pet "%s"?
PET_HATCHING_MONEY	Prezzo: %s
PET_HATCHING_WINDOW_OPEN_CAN_NOT_USE	Non puoi eseguire nessuna interazione mentre l'Incubatrice è aperta.
PET_INFORMATION_STAGE1	Cucciolo
PET_INFORMATION_STAGE2	Selvatico
PET_INFORMATION_STAGE3	Coraggioso
PET_INFORMATION_STAGE4	Eroico
PET_INFO_EXP	Esperienza attuale:
PET_INFO_ITEM_EXP	Attuali item EXP
PET_INFO_NEXT_EXP	Esperienza rimanente:
PET_INFO_NEXT_ITEM_EXP	Item EXP rimanenti
PET_MSG_NOT_ENOUGH_MONEY	Non hai abbastanza Yang.
PET_NAME_CHANGE_ACCEPT	Vuoi modificare il nome del tuo pet in "%s"?
PET_NAME_MIN	Il nome inserito è troppo corto.
PET_REVIVE_FAIL_EMPTY_PET_SLOT	Non hai un pet da resuscitare.
PET_REVIVE_FAIL_NOT_ENOUGHT_MATERIAL	Non hai abbastanza materiale.
PET_REVIVE_UI_MATERIAL_COUNT	%d/%d
PET_SKILL_DELETE_QUESTION_DLG_MSG	Ora le abilità sono disponibili.
PET_SKILL_DELETE_QUESTION_DLG_MSG1	Il reset della/delle abilità del tuo pet è irreversibile.
PET_SKILL_DELETE_QUESTION_DLG_MSG2	Vuoi continuare?
PET_SKILL_LEARN_FAIL_CONDITIONS	Il tuo pet è troppo giovane o non possiede il livello richiesto. Solo i pet eroi possono apprendere le abilità.
PET_SKILL_LEARN_QUESTION_DLG_MSG	Vuoi avviare l'addestramento eroico con "%s".
PET_SKILL_TOOLTIP_DURATION	Durata: %d secondi
PET_SKILL_TOOLTIP_FEATHER	Il pet potrebbe attivare Passo piumato (%d%% di probabilità) per %.1f secondi.\n Attacco %d - %d	SAA
PET_SKILL_TOOLTIP_HEAL	Se i tuoi HP scendono al di sotto del 20%%, ottieni un\n %d%% di possibilità che i tuoi HP aumentino di un %d.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	Il tuo personaggio ha una possibilità di un %d%% di diventare invincibile\n quando i suoi HP scendono al di sotto di un 10%%.\n Durata dell'effetto: %.1f secondi.	SAA
PET_SKILL_TOOLTIP_REMOVAL	Rimuove immediatamente tutti gli effetti di avvelenamento, di rallentamento o\n di sanguinamento con una probabilità di un %d%%\n ogni volta che il tuo personaggio viene colpito.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Vuoi portare l'addestramento eroico al prossimo livello?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Costi: %s
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Difesa
PET_TOOLTIP_HP	HP
PET_TOOLTIP_LEVEL	Livello
PET_TOOLTIP_LIFETIME_OVER	Scaduto
PET_TOOLTIP_SKILL_BONUS_VALUE	in fase di addestramento eroico
PET_TOOLTIP_SKILL_CUR_LEVEL	Livello: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Prossimo livello: %d (max. %d)
PET_TOOLTIP_SP	MP
PET_TOOLTIP_TRADABLE	Commerciabile
PET_TOOLTUP_SKILL	%s (livello %d)
PICK_ITEM_TITLE	Numero dell'oggetto
PICK_MONEY_TITLE	Prezzo
PRIVATESHOPSEARCH_ABLITY_POTION	Rugiada
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Stoffa sottile
PRIVATESHOPSEARCH_ARMOR	Equipaggiamento
PRIVATESHOPSEARCH_ARROW	Frecce
PRIVATESHOPSEARCH_BELL	Campane
PRIVATESHOPSEARCH_BELT	Cintura
PRIVATESHOPSEARCH_BLEND	Pozioni
PRIVATESHOPSEARCH_BLOOD_PEARL	Perla rossa
PRIVATESHOPSEARCH_BLUE_PEARL	Perla blu
PRIVATESHOPSEARCH_BODY	Equipaggiamenti
PRIVATESHOPSEARCH_BOW	Archi
PRIVATESHOPSEARCH_BUYTIME	Vuoi acquistare l'oggetto selezionato?
PRIVATESHOPSEARCH_CLAW	Artigli
PRIVATESHOPSEARCH_CLEAR_POTION	Elisir
PRIVATESHOPSEARCH_COSTUME	Costumi
PRIVATESHOPSEARCH_COSTUMEBODY	Costume
PRIVATESHOPSEARCH_COSTUMEHAIR	Pettinatura
PRIVATESHOPSEARCH_COSTUME_ACCE	Stole
PRIVATESHOPSEARCH_COSTUME_MOUNT	Cavalcatura
PRIVATESHOPSEARCH_CRYSTAL	Cristallo
PRIVATESHOPSEARCH_DAGGER	Pugnali
PRIVATESHOPSEARCH_DEAD	senza vita
PRIVATESHOPSEARCH_DETACHMENT	Libro delle pietre
PRIVATESHOPSEARCH_DIAMOND	Diamante
PRIVATESHOPSEARCH_DS	Alchimia delle Pietre del drago
PRIVATESHOPSEARCH_DS_BLACK	Onice
PRIVATESHOPSEARCH_DS_BLUE	Zaffiro
PRIVATESHOPSEARCH_DS_GREEN	Giada
PRIVATESHOPSEARCH_DS_RED	Rubino
PRIVATESHOPSEARCH_DS_WHITE	Diamante
PRIVATESHOPSEARCH_DS_YELLOW	Granato
PRIVATESHOPSEARCH_EAR	Orecchini
PRIVATESHOPSEARCH_FAN	Ventagli
PRIVATESHOPSEARCH_FISH	Pesci
PRIVATESHOPSEARCH_FOOTS	Scarpe
PRIVATESHOPSEARCH_GEM	Pietre preziose
PRIVATESHOPSEARCH_GIFTBOX	Pacchi regalo
PRIVATESHOPSEARCH_HEAD	Elmi
PRIVATESHOPSEARCH_LIVE	in vita
PRIVATESHOPSEARCH_MATERIAL	Materiali
PRIVATESHOPSEARCH_METIN	Pietre spirituali
PRIVATESHOPSEARCH_NECK	Collane
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Se non hai il fagotto giusto, non puoi comprare nessun oggetto.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Se non hai il fagotto giusto, non puoi cercare nessun oggetto.
PRIVATESHOPSEARCH_NODELAY_POTION	Oggetti HP
PRIVATESHOPSEARCH_ORE	Minerale
PRIVATESHOPSEARCH_PET	Sistema dei pet
PRIVATESHOPSEARCH_PETAGG	Uova del pet
PRIVATESHOPSEARCH_PETSKILLBOOK	Libri delle abilità del pet
PRIVATESHOPSEARCH_PICK	Picconi
PRIVATESHOPSEARCH_POTION	Pozioni
PRIVATESHOPSEARCH_QUEST	Missione
PRIVATESHOPSEARCH_QUIVER	Faretre per frecce
PRIVATESHOPSEARCH_RESOURCE	Miglioramento oggetti
PRIVATESHOPSEARCH_ROD	Pesca
PRIVATESHOPSEARCH_SELECTITEM	Oggetto selezionato
PRIVATESHOPSEARCH_SHIELD	Scudi
PRIVATESHOPSEARCH_SKILLBOOK	Libri delle abilità
PRIVATESHOPSEARCH_SKILLFORGET	Libro dell'amnesia
PRIVATESHOPSEARCH_SPECIAL	Varie
PRIVATESHOPSEARCH_STONE	Scaglia di energia
PRIVATESHOPSEARCH_SWORD	Spada a una mano
PRIVATESHOPSEARCH_TREASUREBOX	Bauli
PRIVATESHOPSEARCH_TUNING	Papiri
PRIVATESHOPSEARCH_TWOSWORD	Spada a due mani
PRIVATESHOPSEARCH_UNIQUE	Unico
PRIVATESHOPSEARCH_USEITEM	Beni di consumo
PRIVATESHOPSEARCH_USESPECIAL	Varie
PRIVATESHOPSEARCH_WEAPON	Armi
PRIVATESHOPSEARCH_WHITE_PEARL	Perla bianca
PRIVATESHOPSEARCH_WRIST	Bracciali
PRIVATE_SHOP_CANNOT_SELL_ITEM	Non puoi vendere questo oggetto in un neegozio privato.
PRIVATE_SHOP_CLOSE_QUESTION	Desideri chiudere il negozio privato?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Nome del negozio privato
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Prezzo
PVP_LEVEL0	Cavaliere
PVP_LEVEL1	Nobile
PVP_LEVEL2	Buono
PVP_LEVEL3	Gentile
PVP_LEVEL4	Neutrale
PVP_LEVEL5	Aggressivo
PVP_LEVEL6	Perfido
PVP_LEVEL7	Maligno
PVP_LEVEL8	Crudele
PVP_MODE_GUILD	La Gilda PvP è stata attivata.
PVP_MODE_KILL	PvP - Libero attivato.
PVP_MODE_NORMAL	PvP - Pace attivato.
PVP_MODE_PROTECT	PvP - Protezione attivato.
PVP_MODE_REVENGE	PvP - Nemico attivato.
PVP_OPTION_KILL	Libero
PVP_OPTION_NORMAL	Pace
PVP_OPTION_PROTECT	Protezione
PVP_OPTION_REVENGE	Nemico
PVP_TOURNAMENT_DO_NOT_AUTO	Non puoi usare l'attacco automatico durante il torneo PvP.
QUEST_APPEND	È stata formulata una nuova missione.
QUEST_HOUR	Ora/e
QUEST_MIN	Min.
QUEST_SEC	Sec.
QUEST_TIMEOVER	Tempo scaduto
QUEST_UNLIMITED_TIME	Non c'è limite di tempo
QUEST_ZEROSEC	0 Sec.
QUICKSLOT_REGISTER_DISABLE_ITEM	Questo oggetto non può essere inserito nei campi di utilizzo rapido.
RANKING	Rango
RANKING_BOARD_MEMBER	Membri
RECEIVE_MESSAGE	%s ti ha mandato un messaggio.
REFINE_COST	Costo del miglioramento: %d Yang
REFINE_DESTROY_WARNING	L'oggetto potrebbe essere distrutto durante il miglioramento.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Vuoi veramente effettuare l'upgrade dell'oggetto?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	In caso di fallimento l'oggetto sarà distrutto. Desideri continuare?
REFINE_DOWN_GRADE_WARNING	L'oggetto durante il miglioramento potrebbe peggiorare.
REFINE_DO_YOU_SEPARATE_METIN	Desideri rimuovere tutte le Pietre Spirituali?
REFINE_ELEMENT_CHANGE_TEXT	Ora %s possiede l'elemento %s!
REFINE_ELEMENT_DOWNGRADE_TEXT	Il livello dell'incantesimo elementale è stato ridotto.
REFINE_ELEMENT_EXIST	L'oggetto possiede già un altro elemento.
REFINE_ELEMENT_GRADE_MAX	Il livello massimo dell'incantesimo elementale è già stato raggiunto.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	L'incantesimo elementale è disponibile solo per le armi di livello +7 o superiore.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	Non hai abbastanza Yang.
REFINE_ELEMENT_NOT_EXSIT	Non si può utilizzare con questo oggetto.
REFINE_ELEMENT_TEXT_DARK	Oscurità +%d
REFINE_ELEMENT_TEXT_EARTH	Terra + %d
REFINE_ELEMENT_TEXT_ELECT	Lampo +%d
REFINE_ELEMENT_TEXT_FIRE	Fuoco +%d
REFINE_ELEMENT_TEXT_ICE	Ghiaccio +%d
REFINE_ELEMENT_TEXT_WIND	Vento +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	L'incantesimo elementale è fallito.
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	L'incantesimo elementale è riuscito.
REFINE_FAILURE	Non è andata... Non ce l'abbiamo fatta.
REFINE_FAILURE_CAN_NOT_ATTACH0	%s questo oggetto non può essere inserito.
REFINE_FAILURE_DEL_ITEM	Il raffinamento non ha avuto successo. L'oggetto è stato distrutto.
REFINE_FAILURE_EQUIP_ITEM	Non puoi migliorare gli oggetti in uso.
REFINE_FAILURE_GRADE_DOWN	Il raffinamento non ha avuto successo. Il grado dell'oggetto è stato ridotto.
REFINE_FAILURE_KEEP_GRADE	Il raffinamento non ha avuto successo. Fortunatamente, l'oggetto è stato preservato.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	Nessuna Pietra Spirituale può essere tolta.
REFINE_FAILURE_NEED_BETTER_SCROLL	Ti serve un migliore papiro del miglioramento .
REFINE_FAILURE_NO_GOLD_SOCKET	Non hai nessuna montatura d'oro per inserire %s.
REFINE_FAILURE_NO_MORE_SOCKET	Non puoi creare altre montature.
REFINE_FAILURE_NO_SOCKET0	Non hai nessuna montatura per inserire %s.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	Su questo oggetto non può essere creata una montatura.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Questo oggetto non può essere migliorato.
REFINE_SUCCESS	Il miglioramento è riuscito con successo.
REFINE_SUCCESS_PROBALITY	Probabilità di miglioramento: %d%%
REFINE_WARNING2	Desideri continuare?
RESTART_POPUP_GIVEUP_MIST_ISLAND	Hai perso nella Battaglia dei 5 Santuari. Ripartirai dal villaggio.
REVIVE_QUESTION	Vuoi rianimare %s? Quantità Prisma del risveglio: %d unità
REVIVE_SELF_QUESTION	Vuoi eseguire una rianimazione? Quantità Prisma del risveglio: %d unità
ROULETTE_REWARD_TEXT	Oggetto ricevuto
SAFEBOX_ERROR	Hai inserito la password sbagliata.
SAFEBOX_NEED_CHANGE_PASSWORD	La tua password è scaduta.\nImpostane una nuova.
SAFEBOX_SELL_DISABLE_SAFEITEM	Non puoi vendere gli oggetti salvati.
SAFEBOX_UNAVILABLE_PASSWORD_01	Non puoi usare questa password.
SAFEBOX_UNAVILABLE_PASSWORD_02	La password deve contenere almeno %d caratteri.
SAFEBOX_UNAVILABLE_PASSWORD_03	Hai inserito la tua password attuale. Scegli una nuova password.
SAFEBOX_UNAVILABLE_PASSWORD_04	La tua password non può contenere %d cifre uguali o posizionate di seguito l'una all'altra.
SAFEBOX_UNAVILABLE_PASSWORD_05	Non sono ammessi caratteri speciali. Caratteri ammessi: a-z, A-Z, 0-9
SAFEBOX_WRONG_PASSWORD	Le password devono essere identiche.
SCREENSHOT_SAVE1	È salvato in
SCREENSHOT_SAVE2	Cartella degli Screenshot
SCREENSHOT_SAVE_FAILURE	Salvataggio dello screenshot fallito.
SECOND	Sec
SECOND_CONFIRM_PET_FEED_QUESTION_1	L'oggetto possiede %d o più bonus.
SECOND_CONFIRM_PET_FEED_QUESTION_2	Vuoi davvero darlo in pasto al tuo pet?
SECOND_CONFIRM_SELL_ITEM_QUESTION_1	L'oggetto possiede %d o più bonus.
SECOND_CONFIRM_SELL_ITEM_QUESTION_2	Vuoi davvero venderlo?
SELECT_ATTR_NOTICE	Non puoi aprire un negozio privato mentre l'item Incanta oggetto+ è in uso.
SELECT_ATTR_NOT_OPEN	Non puoi utilizzare l'item Incanta oggetto+ mentre hai un negozio privato aperto.
SELECT_ATTR_NOT_SELECT	Scegli se mantenere i bonus o scambiarli.
SELECT_CAN_NOT_DELETE	Non puoi cancellare il personaggio.
SELECT_CAN_NOT_DELETE_ATTR67	Non si può eliminare un personaggio\n mentre si sta aggiungendo un bonus.
SELECT_CAN_NOT_DELETE_GUILD_MEMBER	Non puoi eliminare il tuo personaggio finché fa parte di una gilda.
SELECT_CAN_NOT_DELETE_HAVE_SEALED_ITEM	Non puoi eliminare il tuo personaggio finché possiede item legati all'anima.
SELECT_CAN_NOT_DELETE_LAST_CHAR_SAFEBOX	Non puoi eliminare il tuo unico personaggio finché hai ancora item nel tuo magazzino.
SELECT_CAN_NOT_DELETE_LIMITE_LEVEL	Puoi eliminare il tuo personaggio solo fino al livello 69.
SELECT_CAN_NOT_DELETE_MARRIAGE	Non puoi eliminare un personaggio sposato.
SELECT_CAN_NOT_DELETE_PRIVATE_CODE_ERROR	Il codice per l'eliminazione non era corretto.
SELECT_CAN_NOT_DELETE_REMAIN_TIME	Non puoi eliminare questo personaggio subito dopo averlo creato. Periodo d'attesa: %s
SELECT_CHANGED_NAME	Hai modificato il nome del personaggio.
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	Il nome del personaggio esiste già.
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Riprovaci.
SELECT_CHANGE_FAILURE_STRANGE_NAME	Questo nome del personaggio è errato
SELECT_CHANGE_NAME_TITLE	Modifica il nome del personaggio
SELECT_DELEING	Il personaggio sta per essere cancellato.
SELECT_DELETED	Cancellato con successo
SELECT_DO_YOU_DELETE_REALLY	Desideri continuare?
SELECT_EMPTY_SLOT	Questo è un campo vuoto
SELECT_GM_NAME	GM
SELECT_INPUT_CHANGING_NAME	Inserisci un nuovo nome del personaggio.
SELECT_NOT_JOIN_GUILD	Nessuna Gilda
SERVER_NOTIFY_CLOSED	Server chiuso: vi possono accedere solo account con status VIP o account creati prima della chiusura.
SERVER_STATUS_CLOSE	CHIUSO
SERVER_STATUS_NEW	NOVITÀ
SERVER_STATUS_SPECIAL	SPECIALE
SHOP_BUY_INFO	Scegli dalla vetrina l'oggetto che vorresti acquistare.
SHOP_CANNOT_SELL_EQUIPMENT	Non puoi vendere degli oggetti in uso.
SHOP_CANNOT_SELL_ITEM	Questto oggetto non è in vendita
SHOP_ERROR_UNKNOWN	Errore di caricamento sconosciuto: %s
SHOP_EXCEED_LIMIT_TODAY	Hai già superato il limite giornaliero per l'utilizzo dei punti.
SHOP_INVALID_POS	Questo oggetto non è adatto.
SHOP_INVENTORY_FULL	Nel magazzino non c'è più posto.
SHOP_LIMITED_DATA_LOADING	I dati verranno caricati a breve. Riprova più tardi.
SHOP_LIMITED_ITEM_REMAIN_COUNT	Oggetti rimanenti: %d
SHOP_LIMITED_PURCHASE_OVER	Esaurito
SHOP_LIMIT_TODAY	Limite giornaliero: %d / %d
SHOP_MY_BATTLE_POINT	Punti battaglia: %d
SHOP_MY_MEDAL_OF_HONOR	Medaglia del coraggio: %d
