NPC_SEARCH	Cãutare Npc
MINI_GAME_NOTICE_13	Jocul s-a terminat. Colecteazã recompensa.
MINI_GAME_NOTICE_2	Aruncã Beþe Yut.
MINI_GAME_NOTICE_3	Calculatorul aruncã Beþe Yut pentru a determina jucãtorul care începe.
MINI_GAME_NOTICE_4	Ai egalat sau calculatorul are cel mai mic scor de aruncat. Calculatorul va începe.
MINI_GAME_NOTICE_5	Ai avut cel mai mic scor de aruncare ºi vei începe.
MINI_GAME_NOTICE_6	Aruncarea ta: %s. Mergi înainte %d spaþii.
MINI_GAME_NOTICE_7	Aruncarea ta: %s. Trebuie sã muþi 1 spaþiu înapoi.
MINI_GAME_NOTICE_8	Aruncare: %s
MINI_GAME_NOTICE_9	Este rândul calculatorului.
MINI_GAME_RUMI_DISCARD_QUESTION	Eºti sigur cã doreºti sã laºi acest card?
MINI_GAME_RUMI_EXIT_QUESTION	Doreºti sã termini jocul ºi sã colectezi premiul?\nScorul tãu ºi cãrþile rãmase se vor reseta!
MINI_GAME_RUMI_START_QUESTION	Trebuie sã plãteºti o taxã de %d Yang pentru a juca. Ai nevoie ºi de %d Set(uri) de Carduri.\nDoreºti sã începi jocul?
MINI_GAME_YUTNORI_COM_WIN	Câºtigi ceva, pierzi ceva.
MINI_GAME_YUTNORI_PC_WIN	Cãtre victorie ºi recompensã!
MINI_GAME_YUTNORI_PC_WIN_SCORE	Scor: %d
MINI_GAME_YUTNORI_RETHROW_BUTTON	Aruncã
MINI_GAME_YUTNORI_RETHROW_POPUP	Norocosule! Este rândul tãu din nou.
MINI_GAME_YUTNORI_SCORE_FONT	Tahoma:24b
MINI_GAME_YUTNORI_START_QUESTION	Ai nevoie de %d Yang ºi %d Plãci Yut Nori pentru a începe jocul Yut Nori. \n Joci acum?
MINUTE	min
MISTS_ISLAND_BUFF_MSG_01	Energie +2
MISTS_ISLAND_BUFF_MSG_02	Ratã Drop Obiecte +10%
MISTS_ISLAND_BUFF_MSG_03	Putere, Inteligenþã, Vitalitate, Dexteritate +3
MISTS_ISLAND_BUFF_MSG_04	Rata Drop Yang+10%
MISTS_ISLAND_BUFF_MSG_05	Bonusuri Costum +3%
MISTS_ISLAND_INFO_01	Nivelul tãu este prea mic.
MISTS_ISLAND_INFO_02	Nu ai suficient Yang.
MISTS_ISLAND_INFO_03	În prezent, nu are loc nicio luptã.
MISTS_ISLAND_MSG_01	%s a fost distrus de %s!
MISTS_ISLAND_MSG_02	%s a capturat %s!
MISTS_ISLAND_MSG_03	%s a ocupat %s!
MISTS_ISLAND_MSG_04	%s atacã %s!
MISTS_ISLAND_MSG_05	%s a îmbunãtãþit cu succes %s la nivel %d!
MISTS_ISLAND_MSG_06	%s a apãrut pe câmpul de luptã!
MISTS_ISLAND_QUESTION_01	Doreºti sã pãrãseºti Bãtãlia celor Cinci Altare?
MISTS_ISLAND_QUESTION_02	Doreºti sã te teleportezi la altarul atacat recent? \n Cost: %s Yang
MISTS_ISLAND_TOOLTIP_01	[%s]
MISTS_ISLAND_TOOLTIP_02	Ocuparea Regatului: %s
MISTS_ISLAND_TOOLTIP_03	Nivel Îmbunãtãþire: +%d
MISTS_ISLAND_TOOLTIP_04	Suport Ocupare: %s
MISTS_ISLAND_TOOLTIP_05	Cucerirea Altarelor
MISTS_ISLAND_TOOLTIP_06	1. Pentru a captura un altar, acesta trebuie mai întâi distrus.
MISTS_ISLAND_TOOLTIP_07	2. Regatul care are cei mai mulþi combatanþi în apropiere dupã 1 minut va captura altarul.
MISTS_ISLAND_TOOLTIP_08	3, Dupã 3 minute, altarul va apãrea în culoarea regatului care l-a capturat.
MISTS_ISLAND_TOOLTIP_09	4. Cu cât un altar a fost controlat mai mult de acelaºi regat, cu atât va fi mai greu de distrus.
MONETARY_UNIT0	Yang
MONETARY_UNIT1	zece mii
MONETARY_UNIT2	o sutã de milioane
MONEY_INPUT_DIALOG_SELLPRICE	Preþ de vânzare:
MOVE_CHANNEL_99	CH0
MOVE_CHANNEL_CANCEL	Anuleazã
MOVE_CHANNEL_NOTICE	Acum eºti conectat la canalul %d.
MOVE_CHANNEL_NOT_MOVE	Nu poþi schimba canalul.
MOVE_CHANNEL_SELECT	OK
MOVE_CHANNEL_TITLE	Canale
MOVE_ITEM_FAILURE_PRIVATE_SHOP	Nu poþi muta obiectul dacã ai deschis un magazin privat.
MUSIC_EMPTY_MUSIC_LIST	Nicio muzicã de fundal.
MUSIC_METIN2_DEFAULT_THEMA	Metin2 muzica standard
MUSIC_NOT_SELECT_MUSIC	Nu ai ales nici un fiºier de muzicã.
NEEFD_REST	Trebuie sã te odihneºti întâi.
NOT_YET_SUPPORT	Nu este suportat.
OPEN_THE_SPECIAL_ACTION_KIT	%s adãugat la emoþii.
OPTION_PVPMODE_CANNOT_SET_GUILD_MODE	Nu poþi activa modul breaslã dacã nu aparþii nici uneia.
OPTION_PVPMODE_NOT_SUPPORT	Nu poþi folosi configuraþia modului PvP.
OPTION_PVPMODE_PROTECT	Trebuie sã fi atins minim nivelul %d pentru a activa modul PvP.
PARTY_ANSWER_TIMEOVER	Invitatia a fost respinsa.
PARTY_BONUS_ATTACKER	Valoare atac: +%d	SA
PARTY_BONUS_BERSERKER	Vitezã de atac: +%d	SA
PARTY_BONUS_BUFFER	Durata Skill: +%d	SA
PARTY_BONUS_DEFENDER	Apãrare +%d%%	SA
PARTY_BONUS_EXP	Bonus-EXP: %d%%	SA
PARTY_BONUS_SKILL_MASTER	PV recuperat per ucidere +%d%%	SA
PARTY_BONUS_TANKER	Max. PV: +%d	SA
PARTY_BREAK_UP	Sparge grupa
PARTY_DO_YOU_ACCEPT	 doreºte sã se alãture Grupului.
PARTY_DO_YOU_JOIN	, accepþi invitaþia de a intra în grup?
PARTY_EXP_DISTRIBUTION_MODE	Distribuire EXP
PARTY_EXP_DISTRIBUTION_MODE_LEVEL	Adept level
PARTY_EXP_DISTRIBUTION_MODE_LEVEL_TOOLTIP	Nivel mai înalt primeºte mai mult EXP.
PARTY_EXP_DISTRIBUTION_MODE_PARITY	Egal
PARTY_EXP_DISTRIBUTION_MODE_PARITY_TOOLTIP	Toþi membrii grupei primesc la fel de mult EXP.
PARTY_HEAL_ALL_MEMBER	Reface totul
PARTY_INCREASE_AREA_150	Autonomia grupei mãritã de 1,5 ori.	SNA
PARTY_INCREASE_AREA_200	Autonomia grupei mãritã de 2 ori.	SNA
PARTY_LEAVE	Pãrãseºte grupul
PARTY_LONGTIME_BONUS_EXP	EXP-bonus pentru joc de grupã lung: +%d%%	SA
PARTY_MATCH_CANCEL	Cãutarea grupului pentru %s a fost anulatã.
PARTY_MATCH_FAIL_FULL_MEMBER	Grupul tãu nu mai poate accepta membri.
PARTY_MATCH_FAIL_IMPOSSIBLE_MAP	Nu te poþi înregistra pentru aceastã temniþã.
PARTY_MATCH_FAIL_LEVEL	Nivelul tãu este prea mic.
PARTY_MATCH_FAIL_MEMBER_NOT_CONDITION	Membrul %s nu îndeplineºte cerinþele necesare.
PARTY_MATCH_FAIL_NONE_MAP_INDEX	Alege mai întâi temniþa.
PARTY_MATCH_FAIL_NOT_LEADER	Doar conducãtorul grupului poate înregistra.
PARTY_MATCH_FAIL_NO_ITEM	Nu ai suficent %s.
PARTY_MATCH_SEARCHING	Cautã
PARTY_MATCH_START	Ai înscris grupul pentru urmãtoarea temniþã: %s!
PARTY_MEMBER_OFFLINE	[Offline]
PARTY_RECALL_MEMBER	Strigã membru al grupei încoace.
PARTY_REGEN_BONUS	Bonus pentru regenerarea PV + PM: +%d%%	SA
PARTY_REQUEST_DENIED	Cererea a fost refuzata.
PARTY_RK_CATEGORY_CZ_CHICKEN	Ranguri Gardian You
PARTY_RK_CATEGORY_CZ_COW	Ranguri Gardian Chou
PARTY_RK_CATEGORY_CZ_DOG	Ranguri Gardian Xu
PARTY_RK_CATEGORY_CZ_DRAGON	Ranguri Gardian Chen
PARTY_RK_CATEGORY_CZ_HORSE	Ranguri Gardian Wu
PARTY_RK_CATEGORY_CZ_MONKEY	Ranguri Gardian Shen
PARTY_RK_CATEGORY_CZ_MOUSE	Ranguri Gardian Zi
PARTY_RK_CATEGORY_CZ_PIG	Ranguri Gardian Hai
PARTY_RK_CATEGORY_CZ_RABBIT	Ranguri Gardian Mao
PARTY_RK_CATEGORY_CZ_SHEEP	Ranguri Gardian Wei
PARTY_RK_CATEGORY_CZ_SNAKE	Ranguri Gardian Si
PARTY_RK_CATEGORY_CZ_TIGER	Ranguri Gardian Yin
PARTY_SET_ATTACKER	Stabileºte ca atacator.
PARTY_SET_BERSERKER	Stabileºte ca berserker.
PARTY_SET_BUFFER	Stabileºte ca blocant.
PARTY_SET_DEFENDER	Stabileºte ca apãrãtor.
PARTY_SET_NORMAL	Anuleazã setarea.
PARTY_SET_SKILL_MASTER	Stabileºte ca Maestru al Abilitãþii.
PARTY_SET_TANKER	Stabileºte ca luptãtor de apropiere.
PARTY_SKILL_ATTACKER	Valoare de bazã atac atacator +%.0f
PARTY_SKILL_BERSERKER	Viteza de atac berserker +%.0f
PARTY_SKILL_BUFFER	Durata Skill Blocant +%.0f
PARTY_SKILL_DEFENDER	Apãrare ca Apãrãtor +%.0f%%
PARTY_SKILL_HP_REGEN	Regenerare PV +%.0f%%
PARTY_SKILL_PARTY_AREA	Autonomia grupei +%d%%
PARTY_SKILL_SKILL_MASTER	Regenerare PV ca Maestru de Abilitãþi +%.0f%%
PARTY_SKILL_SP_REGEN	Regenerare PM +%.0f%%
PARTY_SKILL_TANKER	Max. PV luptator aproape +%.0f
PARTY_SKILL_WARP	Capacitate de a striga membri ai grupei încoace.
PASSWORD_TITLE	Parola depozit
PET_ATTR_CHANGE_DIALOG_TEXT	Doreºti sã schimbi atributele însoþitorului acum?\nObiectul 'Însoþitor Magic' va fi folosit în acest proces.\nProcesul poate eºua.
PET_ATTR_CHANGE_USE	Acþiunea nu poate avea loc în timp ce atributele însoþitorului sunt modificate.
PET_ATTR_DETERMINE_TYPE1	Însoþitor Tip 1: neîndemânatic. Nu este foarte puternic.\nVei putea sã îi îmbunãtãþeºti abilitãþile.
PET_ATTR_DETERMINE_TYPE2	Însoþitor Tip 2: indiscret. Nu este foarte puternic.\nUn însoþior loial ale cãrui abilitãþi se vor îmbunãtãþi cu timpul.
PET_ATTR_DETERMINE_TYPE3	Însoþitor Tip 3: vioi. Putere medie.\nVei putea sã îi îmbunãtãþeºti abilitãþile.
PET_ATTR_DETERMINE_TYPE4	Însoþitor Tip 4: curajos. Putere medie.\nUn însoþior loial ale cãrui abilitãþi se vor îmbunãtãþi cu timpul.
PET_ATTR_DETERMINE_TYPE5	Însoþitor Tip 5: îndrãzneþ. Puternic.\nVei putea sã îi îmbunãtãþeºti abilitãþile ºi mai mult.
PET_ATTR_DETERMINE_TYPE6	Însoþitor Tip 6: legendar. Puternic.\nUn însoþior loial ale cãrui abilitãþi se vor îmbunãtãþi mai mult cu timpul.
PET_ATTR_DETERMINE_TYPE7	Însoþitor Tip 7: mitic. Foarte puternic.\nVa ajunge în timp la potenþial maxim.
PET_ATTR_DETERMINE_TYPE8	Însoþitor Tip 8: prismatic. Extrem de puternic.\nUn însoþitor loial pe care te vei putea baza mereu.
PET_BAG_DESC	%s
PET_CANNOT_FEED_CUBEOPEN	Nu poþi hrãni însoþitorul în timp ce fereastra de rafinare este deschisã.
PET_CAN_NOT_ATTRCHANGE_BECUASE_LIFE_TIME_END	Nu poþi modifica atributele unui însoþitor mort.
PET_CAN_NOT_EGG_ITEM_USE	Nu poti deschide Incubatorul in timp ce faci negot, ai deschis depozitul sau un magazin privat.
PET_CAN_NOT_FEED_SPLIT_ITEM	Nu poti pune obiecte sparte in aceasta fereastra.
PET_CAN_NOT_FEED_TYPE	Nu poþi hrãni însoþitorul cu asta. Încearcã altceva.
PET_CAN_NOT_OPEN_EVOL_BUTTON	Insotitorul trebuie sa aiba nivelul %d pentru a-l antrena si promova la urmatorul stadiu de evolutie.
PET_CAN_NOT_OPEN_EVOL_BUTTON_EXP_LACK	Insotitorul trebuie sa aiba 100% experienta pentru a-l antrena si promova la urmatorul stadiu de evolutie.
PET_CAN_NOT_OPEN_EVOL_BUTTON_LEVEL_MAX	Insotitorul a atins deja cel mai inalt grad al evolutiei.
PET_CAN_NOT_OPEN_SHOP_BECAUSE_SUMMON	Nu poti deschide un magazin privat in timp ce ai chemat insotitorul.
PET_CAN_NOT_OPEN_SPECIAL_EVOL_BUTTON	Insotitorul trebuie sa aiba %d zile pentru a-l antrena si promova la urmatorul stadiu de evolutie.
PET_CAN_NOT_SUMMON_BECAUSE_LIFE_TIME_END	Nu poti chema insotitorul deoarece a expirat valabilitatea.
PET_CAN_NOT_USE_BAG	Nu poti folosi Cutia de Transport deoarece insotitorul tau deja a expirat.
PET_EMPTY_SKILL_SLOT_USE_ITEM	Însoþitorul nu are nicio abilitate de resetat.
PET_HATCHING_ACCEPT	Doreºti sa iti chemi insotitorul '%s'?
PET_HATCHING_MONEY	Pret: %s
PET_HATCHING_WINDOW_OPEN_CAN_NOT_USE	Nu poti avea nicio alta actiune in timp ce Incubatorul este deschis.
PET_INFORMATION_STAGE1	Tânãr
PET_INFORMATION_STAGE2	Sãlbatic
PET_INFORMATION_STAGE3	Curajos
PET_INFORMATION_STAGE4	Eroic
PET_INFO_EXP	Experienta acumulata:
PET_INFO_ITEM_EXP	EXP obiect actual
PET_INFO_NEXT_EXP	Experienta ramasa:
PET_INFO_NEXT_ITEM_EXP	EXP obiect ramas
PET_MSG_NOT_ENOUGH_MONEY	Nu ai Yang suficient.
PET_NAME_CHANGE_ACCEPT	Doreºti sã schimbi numele însoþitorului în %s?
PET_NAME_MIN	Numele introdus este prea scurt.
PET_REVIVE_FAIL_EMPTY_PET_SLOT	Nu existã niciun însoþitor de reînviat.
PET_REVIVE_FAIL_NOT_ENOUGHT_MATERIAL	Nu ai destul material.
PET_REVIVE_UI_MATERIAL_COUNT	%d/%d
PET_SKILL_DELETE_QUESTION_DLG_MSG	Abilitatile sunt acum disponibile.
PET_SKILL_DELETE_QUESTION_DLG_MSG1	Resetarea abilitãþilor însoþitorului este ireversibilã.
PET_SKILL_DELETE_QUESTION_DLG_MSG2	Doreºti sã continui?
PET_SKILL_LEARN_FAIL_CONDITIONS	Însoþitorul nu este suficient de mare sau nu are nivelul necesar. Doar însoþitorii eroici pot învãþa abilitãþi.
PET_SKILL_LEARN_QUESTION_DLG_MSG	Doreºti sa incepi antrenamentul pentru '%s'?
PET_SKILL_TOOLTIP_DURATION	Durata: %d secunde
PET_SKILL_TOOLTIP_FEATHER	Însoþitorul are %d%% ºansa sã activeze Mers de Fulg pentru %.1f secunde.\nAtac %d - %d	SAA
PET_SKILL_TOOLTIP_HEAL	Cand PV scade sub 20%%, ai \n a %d%% sansa sa cresti PV cu %d.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	Caracterul tau are %d%% sansa sa devina invincibil \n atunci cand PV scade sub 10%%. \n Durata efect: %.1f secunde.	SAA
PET_SKILL_TOOLTIP_REMOVAL	Exista o sansa de %d%% pentru a inlatura imediat \n toate efectele precum incetinirea, otravirea sau sangerarea daca \n a fost afectat caracterul.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Treci antrenamentul la urmatorul nivel?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Pret: %s
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Apãrare
PET_TOOLTIP_HP	PV
PET_TOOLTIP_LEVEL	Nivel
PET_TOOLTIP_LIFETIME_OVER	Expirat
PET_TOOLTIP_SKILL_BONUS_VALUE	in antrenament
PET_TOOLTIP_SKILL_CUR_LEVEL	Nivel: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Urmatorul nivel: %d (max. %d)
PET_TOOLTIP_SP	PM
PET_TOOLTIP_TRADABLE	Negociabil
PET_TOOLTUP_SKILL	%s (Stagiu %d)
PICK_ITEM_TITLE	Numãrul obiectului.
PICK_MONEY_TITLE	Suma
PRIVATESHOPSEARCH_ABLITY_POTION	Rouã
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Pânzã Finã
PRIVATESHOPSEARCH_ARMOR	Echipament
PRIVATESHOPSEARCH_ARROW	Sãgeþi
PRIVATESHOPSEARCH_BELL	Clopote
PRIVATESHOPSEARCH_BELT	Curele
PRIVATESHOPSEARCH_BLEND	Licori
PRIVATESHOPSEARCH_BLOOD_PEARL	Perlã Viºinie
PRIVATESHOPSEARCH_BLUE_PEARL	Perlã Albastrã
PRIVATESHOPSEARCH_BODY	Armurã
PRIVATESHOPSEARCH_BOW	Arcuri
PRIVATESHOPSEARCH_BUYTIME	Vrei sã cumperi obiectul selectat?
PRIVATESHOPSEARCH_CLAW	Gheare
PRIVATESHOPSEARCH_CLEAR_POTION	Elixire
PRIVATESHOPSEARCH_COSTUME	Costume
PRIVATESHOPSEARCH_COSTUMEBODY	Costum
PRIVATESHOPSEARCH_COSTUMEHAIR	Coafurã
PRIVATESHOPSEARCH_COSTUME_ACCE	Eºarfe
PRIVATESHOPSEARCH_COSTUME_MOUNT	Mounþi
PRIVATESHOPSEARCH_CRYSTAL	Cristal
PRIVATESHOPSEARCH_DAGGER	Pumnale
PRIVATESHOPSEARCH_DEAD	Mort
PRIVATESHOPSEARCH_DETACHMENT	Cartea Pietrelor
PRIVATESHOPSEARCH_DIAMOND	Diamant
PRIVATESHOPSEARCH_DS	Alchimie Piatrã Dragon
PRIVATESHOPSEARCH_DS_BLACK	Onyx
PRIVATESHOPSEARCH_DS_BLUE	Safir
PRIVATESHOPSEARCH_DS_GREEN	Jad
PRIVATESHOPSEARCH_DS_RED	Rubin
PRIVATESHOPSEARCH_DS_WHITE	Diamant
PRIVATESHOPSEARCH_DS_YELLOW	Granat
PRIVATESHOPSEARCH_EAR	Cercei
PRIVATESHOPSEARCH_FAN	Evantaie
PRIVATESHOPSEARCH_FISH	Peºte
PRIVATESHOPSEARCH_FOOTS	Pantofi
PRIVATESHOPSEARCH_GEM	Pietre preþioase
PRIVATESHOPSEARCH_GIFTBOX	Cutii cu Cadouri
PRIVATESHOPSEARCH_HEAD	Coifuri
PRIVATESHOPSEARCH_LIVE	Viu
PRIVATESHOPSEARCH_MATERIAL	Materiale
PRIVATESHOPSEARCH_METIN	Pietrele Spiritului
PRIVATESHOPSEARCH_NECK	Coliere
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Nu poþi achiziþiona niciun obiect fãrã mãnunchiul corect.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Nu poþi cãuta niciun obiect fãrã mãnunchiul corect.
PRIVATESHOPSEARCH_NODELAY_POTION	Obiecte cu PV
PRIVATESHOPSEARCH_ORE	Minereu
PRIVATESHOPSEARCH_PET	Sistem Însoþitori
PRIVATESHOPSEARCH_PETAGG	Ouã Însoþitori
PRIVATESHOPSEARCH_PETSKILLBOOK	Cãrþi de Abilitãþi pentru Însoþitor
PRIVATESHOPSEARCH_PICK	Târnãcoape
PRIVATESHOPSEARCH_POTION	Licori
PRIVATESHOPSEARCH_QUEST	Misiune
PRIVATESHOPSEARCH_QUIVER	Tolbe
PRIVATESHOPSEARCH_RESOURCE	Îmbunãtãþirea Obiectului
PRIVATESHOPSEARCH_ROD	Undiþe
PRIVATESHOPSEARCH_SELECTITEM	Obiecte selectate
PRIVATESHOPSEARCH_SHIELD	Scuturi
PRIVATESHOPSEARCH_SKILLBOOK	Carti de Abilitãþi
PRIVATESHOPSEARCH_SKILLFORGET	Cartea Uitãrii
PRIVATESHOPSEARCH_SPECIAL	Diverse
PRIVATESHOPSEARCH_STONE	Fragmente de Energie
PRIVATESHOPSEARCH_SWORD	Sãbii O Mânã
PRIVATESHOPSEARCH_TREASUREBOX	Cufere
PRIVATESHOPSEARCH_TUNING	Pergamente
PRIVATESHOPSEARCH_TWOSWORD	Sãbii Douã Mâini
PRIVATESHOPSEARCH_UNIQUE	Unic
PRIVATESHOPSEARCH_USEITEM	Consumabile
PRIVATESHOPSEARCH_USESPECIAL	Diverse
PRIVATESHOPSEARCH_WEAPON	Arme
PRIVATESHOPSEARCH_WHITE_PEARL	Perlã Albã
PRIVATESHOPSEARCH_WRIST	Brãþãri
PRIVATE_SHOP_CANNOT_SELL_ITEM	Nu poþi vinde acest obiect în magazin.
PRIVATE_SHOP_CLOSE_QUESTION	Vrei sã închizi magazinul?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Numele magazinului
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Preþ
PVP_LEVEL0	Cavaler
PVP_LEVEL1	Nobil
PVP_LEVEL2	Bun
PVP_LEVEL3	Prietenos
PVP_LEVEL4	Neutru
PVP_LEVEL5	Agresiv
PVP_LEVEL6	Dezonorat
PVP_LEVEL7	Rautacios
PVP_LEVEL8	Crud
PVP_MODE_GUILD	Mod PvP-breaslã activat
PVP_MODE_KILL	PvP - liber activat.
PVP_MODE_NORMAL	PvP - pace activat.
PVP_MODE_PROTECT	PvP - protecþie activat.
PVP_MODE_REVENGE	PvP - agresiv activat.
PVP_OPTION_KILL	Liber
PVP_OPTION_NORMAL	Pace
PVP_OPTION_PROTECT	Protecþie
PVP_OPTION_REVENGE	Agresiv
PVP_TOURNAMENT_DO_NOT_AUTO	Nu poþi folosi 'atac automat' în timpul turneului PvP.
QUEST_APPEND	Misiune noua înregistrata.
QUEST_HOUR	Ore
QUEST_MIN	Min.
QUEST_SEC	Sec.
QUEST_TIMEOVER	Timpul a expirat
QUEST_UNLIMITED_TIME	Nicio limitã de timp	
QUEST_ZEROSEC	0 sec.
QUICKSLOT_REGISTER_DISABLE_ITEM	Acest obiect nu poate fi adãugat la câmpul de acces rapid.
RANKING	Rang
RANKING_BOARD_MEMBER	Membru
RECEIVE_MESSAGE	%s þi-a trimis un mesaj.
REFINE_COST	Costuri de îmbunãtãþire: %d Yang
REFINE_DESTROY_WARNING	Obiectul poate fi distrus prin înnobilare.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Eºti sigur cã doreºti sã îmbunãtãþeºti acest obiect?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Dar dacã nu îþi reuºeºte, obiectul va fi distrus. Doreºti sã continui?
REFINE_DOWN_GRADE_WARNING	Obiectul poate fi distrus prin înnobilare.
REFINE_DO_YOU_SEPARATE_METIN	Doreºti sã înlãturi toate Pietrele Spiritului disponibile?
REFINE_ELEMENT_CHANGE_TEXT	%s are acum elementul %s!
REFINE_ELEMENT_DOWNGRADE_TEXT	Magia elementarã a fost scãzutã.
REFINE_ELEMENT_EXIST	Obiectul are deja alt element.
REFINE_ELEMENT_GRADE_MAX	Nivelul maxim de magie elementarã a fost atins.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	Magia elementarã este disponibilã doar pentru armele +7 sau mai mari.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	Nu ai suficient Yang.
REFINE_ELEMENT_NOT_EXSIT	Nu poate fi folosit cu acest obiect.
REFINE_ELEMENT_TEXT_DARK	Întuneric +%d
REFINE_ELEMENT_TEXT_EARTH	Pãmânt +%d
REFINE_ELEMENT_TEXT_ELECT	Fulger +%d
REFINE_ELEMENT_TEXT_FIRE	Foc +%d
REFINE_ELEMENT_TEXT_ICE	Gheaþã +%d
REFINE_ELEMENT_TEXT_WIND	Vânt +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	Magia elementarã a eºuat.
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	Magia elementarã a avut succes!
REFINE_FAILURE	Oh nu, nu a mers! Ai eºuat.
REFINE_FAILURE_DEL_ITEM	Rafinarea a eºuat. Obiectul a fost distrus.
REFINE_FAILURE_EQUIP_ITEM	Nu poþi îmbunãtãþi Obiectele echipate.
REFINE_FAILURE_GRADE_DOWN	Rafinarea a eºuat. Gradul obiectului a fost redus.
REFINE_FAILURE_KEEP_GRADE	Rafinarea a eºuat. \nDin fericire, obiectul a rãmas în stare bunã.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	Nu poate fi indepartata nicio piatrã a spiritului.
REFINE_FAILURE_NEED_BETTER_SCROLL	Ai nevoie de un pergament de îmbunãtãþire mai bun.
REFINE_FAILURE_NO_GOLD_SOCKET	Nu existã suport de aur pentru a adãuga %s.
REFINE_FAILURE_NO_MORE_SOCKET	Nu poþi sã mai adaugi suporturi.
REFINE_FAILURE_NO_SOCKET0	Nu existã suport pentru a adãuga %s.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	Acestui obiect nu îi poate fi adãugat un suport.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Acest obiect nu poate fi îmbunãtãþit.
REFINE_SUCCESS	Îmbunãtãþirea obiectului a reuºit.
REFINE_SUCCESS_PROBALITY	ªansã de îmbunãtãþire: %d%%
REFINE_WARNING2	Vrei sã continui?
RESTART_POPUP_GIVEUP_MIST_ISLAND	Ai fost ucis în Bãtãlia celor Cinci Altare.\nAcum te vei întoarce în sat.
REVIVE_QUESTION	Vrei sã reînvii pe %s? Numãr de Prisme Reînviere: %d
REVIVE_SELF_QUESTION	Vrei sã te reînvii? Numãr de Prisme Reînviere: %d
ROULETTE_REWARD_TEXT	Colecteazã Obiect
SAFEBOX_ERROR	Ai introdus o parolã greºitã.
SAFEBOX_NEED_CHANGE_PASSWORD	Parola ta a expirat.\nAlege una nouã.
SAFEBOX_SELL_DISABLE_SAFEITEM	Nu poþi vinde nici unul din obiectele salvate.
SAFEBOX_UNAVILABLE_PASSWORD_01	Nu poti folosi aceastã parolã.
SAFEBOX_UNAVILABLE_PASSWORD_02	Parola ta ar trebui sã conþinã cel puþin %d caractere.
SAFEBOX_UNAVILABLE_PASSWORD_03	Ai introdus parola curentã. Alege una nouã.
SAFEBOX_UNAVILABLE_PASSWORD_04	Parola ta nu poate conþine %d numere identice sau consecutive.
SAFEBOX_UNAVILABLE_PASSWORD_05	Caracterele speciale nu sunt permise. Caractere permise: a-z, A-Z, 0-9
SAFEBOX_WRONG_PASSWORD	Parolele trebuie sã fie identice.
SCREENSHOT_SAVE1	e salvat în
SCREENSHOT_SAVE2	Directorul screenshot
SCREENSHOT_SAVE_FAILURE	Salvarea screenshotului eºuatã.
SECOND	Sec
SECOND_CONFIRM_PET_FEED_QUESTION_1	Obiectul tãu are %d sau mai multe bonusuri.
SECOND_CONFIRM_PET_FEED_QUESTION_2	Eºti sigur cã doreºti sã hrãneºti însoþitorul?
SECOND_CONFIRM_SELL_ITEM_QUESTION_1	Obiectul tãu are %d sau mai multe bonusuri.
SECOND_CONFIRM_SELL_ITEM_QUESTION_2	Eºti sigur cã doreºti sã-l vinzi?
SELECT_ATTR_NOTICE	Nu poþi deschide un magazin privat în timp ce foloseºti Vrãjeºte Obiectul+.
SELECT_ATTR_NOT_OPEN	Nu poþi folosi Vrãjeºte Obiectul+ dacã ai deschis un magazin privat.
SELECT_ATTR_NOT_SELECT	Decide daca Doreºti sa pastrezi sau sa schimbi bonusurile.
SELECT_CAN_NOT_DELETE	Nu poþi ºterge caracterul.
SELECT_CAN_NOT_DELETE_ATTR67	Nu poþi ºterge caracterul\nîn timp ce se adaugã un bonus.
SELECT_CAN_NOT_DELETE_GUILD_MEMBER	Nu poþi ºterge caracterul dacã este membru al unei bresle.
SELECT_CAN_NOT_DELETE_HAVE_SEALED_ITEM	Nu poþi ºterge caracterul deoarece ai obiecte personalizate.
SELECT_CAN_NOT_DELETE_LAST_CHAR_SAFEBOX	Nu poþi ºterge caracterul unic deoarece încã existã obiecte în inventar.
SELECT_CAN_NOT_DELETE_LIMITE_LEVEL	Poþi ºterge caracterul pânã la nivel 69.
SELECT_CAN_NOT_DELETE_MARRIAGE	Nu poþi ºterge caracterele cãsãtorite.
