NPC_SEARCH	Szukaj NPC
TOOLTIP_POTION_PLUS_DEX_POINT	ZRÊ: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	PD: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	ODPORNOŒÆ NA OBRA¯ENIA: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	P¯ +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	P¯ +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Szybkoœæ Ruchu +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	ODPORNOŒÆ NA MROK: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	ODPORNOŒÆ NA ZIEMIÊ: +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	ODPORNOŒÆ NA LÓD: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	ODPORNOŒÆ NA MAGIÊ: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	PE +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	PE +%d
TOOLTIP_POTION_PLUS_STR_POINT	SI£A: +%d
TOOLTIP_POTION_SEC	Sek.
TOOLTIP_POTION_TIME	Czas trwania:
TOOLTIP_PVP_TOURNAMENT_ENTER	Uczestnictwo w turnieju PvP
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	Turniej PvP PD +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	Musisz osi¹gn¹æ Poziom 21.
TOOLTIP_REQUIREMENT_41_LEVEL	Musisz osi¹gn¹æ Poziom 41.
TOOLTIP_REQUIREMENT_LEVEL	Musisz osi¹gn¹æ Poziom %d.
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s Poziom %d wymagany.
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d wymagany
TOOLTIP_RESIST_BOW	Odpornoœæ na Strza³y +%d%%	SA
TOOLTIP_RESIST_DARK	Odpornoœæ na mrok +%d%%	SA
TOOLTIP_RESIST_EARTH	Odpornoœæ na ziemiê +%d%%	SA
TOOLTIP_RESIST_ELEC	Odpornoœæ na B³yskawice: +%d%%	SA
TOOLTIP_RESIST_FIRE	Odpornoœæ na Ogieñ: +%d%%	SA
TOOLTIP_RESIST_ICE	Odpornoœæ na lód +%d%%	SA
TOOLTIP_RESIST_MAGIC	Odpornoœæ na Magiê: +%d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Antymagia o +%d%%	SA
TOOLTIP_REST_USABLE_COUNT	Pozosta³o: %d
TOOLTIP_SEALED	Przywi¹zanie do duszy
TOOLTIP_SEASON_PVE_BUFF	Zwiêksza o 40% obra¿enia PvE przez 10 min.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Zwiêksza o 20% punkty rangi przez 10 min.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2. dodany bonus +%d%%	SA
TOOLTIP_SELLPRICE	Cena: %s
TOOLTIP_SET_ITEM	Bonus zestawu	SNA
TOOLTIP_SHAMAN	Szaman
TOOLTIP_SHIELD	Tarcza
TOOLTIP_SHOES	Buty
TOOLTIP_SKILL	Umiejêtnoœci	SNA
TOOLTIP_SKILLBOOK_NAME	Ksiêga Umiejêtnoœci
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Wartoœæ Ataku: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Wartoœæ Ataku:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Szybkoœæ Ataku: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Obrona:
TOOLTIP_SKILL_AFFECT_DODGE	Wartoœæ Ataku przeciwnika: -
TOOLTIP_SKILL_AFFECT_HEAL	Regeneracja P¯:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Szybkoœæ Ruchu: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Szansa na odbicie ataku:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Odpornoœæ na Obra¿enia:
TOOLTIP_SKILL_COOL_TIME	Odnowa: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	Obra¿enia od zasadzki +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Obra¿enia od lataj¹cego talizmanu +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Obra¿enie Umiejêtnoœci: %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	Obra¿enia od umiejêtnoœci przeciwko bossom +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Obra¿enia od przywo³ania b³yskawicy +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Obra¿enia od burzowego szponu +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Obra¿enia od wiruj¹cego sztyletu +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Obra¿enia od rozdarcia +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Obra¿enia od uderzenia miecza +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Obra¿enia od duchowego uderzenia +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Obra¿enia od zatrutej strza³y +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Obra¿enia od wilczego skoku +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Obra¿enia od szybkiego ataku +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Obra¿enia od walniêcia +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Obra¿enia od ognistej strza³y +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Obra¿enia od ognistego uderzenia +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Obra¿enia od deszczu strza³ +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Obra¿enia od mrocznej sfery +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Obra¿enia od mrocznego uderzenia +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Obra¿enia od b³yskawicznego rzutu +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Obra¿enia od rozproszenia magii +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Obra¿enia od smoczego skowytu +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Obra¿enia od wiru miecza +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Obra¿enia od szponu wilka +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Obra¿enia od wilczego tchu +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Obra¿enia od trzystronnego ciêcia +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Obra¿enia od truj¹cej chmury +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Obra¿enia od uderzenia palcem +%d%%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Obra¿enia od szar¿y +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Obra¿enia od powtarzalnego strza³u +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Obra¿enia od strzelaj¹cego smoka +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Obra¿enia od smoczego wiru +%d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Odpornoœæ na Obra¿enia Umiejêtnoœci %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	Obra¿enia od umiejêtnoœci bossów -%d%%	SA
TOOLTIP_SKILL_DURATION	Czas trwania: %d sek.
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Czas trwania krycia siê +%d sek.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	Czas trwania aury miecza +%d sek.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Czas trwania bezszelestnego chodu +%d sek.	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Czas trwania duszy purpurowego wilka +%d sek.	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	Ksiêga Zapomnienia
TOOLTIP_SKILL_LEVEL	Aktualny Poziom: %d
TOOLTIP_SKILL_LEVEL_MASTER	Aktualny Poziom: %d (Mistrz)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Aktualny Poziom: %d (Max %d)
TOOLTIP_SOCKET_EMPTY	Pusty
TOOLTIP_SOCKET_REFINABLE_ITEM	[Przedmiot ze slotem]
TOOLTIP_SP_REGEN	Regeneracja PE: +%d%%	SA
TOOLTIP_STR	Si³a: +%d	SA
TOOLTIP_SURA	Sura
TOOLTIP_THIRD_ATTRIBUTE_BONUS	3. dodany bonus +%d%%	SA
TOOLTIP_TIME_CHARGER_FIX	£adowanie czasu %d sek.	SA
TOOLTIP_TIME_CHARGER_PER	£adowanie czasu %d%%	SA
TOOLTIP_UNIQUE	Unikat
TOOLTIP_UNSEAL_LEFT_TIME	Oderwanie od duszy za: %dH %dM
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	Absorbuje %d%% P¯ przy u¿yciu zasadzki	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	Czas regeneracji lataj¹cego talizmanu: -%d sek. z 10%% szans	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	Czas regeneracji lataj¹cego talizmanu: -%d sek. z 20%% szans	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	Absorbujesz do %d%% P¯ przy u¿yciu przywo³ania b³yskawicy.	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	Absorbuje %d%% P¯ przy u¿yciu burzowego szponu	SA
TOOLTIP_USE_SKILL_CHARYUN_STUN	Wiruj¹cy sztylet ma %d%% szans na og³uszenie przeciwnika	SA
TOOLTIP_USE_SKILL_CHAYEOL_CRITICAL_PCT	Na %d sek. zwiêksza szansê na atak krytyczny przy u¿yciu rozdarcia	SA
TOOLTIP_USE_SKILL_CHAYEOL_HP_ABSORB	Absorbuje %d%% P¯ przy u¿yciu rozdarcia	SA
TOOLTIP_USE_SKILL_CHEONGRANG_CASTING_SPEED	Na %d sek. zwiêksza szybkoœæ zaklêcia przy u¿yciu duszy wilka Indygo	SA
TOOLTIP_USE_SKILL_CHEONGRANG_MOV_SPEED	Na %d sek. zwiêksza szybkoœæ ruchu przy u¿yciu duszy wilka Indygo	SA
TOOLTIP_USE_SKILL_CHUNKEON_CASTING_SPEED	Na %d sek. zwiêksza szybkoœæ zaklêcia przy u¿yciu silnego cia³a	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_10PER	Czas regeneracji uderzenia miecza: -%d sek. z 10%% szans	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_20PER	Czas regeneracji uderzenia miecza: -%d sek. z 20%% szans	SA
TOOLTIP_USE_SKILL_GICHEON_ATT_GRADE_BONUS	Na %d sek. zwiêksza bonus do ataku przy u¿yciu pomocy smoka	SA
TOOLTIP_USE_SKILL_GIGONGCHAM_STUN	Duchowe uderzenie ma %d%% szans na og³uszenie przeciwnika	SA
TOOLTIP_USE_SKILL_GIGUNG_ATT_GRADE_BONUS	Na %d sek. otrzymujesz bonus do ataku przy u¿yciu zatrutej strza³y	SA
TOOLTIP_USE_SKILL_GIHYEOL_ATT_GRADE_BONUS	Na %d sek. otrzymujesz bonus do ataku przy u¿yciu woli ¿ycia	SA
TOOLTIP_USE_SKILL_GONGDAB_KNOCKBACK	Wilczy skok ma %d%% szans na oddanie przeciwnikowi	SA
TOOLTIP_USE_SKILL_GONGDAB_STUN	Wilczy skok ma %d%% szans na og³uszenie przeciwnika	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_10PER	Czas regeneracji szybkiego ataku: -%d sek. z 10%% szans	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_20PER	Czas regeneracji szybkiego ataku: -%d sek. z 20%% szans	SA
TOOLTIP_USE_SKILL_GWIGEOM_DEF_BONUS	Na %d sek. otrzymujesz bonus do obrony przy u¿yciu czarowanego ostrza	SA
TOOLTIP_USE_SKILL_GYOKSAN_KNOCKBACK	Walniêcie ma %d%% szans na oddanie przeciwnikowi	SA
TOOLTIP_USE_SKILL_HOSIN_DEF_BONUS	Na %d sek. otrzymujesz bonus do obrony przy u¿yciu b³ogos³awieñstwa	SA
TOOLTIP_USE_SKILL_HWAYEOMPOK_KNOCKBACK	Ogniste uderzenie ma %d%% szans na oddanie przeciwnikowi	SA
TOOLTIP_USE_SKILL_JEOKRANG_DEF_BONUS	Na %d sek. otrzymujesz bonus do obrony przy u¿yciu duszy purpurowego wilka	SA
TOOLTIP_USE_SKILL_JEONGEOP_ATT_GRADE_BONUS	Na %d sek. otrzymujesz bonus do ataku przy u¿yciu leczenia	SA
TOOLTIP_USE_SKILL_JEUNGRYEOK_DEF_BONUS	Na %d sek. otrzymujesz bonus do obrony przy u¿yciu ataku+	SA
TOOLTIP_USE_SKILL_KWANKYEOK_KNOCKBACK	Deszcz strza³ ma %d%% szans na oddanie przeciwnikowi	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_10PER	Czas regeneracji deszczu strza³: -%d sek. z 10%% szans	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_20PER	Czas regeneracji deszczu strza³: -%d sek. z 20%% szans	SA
TOOLTIP_USE_SKILL_MAHWAN_STUN	Mroczna sfera ma %d%% szans na og³uszenie przeciwnika	SA
TOOLTIP_USE_SKILL_MANASHILED_CASTING_SPEED	Na %d sek. zwiêksza szybkoœæ zaklêcia przy u¿yciu mrocznej ochrony	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_10PER	Czas regeneracji mrocznego uderzenia: -%d sek. z 10%% szans	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_20PER	Czas regeneracji mrocznego uderzenia: -%d sek. z 20%% szans	SA
TOOLTIP_USE_SKILL_MUYEONG_ATT_GRADE_BONUS	Na %d sek. otrzymujesz bonus do ataku przy u¿yciu ognistego ducha	SA
TOOLTIP_USE_SKILL_NOEGEOM_ATT_GRADE_BONUS	Na %d sek. otrzymujesz bonus do ataku przy u¿yciu krêgu mieczy	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_10PER	Czas regeneracji b³yskawicznego rzutu: -%d sek. z 10%% szans	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_20PER	Czas regeneracji b³yskawicznego rzutu: -%d sek. z 20%% szans	SA
TOOLTIP_USE_SKILL_PABEOB_STUN	Rozproszenie magii ma %d%% szans na og³uszenie przeciwnika	SA
TOOLTIP_USE_SKILL_PAERYONG_HP_ABSORB	Absorbuje %d%% P¯ przy u¿yciu smoczego skowytu	SA
TOOLTIP_USE_SKILL_PALBANG_HP_ABSORB	Absorbuje %d%% P¯ przy u¿yciu wiru miecza	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_10PER	Czas regeneracji szponu wilka: -%d sek. z 10%% szans	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_20PER	Czas regeneracji szponu wilka: -%d sek. z 20%% szans	SA
TOOLTIP_USE_SKILL_PASWAE_SP_ABSORB	Absorbuje %d%% PE przy u¿yciu szponu wilka	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_10PER	Czas regeneracji wilczego tchu: -%d sek. z 10%% szans	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_20PER	Czas regeneracji wilczego tchu: -%d sek. z 20%% szans	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_10PER	Czas regeneracji trzystronnego ciêcia: -%d sek. z 10%% szans	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_20PER	Czas regeneracji trzystronnego ciêcia: -%d sek. z 20%% szans	SA
TOOLTIP_USE_SKILL_SAMYEON_STUN	Trzystronne ciêcie ma %d%% szans na og³uszenie przeciwnika	SA
TOOLTIP_USE_SKILL_SANGONG_ATT_GRADE_BONUS	Na %d sek. otrzymujesz bonus do ataku przy u¿yciu truj¹cej chmury	SA
TOOLTIP_USE_SKILL_SEOMJEON_KNOCKBACK	Wolno dzia³aj¹ca trucizna ma %d%% szans na oddanie przeciwnikowi	SA
TOOLTIP_USE_SKILL_SWAERYUNG_KNOCKBACK	Uderzenie palcem ma %d%% szans na oddanie przeciwnikowi	SA
TOOLTIP_USE_SKILL_TERROR_ATT_GRADE_BONUS	Na %d sek. otrzymujesz bonus do ataku przy u¿yciu strachu	SA
TOOLTIP_USE_SKILL_TUSOK_HP_ABSORB	Absorbuje %d%% P¯ przy u¿yciu duchowego ciosu	SA
TOOLTIP_USE_SKILL_YEONSA_HP_ABSORB	Absorbuje %d%% P¯ przy u¿yciu powtarzalnego strza³u	SA
TOOLTIP_USE_SKILL_YONGBI_HP_ABSORB	Absorbuje %d%% P¯ przy u¿yciu strzelaj¹cego smoka	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_10PER	Czas regeneracji smoczego wiru: -%d sek. z 10%% szans	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_20PER	Czas regeneracji smoczego wiru: -%d sek. z 20%% szans	SA
TOOLTIP_WARRIOR	Wojownik
TOOLTIP_WEAPON	Broñ
TOOLTIP_WOLFMAN	Likan
TOOLTIP_WRISTLET	Bransoleta
UI_ACCEPT	Akceptuj
UI_BOLD_FONT	Tahoma:12b
UI_CANCEL	Anuluj
UI_CLOSE	Zamknij
UI_DEF_FONT	Tahoma:12
UI_DEF_FONT_LARGE	Tahoma:14
UI_DEF_FONT_SMALL	Tahoma:9
UI_DENY	Odrzuæ
UI_ITEM	Przedmiot
UI_LEFT_TIME	Pozosta³y Czas: %d Sek.
UI_NEXT	Kontynuuj
UI_NEXTPAGE	Dalej
UI_NOCONTENTS	Brak Zawartoœci
UI_NONAME	Brak Nazwy
UI_OK	OK
UI_POS_UNKNOWN	Nieznane Po³o¿enie
UI_PREVPAGE	Wróæ
UI_UNKNOWN	Nieznany
UNLIMIT_ENTER_CZ_QUESTION	Mo¿esz wejœæ do Œwi¹tyni Zodiaku na %d min. Chcesz u¿yæ tego przedmiotu?
UPDATE_TIME	Data
UPLOAD_MARK_CHECK_NEED_RECONNECT	Wgrywanie musi zostaæ ponownie rozpoczête.
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	Wgrywanie musi zostaæ ponownie rozpoczête.
USE_ITEM_BUTTON_01	Anuluj
USE_ITEM_BUTTON_02	WejdŸ
USE_ITEM_FAILURE_PRIVATE_SHOP	Nie mo¿esz u¿ywaæ przedmiotów, jeœli otworzy³eœ prywatny sklep.
USE_ITEM_POPUP_01	Zakoñczy³a siê Bitwa Piêciu Relikwiarzy. \n Nastêpna bitwa:
USE_ITEM_QUESTION_01	Czy chcesz wzi¹æ udzia³ w Bitwê Piêciu Relikwiarzy?
USE_ITEM_QUESTION_02	Czy chcesz wróciæ do miejsca, gdzie zosta³eœ zabity?\n Koszt to %s Yang.
USE_ITEM_QUESTION_03	Zostaniesz teleportowany do losowej lokalizacji. Chcesz wejœæ?
USE_SKILL_ERROR_UNKNOWN	Nieznany B³¹d Umiejêtnoœci: %s
NEW_DETAILS_1	Odpornosc na pól ludzi
NEW_DETAILS_1_TOOLTIP	Odpornosc na pól ludzi: Zmniejsza obrazenia zadawane przez pól ludzi.
NEW_DETAILS_2	Obrona talizmanu
NEW_DETAILS_2_TOOLTIP	Obrona talizmanu: Zmniejsza bonusy talizmanu.
NEW_DETAILS_5	Silny przeciwko zodiakom
NEW_DETAILS_5_TOOLTIP	Silny przeciwko zodiakom: Zwieksza obrazenia zadawane potworom zodiaku.
NEW_DETAILS_6	Silny przeciwko metinom
NEW_DETAILS_6_TOOLTIP	Silny przeciwko metinom: Zwieksza obrazenia zadawane metinom.
NEW_DETAILS_7	Silny przeciwko wladcom
NEW_DETAILS_7_TOOLTIP	Silny przeciwko wladcom: Zwieksza obrazenia zadawabe wladcom.
NEW_DETAILS_8	Odpornosc na potwory
NEW_DETAILS_8_TOOLTIP	Odpornosc na potwory: Zmniejsza obrazenia zadawane przez potwory.
NEW_DETAILS_9	Szansa na krytyczne uderzenie (PVM)
NEW_DETAILS_10	Odpornosc na miecze
NEW_DETAILS_10_TOOLTIP	Odpornosc na miecze: Zmniejsza obrazenia otrzymywane przez miecze.
NEW_DETAILS_11	Odpornosc na bron dwureczna
NEW_DETAILS_11_TOOLTIP	Odpornosc na bron dwureczna: Zmniejsza obrazenia otrzymywane przez bron dwureczna.
NEW_DETAILS_12	Odpornosc na sztylety
NEW_DETAILS_12_TOOLTIP	Odpornosc na sztylety: Zmniejsza obrazenia otrzymywane przez sztylety.
NEW_DETAILS_13	Odpornosc na strzaly
NEW_DETAILS_13_TOOLTIP	Odpornosc na strzaly: Zmniejsza obrazenia otrzymywane przez strzaly.
NEW_DETAILS_14	Odpornosc na wachlarze
NEW_DETAILS_14_TOOLTIP	Odpornosc na wachlarze: Zmniejsza obrazenia otrzymywane przez wachlarze.
NEW_DETAILS_15	Odpornosc na dzwony
NEW_DETAILS_15_TOOLTIP	Odpornosc na dzwony: Zmniejsza obrazenia otrzymywane przez dzwony.
NEW_DETAILS_16	Silny przeciwko runicznym potworom
NEW_DETAILS_16_TOOLTIP	Silny przeciwko runicznym potworom: Zwieksza obrazenia zadawane runicznym potworom.
NEW_DETAILS_17	Wartosc ataku
NEW_DETAILS_17_TOOLTIP	Wartosc ataku
PET_MISSING1_1	Mlody
PET_MISSING1_2	Dziki
PET_MISSING1_3	Odwazny
PET_MISSING1_4	Heroiczny
COOLDOWN_IN_PROGRESS	Musisz poczekac!
PERMANENT_EFFECT	Staly
TARGET_INFO_RACE_RUNE	Runa
CUBE_LOSE_BONUSES_ALERT	Kontynuujac stracisz bonus w przedmiocie, jestes pewny?
ACCE_FAILURE_CLEAN	Zadne bonusy nie moga byc usuniete.
ACCE_DO_YOU_CLEAN	Czy chcesz usunac wszystkie mozliwe bonusy?
ACCE_REFINE_COST	Cena absorpcji: %s
ACCE_ABSORB_CHANCE	Szansa na absorpcje: %d%%
ACCE_ABSORB_CHANCE2	Szansa absorpcji: %d%% ~ %d%%
MAP_SAVEPOINT_NAME_0	Nieznany
MAP_SAVEPOINT_NAME_214	Wioski
MAP_SAVEPOINT_NAME_70	Dolina trolli
MAP_SAVEPOINT_NAME_69	Pola Serpi
MAP_SAVEPOINT_NAME_72	Grota wygnanców av1
MAP_SAVEPOINT_NAME_73	Grota wygnanców av2
MAP_SAVEPOINT_NAME_67	Lungsam
MAP_SAVEPOINT_NAME_68	Czerwony las
MAP_SAVEPOINT_NAME_64	Dolina Seungryong
MAP_SAVEPOINT_NAME_65	Swiatynia Hwang
MAP_SAVEPOINT_NAME_62	Doyyumhwaji
MAP_SAVEPOINT_NAME_104	Podziemie 1
MAP_SAVEPOINT_NAME_71	Podziemie 2
MAP_SAVEPOINT_NAME_217	Podziemie 3
MAP_SAVEPOINT_NAME_219	Normalna poczekalnia
MAP_SAVEPOINT_NAME_215	Specjalna poczekalnia
MAP_SAVEPOINT_NAME_61	Góra sohan
MAP_SAVEPOINT_NAME_63	Pustynia Yongbi
MAP_SAVEPOINT_NAME_303	Nefrytowa Zatoka
MAP_SAVEPOINT_NAME_304	Góry grzmotów
MAP_SAVEPOINT_NAME_302	Klif Guatama
MAP_SAVEPOINT_NAME_301	Przyladek smoczego ognia
MAP_SAVEPOINT_NAME_210	Runo
SAVEPOINT_TELEPORTDIALOG	Czy chcesz sie przeniesc do tej lokacji?
SAVEPOINT_EMPTYITDIALOG	Czy chcesz wyczyscic ten slot?
SAVEPOINT_SAVEDIALOG	Chesz zapisac ta pozycje?
SAVEPOINT_EMPTY	[ Pusty ]
SAVEPOINT_SAVE	Zapisz
SAVEPOINT_EMPTYIT	Wyczysc
SAVEPOINT_GO	Teleport
ATLASINFO_QUESTIONDIALOG1	Czy chcesz sie przeniesc do %s?
ATLASINFO_QUESTIONDIALOG2	Cena: 10.000.000 Yang
WIKI_SUBCATEGORY_SUPPORT	WSPARCIE
WIKI_CATEGORY_COMPANY	COMPANY
WIKI_SUBCATEGORY_FASTKEY	FAST KEY
WIKI_SUBCATEGORY_RUNES	RUNE
WIKI_SUBCATEGORY_D_ORCMAZE	LABIRYNT ORKÓW
WIKI_SUBCATEGORY_D_MELMA	SLIME DUNGEON
WIKI_SUBCATEGORY_D_ARACNIDI	KOMNATA BARONÓWNY
WIKI_SUBCATEGORY_D_DEVILSTOWER	WIEZA DEMONÓW
WIKI_SUBCATEGORY_D_RUNE	RUNE DUNGEON
WIKI_SUBCATEGORY_D_CATACOMBE	PIEKIELNE KATAKUMBY
WIKI_SUBCATEGORY_D_BERAN	KOMNATA SMOKA
WIKI_SUBCATEGORY_D_MELEY	SCHRONIENIE MELEY
WIKI_SUBCATEGORY_D_NEMERE	STRAZNICA NEMERE
WIKI_SUBCATEGORY_D_RAZADOR	TWIERDZA CZERWONEGO SMOKA
WIKI_SUBCATEGORY_D_OCHAO	SWIATYNIA OCHAO
WIKI_SUBCATEGORY_D_JOTUN	POKÓJ JOTUNA
WIKI_SUBCATEGORY_D_NAVE	OBRONA STATKU
WIKI_SUBCATEGORY_D_PIRAMIDE	PIRAMIDA TUTANCHAMONA
MASK_HP	HP: %s / %s
WIKI_SUBCATEGORY_EARRINGS	KOLCZYKI
WIKI_SUBCATEGORY_BRACELET	BRANSOLETY
WIKI_SUBCATEGORY_NECKLACE	NASZYJNIKI
WIKI_SUBCATEGORY_SHOES	BUTY
WIKI_CATEGORY_CHESTS	SKRZYNIE
WIKI_SUBCATEGORY_CHESTS	OF BOSS SKRZYNIE WLADCÓW
WIKI_SUBCATEGORY_DUNGEONS	SKRZYNIE Z WYPRAW
WIKI_SUBCATEGORY_EVENT_CHESTS	SKRZYNIE EVENTOWE
WIKI_SUBCATEGORY_ALTERNATIVE_CHESTS	ALTERNATIVE
WIKI_CATEGORY_BOSSES	WLADCY
WIKI_SUBCATEGORY_LV1_75	LV 1-75
WIKI_SUBCATEGORY_LV76_100	LV 76-100
WIKI_SUBCATEGORY_LV100	LV 100+
WIKI_CATEGORY_MONSTERS	POTWORY
WIKI_CATEGORY_METINSTONES	KAMIENIE METIN
WIKI_CATEGORY_SYSTEMS	SYSTEMY
WIKI_SUBCATEGORY_REACTION_EVENT	Event reakcji
WIKI_SUBCATEGORY_SHAMY	SUPPORTO SHAMY
WIKI_SUBCATEGORY_DRAGONALCHEMY	ALCHEMIA
WIKI_SUBCATEGORY_SHOULDER_SASH	SZARFY
WIKI_SUBCATEGORY_EPIC_SYSTEM	EPICKI SYSTEM
WIKI_SUBCATEGORY_COSTUME_SASH	SZARFA KOSTIUMOWA
WIKI_SUBCATEGORY_COSTUMES	KOSTIUMY
WIKI_SUBCATEGORY_BATTLEPASS	KARNET BOJOWY
WIKI_SUBCATEGORY_BOOST	WZMOCNIENIE UMIEJETNOSCI
WIKI_SUBCATEGORY_PASSIVE	UMIEJETNOSCI PASYWNE 
WIKI_SUBCATEGORY_BIOLOGIST	BIOLOG
WIKI_SUBCATEGORY_ANTIFARM	ANTI-FARM
