NPC_SEARCH	Npc keresés
TOOLTIP_ITEM_WEARABLE_JOB	[ Felszerelhetõ ]
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Szerencseszám: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Mágikus támadás +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Mágikus támadó érték +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Mágikus védelem +%d	SA
TOOLTIP_MALL_AUTOLOOT	Automatikusan felszedi a Yangot.	SNA
TOOLTIP_MALL_DEFBONUS	Védekezés +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Védekezés	SNA
TOOLTIP_MALL_EXPBONUS	EXP +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe EXP-Bónusz +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	50%-kal több EXP	SNA
TOOLTIP_MALL_FISH_MIND	A halfogás esélye megnõtt.	SNA
TOOLTIP_MALL_GOLDBONUS	%d%%-kal több esély Yang dobásra	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Dupla esély Yang dobásra	SNA
TOOLTIP_MALL_ITEMBONUS	%d%%-kal több esély tárgy dobásra	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe tárgy zsákmányolási esély plusz %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	200%-kal több esély tárgyak zsákmányolására	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Gyorsabban nõnek a szerelmi pontok.	SNA
TOOLTIP_MALL_SAFEBOX	Nagyobb raktártér áll rendelkezésre.	SNA
TOOLTIP_MAX_HP	Max. TP +%d	SA
TOOLTIP_MAX_HP_PCT	Max. TP +%d%%	SA
TOOLTIP_MAX_SP	Max. MP +%d	SA
TOOLTIP_MAX_SP_PCT	Max. MP +%d%%	SA
TOOLTIP_MAX_STAMINA	Max. Kitartás +%d	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS HIBA(%d, %d)
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	A kapott sebzés %d%%-kal csökken, ha 90%%-nál több TP-d van	SA
TOOLTIP_MOV_SPEED	Mozgási sebesség %d%%	SA
TOOLTIP_NECK	Nyaklánc
TOOLTIP_NEED_ALL_SP	Szükséges MP: Max.
TOOLTIP_NEED_GSP	Szükséges Sárkányszellem: %d
TOOLTIP_NEED_HP	Szükséges TP: %d
TOOLTIP_NEED_HP_PER_SEC	TP / mp. : %d
TOOLTIP_NEED_SKILL_POINT	Szükséges készség pont:
TOOLTIP_NEED_SP	Szükséges MP: %d
TOOLTIP_NEED_SP_PER_SEC	MP / mp.: %d
TOOLTIP_NEXT_SKILL_LEVEL_1	Következõ szint: %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Következõ szint: %d (Max. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	%d%% esély támadás kivédésére	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Átlagos károk %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% támadási sebzés fõszörnyek ellen	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Átlagos veszteség ellenállás %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	-%d%% támadási sebzés fõszörnyektõl	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	Több, mint %d csoporttag
TOOLTIP_PARTY_INFO_GRADE_UP2	Támadási szint +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Védelmi szint +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Minden csoporttag TP/MP helyreállítása egyszer 60 percen belül.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Minden csoporttag TP/MP helyreállítása 30 percen belül egyszer.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	3 percet kell várnod a csoporttag halála után.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Bármikor hívhatsz ugyanarról a szerverrõl csoporttagokat.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Támadó szint +(csoporttagok száma/2) támadót %d lehet kiválasztani.
TOOLTIP_PARTY_INFO_SET_TANKER	Védelmi szint +(csoporttagok száma) 1 tõrharcost lehet választani.
TOOLTIP_PARTY_SKILL_LEVEL	Aktuális szint: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Támadás/Védekezés javul]
TOOLTIP_PARTY_TITLE_HEAL	[Újrateremt]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Több, mint %d csoporttag esetén %d%% EXP bónusz jár.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[EXP bónusz]
TOOLTIP_PARTY_TITLE_RECALL	[Idehív]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Támadó kinevezés]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Tõrharcos Beállítás]
TOOLTIP_PEPSI_EVENT	5% EXP bónusz és 5%-kal több esély tárgyak zsákmányolására.	SNA
TOOLTIP_PICK_EXP	Pont: %d / %d
TOOLTIP_PICK_LEVEL	Szint: %d
TOOLTIP_PICK_UPGRADE1	Add a favágónak,
TOOLTIP_PICK_UPGRADE2	hogy egy jobb
TOOLTIP_PICK_UPGRADE3	csákányt adjon.
TOOLTIP_POTION_CURE	Negatív hatások visszaállítása.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Támadó sebesség +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	SZÖRNY TÁM. BÓNUSZ: +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	TÁM: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	TÁM: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	VÉD: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	ÜGY: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	EXP: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	SEBZÉS ELLENÁLLÁS: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	TP +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	TP +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Mozgási sebesség +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	SÖTÉTSÉG ELLENÁLLÁS: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	FÖLD ELLENÁLLÁS: +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	JÉG ELLENÁLLÁS: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	MÁGIA ELLENÁLLÁS: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	MP +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	MP +%d
TOOLTIP_POTION_PLUS_STR_POINT	ERÕ: +%d
TOOLTIP_POTION_SEC	mp.
TOOLTIP_POTION_TIME	Idõtartama:
TOOLTIP_PVP_TOURNAMENT_ENTER	Belépés a PvP bajnokságra
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	PvP bajnokság EXP +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	21-es szintet el kell érned
TOOLTIP_REQUIREMENT_41_LEVEL	41-es szintet el kell érned
TOOLTIP_REQUIREMENT_LEVEL	%d. szintet el kell érned
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s szint %d szükséges
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d szükséges
TOOLTIP_RESIST_BOW	Nyíl védelem %d%%	SA
TOOLTIP_RESIST_DARK	Sötétséggel szembeni ellenállás +%d%%	SA
TOOLTIP_RESIST_EARTH	Föld ellenállás +%d%%	SA
TOOLTIP_RESIST_ELEC	Villám ellenállás +%d%%	SA
TOOLTIP_RESIST_FIRE	Tûz ellenállás +%d%%	SA
TOOLTIP_RESIST_ICE	Jég-ellenállás +%d%%	SA
TOOLTIP_RESIST_MAGIC	Mágia ellenállás +%d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Mágikus áthatolás: +%d%%	SA
TOOLTIP_REST_USABLE_COUNT	Maradék: %d
TOOLTIP_SEALED	Lélekhez kötött
TOOLTIP_SEASON_PVE_BUFF	Megnöveli a PvE sebzést 40%-kal 10 percig.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Megnöveli a rangpont szerzést 20%-kal 10 percig.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2. bónusz +%d%%	SA
TOOLTIP_SELLPRICE	Ár: %s
TOOLTIP_SET_ITEM	Szett bónusz	SNA
TOOLTIP_SHAMAN	Sámán
TOOLTIP_SHIELD	Vért
TOOLTIP_SHOES	Cipõ
TOOLTIP_SKILL	Készség	SNA
TOOLTIP_SKILLBOOK_NAME	Készségkönyv
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Támadó érték: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Támadó érték:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Támadósebesség: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Védelem:
TOOLTIP_SKILL_AFFECT_DODGE	Ellenséges támadó érték: -
TOOLTIP_SKILL_AFFECT_HEAL	TP helyreállítás:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Mozgási sebesség: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Esély a közelharci támadás visszaverésére:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Testi sérülések elleni ellenállás:
TOOLTIP_SKILL_COOL_TIME	Újratöltés: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	Leshely sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Repülõ talizmán sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Készség károk %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% készség sebzés fõszörnyek ellen	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Villám könyörgés sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Villám karom sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Kard forgatag sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Széttépés sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Kard ütés sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Áthatolás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Mérgezett nyíl sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Farkasugrás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Villám támadás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Heves csapás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Tûznyíl sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Láng csapás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Nyílesõ sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Sötét kõ sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Sötét csapás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Villám hajítás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Varázslat kioltás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Sárkány ordítás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Forgó kard sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Farkaskarom sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Farkaslehelet sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Háromirányú vágás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Méreg felhõ sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Ujjcsapás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Száguldás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Ismételt lövés sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Sárkány lövés sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Sárkány örvény sebzés +%d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Készség károkkal szembeni ellenállás %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	-%d%% készség sebzés fõszörnyektõl	SA
TOOLTIP_SKILL_DURATION	Idõtartam: %d mp.
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Álcázás idõtartama +%d mp.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	A kard aurája idõtartama +%d mp.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Pehelykönnyû lépések idõtartama +%d mp.	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Bíborfarkas-lélek idõtartama +%d mp.	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	Feledés könyve
TOOLTIP_SKILL_LEVEL	Aktuális szint: %d
TOOLTIP_SKILL_LEVEL_MASTER	Aktuális szint: %d (mester)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Aktuális szint: %d (max. %d)
TOOLTIP_SOCKET_EMPTY	Üres
TOOLTIP_SOCKET_REFINABLE_ITEM	[Tárgy foglalattal]
TOOLTIP_SP_REGEN	MP-Regenerálódás +%d%%	SA
TOOLTIP_STR	Erõ +%d	SA
TOOLTIP_SURA	Sura
TOOLTIP_THIRD_ATTRIBUTE_BONUS	3. bónusz +%d%%	SA
TOOLTIP_TIME_CHARGER_FIX	Feltöltési idõ %d sec.	SA
TOOLTIP_TIME_CHARGER_PER	Feltöltési idõ %d%%	SA
TOOLTIP_UNIQUE	Egyedi
TOOLTIP_UNSEAL_LEFT_TIME	Lélekhez kötés feloldása: %dH %dM
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	%d%% TP elszívás Leshellyel	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	Repülõ talizmán újratöltés: -%d mp. 10%% eséllyel	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	Repülõ talizmán újratöltés: -%d mp. 20%% eséllyel	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	Max. %d%% TP elszívás Villám könyörgéssel	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	%d%% TP elszívás Villám karommal	SA
TOOLTIP_USE_SKILL_CHARYUN_STUN	%d%% esély ájulásra Kard forgataggal	SA
TOOLTIP_USE_SKILL_CHAYEOL_CRITICAL_PCT	Megnövekedett esély kritikus támadásra %d mp-ig Széttépéshez	SA
TOOLTIP_USE_SKILL_CHAYEOL_HP_ABSORB	%d%% TP elszívás Széttépéshez	SA
TOOLTIP_USE_SKILL_CHEONGRANG_CASTING_SPEED	Megnövekedett varázssebesség %d mp-ig Indigófarkas-lélekhez	SA
TOOLTIP_USE_SKILL_CHEONGRANG_MOV_SPEED	Megnövekedett mozgási sebesség %d mp-ig Indigófarkas-lélekhez	SA
TOOLTIP_USE_SKILL_CHUNKEON_CASTING_SPEED	Megnövekedett varázssebesség %d mp-ig Erõs testhez	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_10PER	Kard ütés újratöltés: -%d mp. 10%% eséllyel	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_20PER	Kard ütés újratöltés: -%d mp. 20%% eséllyel	SA
TOOLTIP_USE_SKILL_GICHEON_ATT_GRADE_BONUS	Támadási bónusz %d mp-ig Sárkány segítségével	SA
TOOLTIP_USE_SKILL_GIGONGCHAM_STUN	%d%% esély ájulásra Áthatolással	SA
TOOLTIP_USE_SKILL_GIGUNG_ATT_GRADE_BONUS	Támadási bónusz %d mp-ig Mérgezett nyíllal	SA
TOOLTIP_USE_SKILL_GIHYEOL_ATT_GRADE_BONUS	Támadási bónusz %d mp-ig Életenergiával	SA
TOOLTIP_USE_SKILL_GONGDAB_KNOCKBACK	%d%% esély hátralökésre Farkasugrással	SA
TOOLTIP_USE_SKILL_GONGDAB_STUN	%d%% esély ájulásra Farkasugrással	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_10PER	Villám támadás újratöltés: -%d mp. 10%% eséllyel	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_20PER	Villám támadás újratöltés: -%d mp. 20%% eséllyel	SA
TOOLTIP_USE_SKILL_GWIGEOM_DEF_BONUS	Védelmi bónusz %d mp-ig Elvarázsolt pengével	SA
TOOLTIP_USE_SKILL_GYOKSAN_KNOCKBACK	%d%% esély hátralökésre Heves csapással	SA
TOOLTIP_USE_SKILL_HOSIN_DEF_BONUS	Védelmi bónusz %d mp-ig Áldással	SA
TOOLTIP_USE_SKILL_HWAYEOMPOK_KNOCKBACK	%d%% esély hátralökésre Láng csapással	SA
TOOLTIP_USE_SKILL_JEOKRANG_DEF_BONUS	Védelmi bónusz %d mp-ig Bíborfarkas-lélekkel	SA
TOOLTIP_USE_SKILL_JEONGEOP_ATT_GRADE_BONUS	Támadási bónusz %d mp-ig Kezeléssel	SA
TOOLTIP_USE_SKILL_JEUNGRYEOK_DEF_BONUS	Védelmi bónusz %d mp-ig Támadás+ használatakor	SA
TOOLTIP_USE_SKILL_KWANKYEOK_KNOCKBACK	%d%% esély hátralökésre Nyílesõvel	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_10PER	Nyílesõ újratöltés: -%d mp. 10%% eséllyel	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_20PER	Nyílesõ újratöltés: -%d mp. 20%% eséllyel	SA
TOOLTIP_USE_SKILL_MAHWAN_STUN	%d%% esély ájulásra Sötét kõvel	SA
TOOLTIP_USE_SKILL_MANASHILED_CASTING_SPEED	Megnövekedett varázssebesség %d mp-ig Sötét védelemhez	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_10PER	Sötét csapás újratöltés: -%d mp. 10%% eséllyel	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_20PER	Sötét csapás újratöltés: -%d mp. 20%% eséllyel	SA
TOOLTIP_USE_SKILL_MUYEONG_ATT_GRADE_BONUS	Támadási bónusz %d mp-ig Láng lelkével	SA
TOOLTIP_USE_SKILL_NOEGEOM_ATT_GRADE_BONUS	Támadási bónusz %d mp-ig Kardkörrel	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_10PER	Villám hajítás újratöltés: -%d mp. 10%% eséllyel	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_20PER	Villám hajítás újratöltés: -%d mp. 20%% eséllyel	SA
TOOLTIP_USE_SKILL_PABEOB_STUN	%d%% esély ájulásra Varázslat kioltással	SA
TOOLTIP_USE_SKILL_PAERYONG_HP_ABSORB	%d%% TP elszívás Sárkány ordítással	SA
TOOLTIP_USE_SKILL_PALBANG_HP_ABSORB	%d%% TP elszívás Forgó karddal	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_10PER	Farkaskarom újratöltés: -%d mp. 10%% eséllyel	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_20PER	Farkaskarom újratöltés: -%d mp. 20%% eséllyel	SA
TOOLTIP_USE_SKILL_PASWAE_SP_ABSORB	%d%% MP elszívás Farkaskarommal	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_10PER	Farkaslehelet újratöltés: -%d mp. 10%% eséllyel	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_20PER	Farkaslehelet újratöltés: -%d mp. 20%% eséllyel	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_10PER	Háromirányú vágás újratöltés: -%d mp. 10%% eséllyel	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_20PER	Háromirányú vágás újratöltés: -%d mp. 20%% eséllyel	SA
TOOLTIP_USE_SKILL_SAMYEON_STUN	%d%% esély ájulásra Háromirányú vágással	SA
TOOLTIP_USE_SKILL_SANGONG_ATT_GRADE_BONUS	Támadási bónusz %d mp-ig Méreg felhõvel	SA
TOOLTIP_USE_SKILL_SEOMJEON_KNOCKBACK	%d%% esély hátralökésre Alattomos méreggel	SA
TOOLTIP_USE_SKILL_SWAERYUNG_KNOCKBACK	%d%% esély hátralökésre Ujjcsapással	SA
TOOLTIP_USE_SKILL_TERROR_ATT_GRADE_BONUS	Támadási bónusz %d mp-ig Félelemmel	SA
TOOLTIP_USE_SKILL_TUSOK_HP_ABSORB	%d%% TP elszívás Szellem csapással	SA
TOOLTIP_USE_SKILL_YEONSA_HP_ABSORB	%d%% TP elszívás Ismételt lövéssel	SA
TOOLTIP_USE_SKILL_YONGBI_HP_ABSORB	%d%% TP elszívás Sárkány lövéssel	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_10PER	Sárkány örvény újratöltés: -%d mp. 10%% eséllyel	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_20PER	Sárkány örvény újratöltés: -%d mp. 20%% eséllyel	SA
TOOLTIP_WARRIOR	Harcos
TOOLTIP_WEAPON	Fegyver
TOOLTIP_WOLFMAN	Vérfarkas
TOOLTIP_WRISTLET	Csuklópánt
UI_ACCEPT	Elfogad
UI_BOLD_FONT	Tahoma:12b
UI_CANCEL	Megszakít
UI_CLOSE	Bezár
UI_DEF_FONT	Tahoma:12
UI_DEF_FONT_LARGE	Tahoma:14
UI_DEF_FONT_SMALL	Tahoma:9
UI_DENY	Elutasít
UI_ITEM	Tárgy
UI_LEFT_TIME	Maradék idõ: %d mp.
UI_NEXT	Tovább
UI_NEXTPAGE	Következõ
UI_NOCONTENTS	Nincs tartalom
UI_NONAME	Nincs név
UI_OK	OK
UI_POS_UNKNOWN	Ismeretlen hely
UI_PREVPAGE	Vissza
UI_UNKNOWN	Ismeretlen
UNLIMIT_ENTER_CZ_QUESTION	Beléphetsz vele a Zodiákus templomba %d percig. Szeretnéd használni?
UPDATE_TIME	Dátum
UPLOAD_MARK_CHECK_NEED_RECONNECT	A feltöltést még egyszer el kell indítani
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	A feltöltést még egyszer el kell indítani
USE_ITEM_BUTTON_01	Mégse
USE_ITEM_BUTTON_02	Belépés
USE_ITEM_FAILURE_PRIVATE_SHOP	Nem használhatsz tárgyakat, amíg nyitva van a privát boltod.
USE_ITEM_POPUP_01	Az öt szentély csatája véget ért. \n Következõ harc:
USE_ITEM_QUESTION_01	Szeretnél csatlakozni az öt szentély csatájához?
USE_ITEM_QUESTION_02	Szeretnél visszatérni arra a helyre, ahol meghaltál?\nEz %s Yangba kerül.
USE_ITEM_QUESTION_03	Egy véletlenszerû helyre leszel teleportálva. Szeretnél belépni?
USE_SKILL_ERROR_UNKNOWN	Ismeretlen készség hiba: %s
NEW_DETAILS_1	Félemberek elleni védelem
NEW_DETAILS_1_TOOLTIP	Félemberek elleni védelem: Védelmet biztosít félemberek ellen.
NEW_DETAILS_2	Talizmán Védelem
NEW_DETAILS_2_TOOLTIP	Talizmán Védelem: Védelmet biztosít bónusz talizmán ellen.
NEW_DETAILS_5	Zodiákus szörnyek elleni ero
NEW_DETAILS_5_TOOLTIP	Zodiákus szörnyek elleni ero: sebzés növelése Zodiákus szörnyek ellen.
NEW_DETAILS_6	Metinek elleni ero
NEW_DETAILS_6_TOOLTIP	Metinek elleni ero: sebzés növelése Metinek ellen.
NEW_DETAILS_7	Foszörnyek ellni ero
NEW_DETAILS_7_TOOLTIP	Foszörnyek ellni ero: sebzés növelése Foszörnyek ellen.
NEW_DETAILS_8	Szörny ellenállás
NEW_DETAILS_8_TOOLTIP	Szörny ellenállás: védelmet biztosít Szörnyek ellen.
NEW_DETAILS_9	Kritikus csapás esélye (PVM)
NEW_DETAILS_10	Kard ellenállás
NEW_DETAILS_10_TOOLTIP	Interruption of Sword Defense: védelmet biztosít Kard ellen.
NEW_DETAILS_11	Kétkezes ellenállás
NEW_DETAILS_11_TOOLTIP	Kétkezes ellenállás: védelmet biztosít Kétkezes ellen.
NEW_DETAILS_12	Tor elleni ellenállás
NEW_DETAILS_12_TOOLTIP	Tor elleni ellenállás: védelmet biztosít Tor ellen.
NEW_DETAILS_13	Nyíl ellenállás
NEW_DETAILS_13_TOOLTIP	Nyíl ellenállás: védelmet biztosít Nyíl ellen.
NEW_DETAILS_14	Legyezo elleni ellenállás
NEW_DETAILS_14_TOOLTIP	Legyezo elleni ellenállás: védelmet biztosít Legyezo ellen.
NEW_DETAILS_15	Harang elleni ellenállás
NEW_DETAILS_15_TOOLTIP	Harang elleni ellenállás: védelmet biztosít Harang ellen.
NEW_DETAILS_16	Rúna szörnyek elleni ero
NEW_DETAILS_16_TOOLTIP	Rúna szörnyek elleni ero: sebzés növelése Rúna szörnyek ellen.
NEW_DETAILS_17	Támadó érték
NEW_DETAILS_17_TOOLTIP	Támadó érték
PET_MISSING1_1	Fiatal
PET_MISSING1_2	Vad
PET_MISSING1_3	Bátor
PET_MISSING1_4	Hosi
COOLDOWN_IN_PROGRESS	Kérlek várj!
PERMANENT_EFFECT	Örökös
TARGET_INFO_RACE_RUNE	Rúna
CUBE_LOSE_BONUSES_ALERT	A folytatással elveszíted a tárgy bónuszokat, biztos folytatod?
ACCE_FAILURE_CLEAN	Nincs törölheto bónusz!
ACCE_DO_YOU_CLEAN	Szeretnéd törölni az összes elérheto bónuszt?
ACCE_REFINE_COST	Abszorbció ára: %s
ACCE_ABSORB_CHANCE	Abszorbció ráta: %d%%
ACCE_ABSORB_CHANCE2	Abszorbció ráta: %d%% ~ %d%%
MAP_SAVEPOINT_NAME_0	Ismeretlen
MAP_SAVEPOINT_NAME_214	Falvak
MAP_SAVEPOINT_NAME_70	Troll Völgy
MAP_SAVEPOINT_NAME_69	Serpi Mezo
MAP_SAVEPOINT_NAME_72	Lélekbarlang 1
MAP_SAVEPOINT_NAME_73	Lélekbarlang 2
MAP_SAVEPOINT_NAME_67	Lungsam
MAP_SAVEPOINT_NAME_68	Vörös erdo
MAP_SAVEPOINT_NAME_64	Seungryong völgy
MAP_SAVEPOINT_NAME_65	Hwang Templom
MAP_SAVEPOINT_NAME_62	Doyyumhwaji
MAP_SAVEPOINT_NAME_104	Föld alatt 1
MAP_SAVEPOINT_NAME_71	Föld alatt 2
MAP_SAVEPOINT_NAME_217	Föld alatt 3
MAP_SAVEPOINT_NAME_219	Normál Várakozó
MAP_SAVEPOINT_NAME_215	Speciális Várakozó
MAP_SAVEPOINT_NAME_61	Sohan hegy
MAP_SAVEPOINT_NAME_63	Yongbi Sivatag
MAP_SAVEPOINT_NAME_303	Nephrite-öböl
MAP_SAVEPOINT_NAME_304	Mennydörgés hegység
MAP_SAVEPOINT_NAME_302	Guatama Szikla
