NPC_SEARCH	Npc Search
WHISPERMANAGER_DIALOG6	Polish
WHISPERMANAGER_DIALOG7	Portuguese
WHISPERMANAGER_DIALOG8	Spanish
WHISPERMANAGER_DIALOG9	Czech
WHISPERMANAGER_DIALOG10	Hungarian
WHISPERMANAGER_DIALOG11	All
PETSYSTEM_DIALOG1	Exp : %d of %d
PETSYSTEM_DIALOG2	Exp : %.2f%%
PETSYSTEM_DIALOG3	ExpI : %d of %d
PETSYSTEM_DIALOG4	ExpI : %.2f%%
PETFEED_DIALOG1	It's not possible to insert overlapping objects.
PETFEED_DIALOG2	Selected %s.
PETINCUBATRICE_DIALOG1	The name of your pet is invalid.
PETINCUBATRICE_DIALOG2	You must have: %s.
PETINCUBATRICE_DIALOG3	Incubator: %s.
PETINCUBATRICE_DIALOG4	Monkey egg
PETINCUBATRICE_DIALOG5	Spider egg
PETINCUBATRICE_DIALOG6	Razador egg
PETINCUBATRICE_DIALOG7	Nemere egg
PETINCUBATRICE_DIALOG8	Blue Dragon egg
PETINCUBATRICE_DIALOG9	Red Dragon egg
PETINCUBATRICE_DIALOG10	Azrael egg
PETINCUBATRICE_DIALOG11	Chubby Executioner egg
PETINCUBATRICE_DIALOG12	Baashido baby egg
PETINCUBATRICE_DIALOG13	Nessie egg
PETINCUBATRICE_DIALOG14	Exedyar egg
UIMARKETSYS_DIALOG1	Broken: %d
UIMARKETSYS_DIALOG2	NPC Code: %d
UIMARKETSYS_DIALOG3	Title Code: %d
SUPPORT_DIALOG1	Are you sure you want to remove the selected object?
SUPPORT_DIALOG2	You have to summon support in order to do this!
SUPPORT_DIALOG3	You cannot enter this item.
SUPPORT_DIALOG4	The object is not the right gender!
SUPPORT_DIALOG5	By adding the object the bonuses will be lost. Do you want to continue?
PETSPECIAL_QUESTION1	Do you want to put the Pet in the carrier?
PETSPECIAL_QUESTION2	Want to feed your Pet?
PVP_DUEL_TIME_REMAINING	Remaining time: [%s]
AFFECT_NEW_POTION31	Cape Book
APPLY_PARTY_DROPEXP	All group members will collect %d%% more experience points	SA
SLOTNAME_10	PVM item
SLOTNAME_11	PVP item
TOOLTIP_PETSKILL_1	Resistance (Warrior)
TOOLTIP_PETSKILL_2	Resistance (Sura)
TOOLTIP_PETSKILL_3	Resistance (Ninja)
TOOLTIP_PETSKILL_4	Resistance (Shaman)
TOOLTIP_PETSKILL_5	Critic Damage (PvM)
TOOLTIP_PETSKILL_6	Strong vs Monster
TOOLTIP_PETSKILL_7	Strong vs Boss
TOOLTIP_PETSKILL_8	Perspicacity
TOOLTIP_PETSKILL_9	Drop Yang
TOOLTIP_PETSKILL_10	Attack/magic value
TOOLTIP_PETSKILL_11	Block a close-combat attack
TOOLTIP_PETSKILL_12	Reflect a close combat-hit
TOOLTIP_NEW_POTION30	It increases the chance that you will catch the fish by 20% if it is a rare fish.
AFFECT_NEW_POTION30	Fishing book
TOOLTIP_APPLY_FISHING_RARE	%d%% more probability of catching a rare fish	SA
TOOLTIP_ROD_FISHING	%d%% more chance of catching fish.
TOOLTIP_FISH_USE_TIME	Duration: %d minutes
TOOLTIP_ANTIDROP	|Eemoji/anti_drop|e
TOOLTIP_ANTISAFEBOX	|Eemoji/anti_safebox|e
TOOLTIP_ANTISELL	|Eemoji/anti_sell|e
TOOLTIP_ANTISHOP	|Eemoji/anti_shop|e
SLOTNAME_1	Armor Skin
SLOTNAME_2	Hairstyle Skin
SLOTNAME_3	Mount Skin
SLOTNAME_4	Sash Skin
SLOTNAME_5	Weapon Skin
SLOTNAME_6	Pet Skin
SLOTNAME_7	Mount
SLOTNAME_8	Armor Effect
SLOTNAME_9	Weapon Effect
TEXT_CHANNEL	%s, CH%d
CH_99_NAME	%s, General
TOOLTIP_BONUS_UNKNOWN	Unknown
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ANIMAL	Strong against Animal
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ORC	Strong against Orc
TOOLTIP_DUNGEON_APPLY_ATTBONUS_UNDEAD	Strong against Undead
TOOLTIP_DUNGEON_APPLY_ATTBONUS_DEVIL	Strong against Devil
TOOLTIP_DUNGEON_APPLY_RESIST_FIRE	Fire resistance
TOOLTIP_DUNGEON_APPLY_RESIST_ELEC	Lightning resistance
TOOLTIP_DUNGEON_APPLY_RESIST_ICE	Ice resistance
TOOLTIP_DUNGEON_APPLY_RESIST_WIND	Wind resistance
TOOLTIP_DUNGEON_APPLY_RESIST_EARTH	Earth resistance
TOOLTIP_DUNGEON_APPLY_RESIST_DARK	Dark resistance
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ELEC	Strong vs lightning
TOOLTIP_DUNGEON_APPLY_ATTBONUS_FIRE	Strong vs fire
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ICE	Strong vs Ice
TOOLTIP_DUNGEON_APPLY_ATTBONUS_WIND	Strong vs Wind
TOOLTIP_DUNGEON_APPLY_ATTBONUS_EARTH	Strong vs Earth
TOOLTIP_DUNGEON_APPLY_ATTBONUS_DARK	Strong vs Dark
TOOLTIP_DUNGEON_APPLY_DESIGN_1	Strong vs Lightning, Dark, Ice, Fire, Earth
TOOLTIP_DUNGEON_APPLY_ATTBONUS_RUNE	Strong vs rune monster
TOOLTIP_APPLY_DESIGN_1	Strong vs lightning, dark, ice %d%%	SA
AFFECT_NEW_POTION24	Armony Earrings
AFFECT_NEW_POTION25	Love Bracelets
AFFECT_NEW_POTION26	Love Earrings
AFFECT_NEW_POTION27	Armony bracelets
AFFECT_NEW_POTION28	Love Necklace
AFFECT_NEW_POTION29	Armony Necklace
PET_TOOLTIP_LV	Lv: %d
PET_TOOLTIP_BNS1	HP: +%s%%
PET_TOOLTIP_BNS2	Strong vs Monster: +%s%%
PET_TOOLTIP_BNS3	Average Damage[PVM]: +%s%%
DS_TIME_CHARGE	Remaining time: %d%% (sec %d) di %d%% (sec %d)
BIOLOGIST_ALERT2	To continue you must first take the prize.
BIOLOGIST_ALERT3	You have completed the mission now you can collect your prize.
BIOLOGIST_ALERT4	In order to receive your prize you must first turn in all required items.
BIOLOGIST_CONFIRM_TYPE1	Are you sure to accept the selected bonus?
BIOLOGIST_ALERT_TYPE1	You must click on one of the following bonuses in order to withdraw the reward.
BIOLOGIST_REWARD_TYPE0	You will receive the following bonuses:
BIOLOGIST_REWARD_TYPE1	You will need to choose one of the following bonuses:
BIOLOGIST_WAIT_FINISH	The Biologist's waiting time is over.
BIOLOGIST_WAIT	Next delivery: %s
BIOLOGIST_COUNT	%d/%d
BIOLOGIST_MISSION_NAME_1	Orc tooth
BIOLOGIST_MISSION_NAME_2	The curse books
BIOLOGIST_MISSION_NAME_3	Demon memories
BIOLOGIST_MISSION_NAME_4	Ice balls
BIOLOGIST_MISSION_NAME_5	Zelkova branches
BIOLOGIST_MISSION_NAME_6	Tugyi tables
BIOLOGIST_MISSION_NAME_7	Red ghost tree branches
BIOLOGIST_MISSION_NAME_8	Leader's Notes
BIOLOGIST_MISSION_NAME_9	Malevolence Jewel
BIOLOGIST_MISSION_NAME_10	Wisdom Jewel
BIOLOGIST_MISSION_NAME_11	Dark ferns
BIOLOGIST_MISSION_NAME_12	The rings of Chaegirab
BIOLOGIST_MISSION_NAME_13	The metin crystals
BIOLOGIST_MISSION_NAME_14	Purified cores
BATTLE_PASS_PROCENT	Percentage: %.1f%%
BATTLE_PASS_ALERT1	You don't have the battle pass active yet, you need this item to activate it.
BATTLE_PASS_OK	OK
BATTLE_PASS_STATUS	Status: %s%s|h|r
BATTLE_PASS_INACTIVE	Inactive
BATTLE_PASS_ACTIVE	In progress
BATTLE_PASS_COMPLETED	Completed
BATTLE_PASS_UNKNOWN_NAME	Unknown name
BATTLE_PASS_NAME	Name: %s
BATTLE_PASS_COUNTQUEST	Remaining Missions: %s
BATTLE_PASS_COUNTQUEST_COMPELTED	Completed Missions: %s
BATTLE_PASS_REMAINING_TIME	Remaining Time: %s
PETBOX_RIMUOVE	Are you sure you want to get the pet out?
BUY_GAYA_ITEM	Do you want to buy this item?
PETSKILLNAME_1	Resistance (warrior)
PETSKILLNAME_2	Resistance(sura)
PETSKILLNAME_3	Resistance (ninja)
PETSKILLNAME_4	Resistance (shaman)
PETSKILLNAME_5	Critical Damage (PvM)
PETSKILLNAME_6	Strong vs Metin
PETSKILLNAME_7	Strong vs Boss
PETSKILLNAME_8	Drop EXP
PETSKILLNAME_9	Drop Yang
PETSKILLNAME_10	Attack/magic value
PETSKILLNAME_11	Block a close-combat attack
PETSKILLNAME_12	Reflect a close combat-hit
PETBOX_DESC1	Characteristics:
PETBOX_DESC2	Age: %d days, %d hours and %d minutes
PETBOX_DESC3	Lv: %d
PETBOX_DESC4	Evolution: %s
PETBOX_DESC5	HP: %s%%
PETBOX_DESC6	Strong vs monsters: %s%%
PETBOX_DESC7	Average Damange (only on mosters): %s%%
PETBOX_DESC8A	Slot skill 1: blocked
PETBOX_DESC9A	Slot skill 2: blocked
PETBOX_DESC10A	Slot skill 3: blocked
PETBOX_DESC11A	Slot skill 4: blocked
PETBOX_DESC8B	Slot skill 1: empty
PETBOX_DESC9B	Slot skill 2: empty
PETBOX_DESC10B	Slot skill 3: empty
PETBOX_DESC11B	Slot skill 4: empty
PETBOX_DESC8C	Slot skill 1: %s (%d)
PETBOX_DESC9C	Slot skill 2: %s (%d)
PETBOX_DESC10C	Slot skill 3: %s (%d)
PETBOX_DESC11C	Slot skill 4: %s (%d)
PET_EVOLUTION1	normal
PET_EVOLUTION2	normal
PET_EVOLUTION3	wild
PET_EVOLUTION4	brave
SUBTEXT_OFFLINESHOP_TEXT15	Name:
SUBTEXT_OFFLINESHOP_TEXT16	Price:
CLOSE_AUCTION	Close
CUBE_CATEGORY1	Weapons
CUBE_CATEGORY2	Armors
CUBE_CATEGORY3	Jewels
CUBE_CATEGORY4	Others
CUBE_CATEGORY5	Bracelts Lv. 90 [PvP]
CUBE_CATEGORY6	Jewels Lv. 100 [PvP]
CUBE_CATEGORY7	Belts [PvP]
CUBE_CATEGORY8	Belts [PvM]
CUBE_CATEGORY9	Necklaces Lv. 90 [PvP]
CUBE_CATEGORY10	Earrings Lv. 90 [PvP]
CUBE_CATEGORY11	Weapons Lv. 80 [PvP]
CUBE_CATEGORY12	Weapons Lv. 90 [PvP]
CUBE_CATEGORY13	Weapons Lv. 100 [PvP]
CUBE_CATEGORY14	Weapons Lv. 105 [PvM]
CUBE_CATEGORY15	Armors Lv. 80 [PvM]
CUBE_CATEGORY16	Armors Lv. 90 [PvM]
CUBE_CATEGORY17	Armors Lv. 110 [PvM]
CUBE_CATEGORY18	Armors Lv. 90 [PvP]
CUBE_CATEGORY19	Armors Lv. 105 [PvP]
CUBE_CATEGORY20	Armors Lv. 110 [PvP]
CUBE_CATEGORY21	Shoes Lv. 105 [PvP]
CUBE_CATEGORY22	Shoes Lv. 100 [PvM]
CUBE_CATEGORY23	Helmets Lv. 115 [PvP]
CUBE_CATEGORY24	Helmets Lv. 80 [PvM]
CUBE_CATEGORY25	Helmets Lv. 95 [PvM]
CUBE_CATEGORY26	Helmets Lv. 105 [PvP]
CUBE_CATEGORY27	Mount (Permanent)
CUBE_CATEGORY28	Pet (Permanent)
CUBE_CATEGORY29	Gem Creation
CUBE_CATEGORY30	Gem Creation 1
CUBE_CATEGORY31	Gem Creation 2
CUBE_CATEGORY32	Gem Creation 3
CUBE_CATEGORY33	Gem Creation 4
CUBE_CATEGORY34	Gem Creation 5
CUBE_CATEGORY35	Gem Creation 6
CUBE_CATEGORY36	Gem Creation 7
CUBE_CATEGORY37	Gem Creation 8
CUBE_CATEGORY38	Gem Creation 9
CUBE_CATEGORY39	Gem Creation 10
CUBE_CATEGORY40	Gem Creation 11
CUBE_CATEGORY41	Gem Creation 12
CUBE_CATEGORY42	Gem Creation 13
CUBE_CATEGORY51	Accessories Lv60 - Shield Lv75 [PVM]
CUBE_CATEGORY999	Other
SYSTEM_OPTION_CPU_TILING_1	The CPU graphics mode can improve the speed of a weaker PC.
SYSTEM_OPTION_CPU_TILING_2	In case of problems with the graphics, select the option System "or CONFIG.exe".
SYSTEM_OPTION_CPU_TILING_3	and switches to GPU graphics mode.
SYSTEM_OPTION_GPU_TILING_1	The GPU graphics mode can slow down the speed on a weaker PC.
SYSTEM_OPTION_GPU_TILING_2	In case of problems with the graphics, select the option System "or CONFIG.exe".
SYSTEM_OPTION_GPU_TILING_3	and switches to CPU graphics mode.
SYSTEM_OPTION_TILING_EXIT	The game must be restarted to change the graphics mode.
PETSKILL_COOLDOWN	Cooldown: %s sec
PETSKILL_HP	Hp Reset: %s
PETSKILL_INVICIBLE	Invincible for: %s sec
ITEM_PRICE_TITLE	[ Price ]
ITEM_IS_WORTH	%d |Eemoji/%s|e %s
ITEM_IS_FREE	Free
DO_YOU_BUY_ITEM_NORMAL	Want to buy %d %s?
CHATTING_SETTING_LEFT1	Right-click on the filter to remove it.
CHATTING_SETTING_LEFT2	The general filter cannot be removed.
CHAT_TYPE_INFO_EXP	Exp
CHAT_TYPE_INFO_ITEM	Item
CHAT_TYPE_INFO_VALUE	Value
CHATTING_SETTING_ADD	Add Tab
CHATTING_SETTING_ADD_MAX	You have reached the maximum limit.
CHATTING_SETTING_CHANGE_TITLE_NAME	Do you want to save the name of this chat?
CHATTING_SETTING_CHANGE_TITLE_NOT	You cannot change the name of the general chat.
CHATTING_SETTING_CHANGE_TITLE_NOT2	The name cannot contain any space.
CHATTING_SETTING_CHANGE_TITLE_NOT3	The name cannot contain more than 6 characters.
CHATTING_SETTING_CHANGE_TITLE_NOT4	The name is empty.
CHATTING_SETTING_SETTING	Settings
TOOLTIP_DOUBLE_DROP_ITEM	The drop will be doubled	SNA
TOOLTIP_IRR_WEAPON_DEFENSE	%d%% weapons defense breakdown	SA
EMOTION_SIRENA	Buzzer
EMOTION_CALL	Call
EMOTION_CHARGING	Charging
EMOTION_CELEBRATION	Celebration
EMOTION_WEATHER	Weather
EMOTION_ALCOHOL	Alcohol
EMOTION_HUNGRY	Hungry
EMOTION_SELFIE	Selfie
EMOTION_PUSHUP	Pushup
EMOTION_EXERCISE	Exercise
EMOTION_DOZE	Doze
EMOTION_DANCE_7	Dance 7
WINDOW_TXT1	Lv min: %s
WINDOW_TXT2	Lv max: %s
WINDOW_TXT3	You don't have the items you need to enter.
WINDOW_TXT4	Items required:
WINDOW_TXT5	Want to go to the map %s?
WINDOW_TXT6	You don't have enough Yang!
DAILYGIFT_TXT1	Day %d
DAILYGIFT_TXT2	Redeem
DAILYGIFT_TXT3	Daily reward:
QUESTION_DLG_CHANGELANGUAGE	Want to change the language?
QUESTION_DLG_REMOVEACC	Want to delete %s?
MINIMAP_SHOW_BLOCKPVP	Block the preview of equipment in duel [F10]
MINIMAP_SHOW_UNBLOCKPVP	Unlock the preview of the duel equip [F10]
SKILL_CHANGE_AVAILABLE	Possible changes: %d
DUEL_MINIWINDOW_OVER_SLOT	By clicking on this image you can open the main duel panel.
PET_MINIWINDOW_OVER_SLOT	Pressing "P" or clicking on this slot can open your pet's main panel.
RENDER_TITLE	Preview
MINIMAP_SHOW_WIKI	Wiki [H]
MINIMAP_SHOW_DUNGEONINFO	Dungeon Info [F7]
MINIMAP_SHOW_DAILYGIFT	Daily Gift
MINIMAP_SHOW_BIOLOGIST	Biologist Missions
MINIMAP_SHOW_TELEPORT	Teleport [F5]
MINIMAP_SHOW_SAVEPOINT	Save the point [F11]
MINIMAP_SHOW_OFFLINESHOP	Offline Shop [Y]
RUNE_IS_UNLOCKED1	You unlocked the rune.
RUNE_IS_UNLOCKED2	You need to know what it is first, though; read the letter you received.
TOOLTIP_APPLY_STOLA_COSTUME1A	Strong vs Monster - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME2A	Strong vs Metin - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME2B	Vitality - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME3A	Strong vs Boss - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME3B	Intelligence - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME4A	Strong vs Half-Human - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME5A	Resistance ai Half-Human - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME5B	Strength - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME6A	Max. HP - min: +%d e max: +%d
GRADE_STOLA	[Grade: %d]
SUPPORT_ERR1	You have to summon support in order to do this!
SUPPORT_ERR2	You can only enter items that can be equipped by shamans.
SUPPORT_ERR3	You cannot enter this item.
SUPPORT_ERR4	The object is not the right gender!
SUPPORT_CONFIRM	Would you like to continue?
SUPPORT_CONFIRM2	Are you sure you want to remove the selected object?
SUPPORT_CONFIRM3	Would you like to replace?
AFFECT_NEW_POTION1	Orange Ampoules
AFFECT_NEW_POTION2	Yellow Ampoules
AFFECT_NEW_POTION3	Blue Ampoules
AFFECT_NEW_POTION4	Red Ampoules
AFFECT_NEW_POTION5	Green Ampoules
AFFECT_NEW_POTION6	Violet Ampoules
AFFECT_NEW_POTION7	Blue Dew
AFFECT_NEW_POTION8	Orange Dew
AFFECT_NEW_POTION9	White Dew
AFFECT_NEW_POTION10	Yellow Dew
AFFECT_NEW_POTION11	Red Dew
AFFECT_NEW_POTION12	Green Dew
AFFECT_NEW_POTION13	Piercing Strike
AFFECT_NEW_POTION14	Critical Strike
AFFECT_NEW_POTION15	Dragon God Attack
AFFECT_NEW_POTION16	Dragon God Defence
AFFECT_NEW_POTION17	Dragon God Intelligence
AFFECT_NEW_POTION18	Dragon God Life
AFFECT_NEW_POTION19	Speed Attack Elixir
AFFECT_NEW_POTION20	Green Potion(G) (inf)
AFFECT_NEW_POTION21	Wisdom Potion
AFFECT_NEW_POTION22	P. of wisdom
AFFECT_NEW_POTION23	Thief Gloves
NEW_POTION_STATUS_0	[Disabled]
NEW_POTION_STATUS_1	[Actived]
RUNE_POWER	Power: %d%%
RUNE_POWER_CHARGE	Remaining power: %d%% di %d%%
RUNE_ACTIVATE	You want to activate %s?
RUNE_DEACTIVATE	You want to deactivate %s?
RUNE_ACTIVATE_ALL	Would you like to activate all available runes?
RUNE_DEACTIVATE_ALL	Would you like to disable all available runes?
RUNE_CHARGE	Want to increase the power of %s con %s?
RUNE_ACTIVATED_1	One or more of your Runes is/are active/active.
RUNE_ACTIVATED_2	All your Runes are active.
RUNE_LOCKED	The rune system will be unlocked when you reach level 70.
MAP_NAME_357	Ancient Pyramid
AFFECT_SKILL_QUESTION	Are you sure you want to disable skill affection?
AFFECT_DROP_QUESTION1	Are you sure you want to disable the drop on this account?
AFFECT_DROP_QUESTION2	Are you sure you want to activate the drop on this account?
TOOLTIP_DROP_BLOCK	The drop for this account is disabled. Click here to activate it.
TOOLTIP_DROP_UNBLOCK	The drop of this account is activated. Click here to deactivate it.
TOOLTIP_APPLY_ATTBONUS_RUNE	+%d%% Strong vs rune monsters	SA
MAP_NAME_218	Rune Dungeon
UI_CHOOSE_LANGUAGE	Choose language:
UI_END	End
UI_GETIN	Enter now
WHISPER_ADMIN_SEND_MESSAGE	Send message
WHISPER_ADMIN_CLEAR_MESSAGE	Delete text
WHISPER_ADMIN_CANCEL_ACTION	Ending action
WHISPER_ADMIN_LEN_TEXT	[i] Minimum / maximum characters: |cFF7cff00%d|r / |cFFff0000%d|r
WHISPER_ADMIN_CUR_LANG	[i] Current language selected: |cFFffce00[%s]
WHISPER_ADMIN_TITLE_NAME	GM: Send whisper message for the country.
WHISPER_ADMIN_MESSAGE	[Server] : [%s] : %s
WHISPER_ADMIN_MESSAGE2	[Server] : [%s] :%s
WHISPER_ADMIN_QUESTION_SEND	Are you sure you want to send this message?
WHISPER_ADMIN_CANNOT_SEND_MESSAGE	You can not answer the system.
KASMIR_MARKET_PRIVATESHOP_0	Standard
KASMIR_MARKET_PRIVATESHOP_1	Thousand and one nights
KASMIR_MARKET_PRIVATESHOP_2	Grill Master
KASMIR_MARKET_PRIVATESHOP_3	Treasure Hunter
KASMIR_MARKET_PRIVATESHOP_4	Minimal flame
KASMIR_MARKET_PRIVATESHOP_5	Weapons merchant
KASMIR_MARKET_PRIVATESHOP_6	Weapons for sale
KASMIR_MARKET_PRIVATESHOP_7	Alchemist
KASMIR_PAKET_STANDART	Standard
KASMIR_PAKET_FIRE	Fire
KASMIR_PAKET_ICE	Ice
KASMIR_PAKET_PAPER	Paper
KASMIR_PAKET_RIBON	Ribon
KASMIR_PAKET_WING	Wing
MINIMAP_BOSS_RESPAWN_TIME	Respawn: %d min.
ALERT_SASH_REMOVE_ATTR	Are you sure you want to continue?
TOOLTIP_APPLY_ATTBONUS_MEDI_PVM	Average Damage [PVM] %d%%	SA
TOOLTIP_APPLY_PVM_CRITICAL_PCT	+%d%% of chance in critical hits (PVM)	SA
PET_ASK_LEARN	Are you sure you want to continue?
PET_APPLY_MAX_HP_PCT	HP max. +%s%%	SA
PET_APPLY_ATTBONUS_MONSTER	Strong vs monster +%s%%	SA
PET_APPLY_MEDI_PVM	Average Damage [PVM] +%s%%	SA
PET_TIME_TOOLTIP	Time: %d Days %d Hours %d Minutes
PET_TIME_TOOLTIP_INF	Duration: Infinite
PET_TIME_GUI	Time: %d (d) %d (h) %d (m)
PET_TIME_GUI_OLD	Time: %s / %s Hours
ALERT_REVIVE_PET	Are you sure you want to feed your pet?
DS_SET_INFO	Activate 6 Dragon Stones +6 in order to take advantage of the following bonuses:
ASK_SEX_CHOOSE	First you have to choose the genre !
COMB_ALERT	Special bonuses will be removed!
COMB_ALERT1	To do this, you need to add the transfer scroll to their slot.
COMB_ALERT2	First you have to add the costume from which the bonuses will be taken.
COMB_ALERT3	You can only transfer bonuses from costumes.
COMB_ALERT4	You can only transfer bonuses from the same type of costumes.
COMB_ALERT5	You can only transfer bonuses from body costumes.
COMB_ALERT6	You can only transfer bonuses from the same type of costume.
COMB_ALERT7	The costume must have at least one normal bonus!
VIEW_RENDERING	Press |Eemoji/key_ctrl|e for preview.
DUEL_BLOCK_CHANGE_ITEM	[x] Change Item
DUEL_BLOCK_BUFF	[x] Buff
DUEL_BLOCK_POTION_RED	[x] Red Potion
DUEL_BLOCK_HORSE_MOUNT	[x] Horse/Mount
DUEL_BLOCK_PET	[x] Pet
DUEL_BLOCK_POLY	[x] Poly
DUEL_BLOCK_PARTY	[x] Party
DUEL_BLOCK_EXCHANGE	[x] Exchange
DUEL_TARGET_NAME	Fight with:  
DUEL_MONEY_ADD	[i] Add
DUEL_MONEY_CANCEL	[i] Cancel
DUEL_MONEY_TITLE	[i] Bet with money
DUEL_MONEY_CURRENT	Real Money: 
DUEL_VICTIM_ERROR	<Avviso> You can't do it if he doesn't accept or refuse.
DUEL_MONEY_ERROR_1	<Avviso> Only one number can be entered.
DUEL_MONEY_ERROR_2	<Avviso> The number entered is less than or equal to 0.
DUEL_MONEY_ERROR_3	<Avviso> The amount entered is greater than the amount you have in inventory.
DUEL_TITLENAME	Manager display equipment in the duel
DUEL_EQUIP_BLOCK	Block
DUEL_EQUIP_UNBLOCK	Unblock
DUEL_TITLENAME_EQUIP	Opponent Equipment:
DUEL_CHOOSE_BLOCK	Choose what you want to block:
DUEL_INFO_1	Pg. Name:
DUEL_INFO_2	Guild Name:
DUEL_INFO_3	Lv:
DUEL_INFO_4	Game Time:
DUEL_INFO_5	Winner of the bet:
DUEL_INFO_6	Opponent details:
DUEL_LIVE_VICTIM_LEVEL	Lv:
DUEL_LIVE_VICTIM_NAME	Name:
COMMON_SKILL_143A	Increase the attack value: %d%%
COMMON_SKILL_143B	Increase the magic attack value with: %d%%
COMMON_SKILL_144	Increase the yang drop with: %d%%
COMMON_SKILL_145	Increase your strength against monsters with: %d%%
COMMON_SKILL_146	Increase life points with: %d
NEW_EXCHANGE_ADDED	%s added %s.
NEW_EXCHANGE_YOU_READY	%s Are you ready to trade.
NEW_EXCHANGE_YOU_ACCEPT	%s Accept trade.
NEW_EXCHANGE_ACCEPT	%s %s accepts trade.
NEW_EXCHANGE_YOU_ABORT	%s Stop trading.
NEW_EXCHANGE_ABORT	%s %s interrupt trade.
NEW_EXCHANGE_LEVEL	Lv. %d
NEW_EXCHANGE_ALERT1	You're giving away things for nothing in return,
NEW_EXCHANGE_ALERT2	and you won't be able to get Yangs or items back.
EXCHANGE_TITLE	trade with %s
EXCHANGE_TITLE_LEVEL	trade with %s (%d)
USE_200_ITEMS	|Eemoji/key_rclick|e + |Eemoji/key_ctrl|e To use the entire stack.
INFO_INCREASE_CHAR_STAT	|Eemoji/key_lclick|e + |Eemoji/key_ctrl|e To increase with 10 points.
BATTLE_PASS_JAN20	December 2021
SKILL_COLOR_SELECT_FIRST	Choose a color first.
SKILL_COLOR_PICK_TOOLTIP	Choose the desired color for %s. (HEX Code : %s)
SKILL_COLOR_PRESET_TOOLTIP_TITLE	Preset color
SKILL_COLOR_PRESET_TOOLTIP_1	You can save a chosen color for your skill.
SKILL_COLOR_PRESET_TOOLTIP_2	Save the chosen color and if you need the color again
SKILL_COLOR_PRESET_TOOLTIP_3	just select the color code from the list.
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_TITLE	Color code
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_1	You can insert a custom color using a hex code.
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_2	Example #FFFFFF (White)
SKILL_COLOR_DO_YOU_RESET	Want to restore the color of your skill?
SKILL_COLOR_DO_YOU_CHANGE	Want to change the color of your skill?
SKILL_COLOR_SELECT_PRESET	Choose a color.
SKILL_COLOR_SELECT_PRESET_NONE	No color saved.
SKILL_COLOR_CANNOT_SAVE	You cannot save other colors.
SOUL_ITEM_TOOLTIP_APPLY	The effect is activated.
SOUL_ITEM_TOOLTIP_BLUE1	Game time: %d/%d min. 
SOUL_ITEM_TOOLTIP_BLUE2	Increased skill damage with x%.1f for time played
SOUL_ITEM_TOOLTIP_COMMON	Not for PvP, Transformation
SOUL_ITEM_TOOLTIP_RED1	Game time: %d/%d min. 
SOUL_ITEM_TOOLTIP_RED2	Increased attack damage with x%.1f for the time played
SOUL_ITEM_TOOLTIP_REMAIN_COUNT	Remaining attacks: %d
SOUL_ITEM_TOOLTIP_REMOVE_TIME	The spirit falls in
SOUL_ITEM_TOOLTIP_UNAPPLIED	The effect is not activated'''
SOUL_REFINE_FAILURE	upgrade failed.
SOUL_REFINE_SUCCESS	msuccessful upgrade.
ENVANTER_KEY_NEED	You need more %s keys.
ENVANTER_EXPANS_1	Do you want to expand your inventory with %s keys?
SHOP_NOT_ENOUGH_ITEM	You don't have enough items to buy the item.
SELECT_YES_GUILD	Guild Name: %s
EMPIRE_SELECT	Select
EMPIRE_SELECT_MODE	Kingdom selection
CHARACTER_CREATE_MODE	Create character
CHARACTER_SELECT_MODE	Choose the character
CHARACTER_CREATE_MALE	Male
CHARACTER_CREATE_FEMALE	Female
CHARACTER_CREATE_APPEARANCE1	View 1
CHARACTER_CREATE_APPEARANCE2	View 2
INTRO_SELECT_LEVEL	Lv. %d
GRADE_CIANITE_EPIC	[Epic Grade]
GRADE_CIANITE_LEGG	[Legendary Grade]
GRADE_CIANITE_ANTIC	[Ancient Grade]
GRADE_CIANITE_MISTC	[Mystical Grade]
REFINE_ERROR_ADD_PERC_STONES	[Refine] You cannot add potion to increase the success rate of the stones.
REFINE_COST_UPGRADE	[i] Costs of Improvement
REFINE_CURRENT_ITEM	[i] Current Item
REFINE_NEXT_ITEM	[i] Next Item
REFINE_NEED_ITEMS	[i] Required Item
REFINE_PERCENTAGE_LOW	+5%
REFINE_PERCENTAGE_MEDIUM	+10%
REFINE_PERCENTAGE_EXTRA	+15%
