NPC_SEARCH	Pesquisa NPC
UI_DEF_FONT_SMALL	Tahoma:9
UI_DENY	Recusar
UI_ITEM	Item
UI_LEFT_TIME	Tempo Restante: %d Seg.
UI_NEXT	Continuar
UI_NEXTPAGE	Continuar
UI_NOCONTENTS	Sem Conteúdo
UI_NONAME	Sem Nome
UI_OK	OK
UI_POS_UNKNOWN	Localização Desconhecida
UI_PREVPAGE	retroceder
UI_UNKNOWN	Desconhecido
UNLIMIT_ENTER_CZ_QUESTION	Podes entrar no Templo do Zodíaco por %d min. Queres usá-lo?
UPDATE_TIME	Data
UPLOAD_MARK_CHECK_NEED_RECONNECT	O upload tem de começar de novo.
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	O upload tem de começar de novo.
USE_ITEM_BUTTON_01	Cancelar
USE_ITEM_BUTTON_02	Entrar
USE_ITEM_FAILURE_PRIVATE_SHOP	Não podes usar este Item enquanto tiveres uma Loja Privada aberta.
USE_ITEM_POPUP_01	A Batalha dos Cinco Santuários terminou. \n Próxima batalha:
USE_ITEM_QUESTION_01	Queres juntar-te à Batalha dos Cinco Santuários?
USE_ITEM_QUESTION_02	Queres regressar ao local onde morreste?\nIsso custa %s Yang.
USE_ITEM_QUESTION_03	Serás transportado para um local aleatório. Queres entrar?
USE_SKILL_ERROR_UNKNOWN	Erro de Habilidade desconhecido: %s
NEW_DETAILS_1	Resistência Semi-Humanos
NEW_DETAILS_1_TOOLTIP	Resistência Semi-Humanos: Resiste aos danos inflitos dos Semi-Humanos
NEW_DETAILS_2	Defesa Talismã
NEW_DETAILS_2_TOOLTIP	Defesa Talismã: Resiste aos bônus talismã
NEW_DETAILS_5	Forte contra monstros do Zodíaco
NEW_DETAILS_5_TOOLTIP	Forte contra monstros do Zodíaco: causa danos massivos a monstros do Zodíaco
NEW_DETAILS_6	Forte contra Metin
NEW_DETAILS_6_TOOLTIP	Forte contra Metin: causa danos massivos as Metin
NEW_DETAILS_7	Forte contra Boss
NEW_DETAILS_7_TOOLTIP	Forte contra Boss: causa danos massivos aos Boss
NEW_DETAILS_8	Resistência Monstros
NEW_DETAILS_8_TOOLTIP	Resistência Monstros: Resiste aos danos inflitos dos monstros
NEW_DETAILS_9	Chance de golpes críticos (PVM)
NEW_DETAILS_10	Interrupção da Defesa da Espada
NEW_DETAILS_10_TOOLTIP	Interrupção de Defesa da Espada: reduz o dano recebido pela Espada.
NEW_DETAILS_11	Interrupção da Defesa Espadão duas Mãos
NEW_DETAILS_11_TOOLTIP	Interrupção da Defesa Espadão duas Mãos: reduz o dano recebido pelo Espadão duas Mãos.
NEW_DETAILS_12	Interrupção da Defesa da Adaga
NEW_DETAILS_12_TOOLTIP	Interrupção da Defesa da Adaga: reduz o dano recebido pela Adaga.
NEW_DETAILS_13	Interrupção da Defesa da Flecha
NEW_DETAILS_13_TOOLTIP	Interrupção da Defesa da Flecha: reduz o dano recebido pela Flecha.
NEW_DETAILS_14	Interrupção da Defesa do Leque
NEW_DETAILS_14_TOOLTIP	Interrupção da Defesa do Leque: reduz o dano recebido pelo Leque.
NEW_DETAILS_15	Interrupção da Defesa do Sino
NEW_DETAILS_15_TOOLTIP	Interrupção da Defesa do Sino: reduz o dano recebido pelo Sino.
NEW_DETAILS_16	Forte contra os montros das Runas
NEW_DETAILS_16_TOOLTIP	Forte contra monstros do Zodíaco: causa danos massivos aos monstros das Runas
NEW_DETAILS_17	Valor de Ataque
NEW_DETAILS_17_TOOLTIP	Valor de Ataque
PET_MISSING1_1	Filhote
PET_MISSING1_2	Selvagem
PET_MISSING1_3	Corajoso
PET_MISSING1_4	Heróico
COOLDOWN_IN_PROGRESS	Você tem que esperar!
PERMANENT_EFFECT	Permanente
TARGET_INFO_RACE_RUNE	Runas
CUBE_LOSE_BONUSES_ALERT	Ao continuar você perderá os bônus do item, tem certeza?
ACCE_FAILURE_CLEAN	Nenhum bônus pode ser removido.
ACCE_DO_YOU_CLEAN	Você quer remover todos os bônus disponíveis?
ACCE_REFINE_COST	Absorption price: %s
ACCE_ABSORB_CHANCE	Taxa de absorção: %d%%
ACCE_ABSORB_CHANCE2	Taxa de absorção: %d%% ~ %d%%
MAP_SAVEPOINT_NAME_0	Desconhecida
MAP_SAVEPOINT_NAME_214	Vilas
MAP_SAVEPOINT_NAME_70	Jotunheim
MAP_SAVEPOINT_NAME_69	Planície Seca
MAP_SAVEPOINT_NAME_72	Gruta das Almas - 1º Piso
MAP_SAVEPOINT_NAME_73	Gruta das Almas - 2º Piso
MAP_SAVEPOINT_NAME_67	Floresta Fantasma
MAP_SAVEPOINT_NAME_68	Bosque Rubro
MAP_SAVEPOINT_NAME_64	Vale de Seungryong
MAP_SAVEPOINT_NAME_65	Templo Negro
MAP_SAVEPOINT_NAME_62	Doyyumhwan
MAP_SAVEPOINT_NAME_104	Hasun Dong 1
MAP_SAVEPOINT_NAME_71	Jungsun Dong 2
MAP_SAVEPOINT_NAME_217	Sangsun Dong 3
MAP_SAVEPOINT_NAME_219	Loby Normal
MAP_SAVEPOINT_NAME_215	Loby Especiale
MAP_SAVEPOINT_NAME_61	Montanha Sohan
MAP_SAVEPOINT_NAME_63	Deserto Yongbi
MAP_SAVEPOINT_NAME_303	Baía de Nephrite
MAP_SAVEPOINT_NAME_304	Montanhas do Trovão
MAP_SAVEPOINT_NAME_302	Falésia de Gautama
MAP_SAVEPOINT_NAME_301	Cabo Fogo de Dragão
MAP_SAVEPOINT_NAME_210	Floresta Encantada
SAVEPOINT_TELEPORTDIALOG	Você quer se teletransportar para este local?
SAVEPOINT_EMPTYITDIALOG	Você quer restaurar este slot?
SAVEPOINT_SAVEDIALOG	Você quer salvar esta posição?
SAVEPOINT_EMPTY	[ Vazio ]
SAVEPOINT_SAVE	Salva
SAVEPOINT_EMPTYIT	Esvaziar
SAVEPOINT_GO	Teletransporte-se
ATLASINFO_QUESTIONDIALOG1	Você quer se teletransportar da %s?
ATLASINFO_QUESTIONDIALOG2	Preço: 10.000.000 Yang
WIKI_SUBCATEGORY_SUPPORT	SUPORTE
WIKI_CATEGORY_COMPANY	Selos
WIKI_SUBCATEGORY_FASTKEY	ATALHOS DO TECLADO
WIKI_SUBCATEGORY_RUNES	RUNAS
WIKI_SUBCATEGORY_D_ORCMAZE	TEMPLO DOS ORCS
WIKI_SUBCATEGORY_D_MELMA	REFÚGIO DA MELMA RAINHA
WIKI_SUBCATEGORY_D_ARACNIDI	SALA DOS ARACHNIDS
WIKI_SUBCATEGORY_D_DEVILSTOWER	TORRE DE DEMÔNIOS
WIKI_SUBCATEGORY_D_RUNE	DUNGEON DAS RUNAS
WIKI_SUBCATEGORY_D_CATACOMBE	CATACOMBAS DO DIABO
WIKI_SUBCATEGORY_D_BERAN	BERAN
WIKI_SUBCATEGORY_D_MELEY	REFÚGIO DE MELEY
WIKI_SUBCATEGORY_D_NEMERE	TORRE DE NEMERE
WIKI_SUBCATEGORY_D_RAZADOR	FORTALEZA DO DRAGÃO VERMELHO
WIKI_SUBCATEGORY_D_OCHAO	TEMPLO DE OCHAO
WIKI_SUBCATEGORY_D_JOTUN	SALA DO JOTUN THRYM
WIKI_SUBCATEGORY_D_NAVE	DEFESA NAVIO
WIKI_SUBCATEGORY_D_PIRAMIDE	PIRÂMIDE DO TUTANKHAMUN
MASK_HP	HP: %s / %s
WIKI_SUBCATEGORY_EARRINGS	BRINCOS
WIKI_SUBCATEGORY_BRACELET	BRACELETES
WIKI_SUBCATEGORY_NECKLACE	COLAR
WIKI_SUBCATEGORY_SHOES	SAPATOS
WIKI_CATEGORY_CHESTS	BAÚS
WIKI_SUBCATEGORY_CHESTS	DOS CHEFES
WIKI_SUBCATEGORY_DUNGEONS	DAS MASMORRAS
WIKI_SUBCATEGORY_EVENT_CHESTS	DE EVENTOS
WIKI_SUBCATEGORY_ALTERNATIVE_CHESTS	ALTERNATIVOS
WIKI_CATEGORY_BOSSES	CHEFES
WIKI_SUBCATEGORY_LV1_75	DO LEVEL 1-75
WIKI_SUBCATEGORY_LV76_100	DO LEVEL 76-100
WIKI_SUBCATEGORY_LV100	DO LEVEL 100+
WIKI_CATEGORY_MONSTERS	MONSTROS
WIKI_CATEGORY_METINSTONES	PEDRAS METIN
WIKI_CATEGORY_SYSTEMS	SISTEMAS
WIKI_SUBCATEGORY_REACTION_EVENT	Reaction Event
WIKI_SUBCATEGORY_SHAMY	SUPORTE XAMÃ
WIKI_SUBCATEGORY_DRAGONALCHEMY	ALQUIMIA
WIKI_SUBCATEGORY_SHOULDER_SASH	FAIXA DE OMBROS
WIKI_SUBCATEGORY_EPIC_SYSTEM	TRANSMUTAÇÃO ÉPICA
WIKI_SUBCATEGORY_COSTUME_SASH	TRAJE FAIXA DE OMBROS
WIKI_SUBCATEGORY_COSTUMES	TRAJES
WIKI_SUBCATEGORY_BATTLEPASS	BATTLE PASS
WIKI_SUBCATEGORY_BOOST	BOOST HABILIDADE
WIKI_SUBCATEGORY_PASSIVE	HABILIDADE PASSIVA
WIKI_SUBCATEGORY_BIOLOGIST	BIOLOGO
WIKI_SUBCATEGORY_ANTIFARM	BLOQUEIO MULTI-FARM
WIKI_SUBCATEGORY_FREEZE	CONGELA BÔNUS
WIKI_SUBCATEGORY_GAYA	GAYA
WIKI_SUBCATEGORY_GUILD	GUILDAS
WIKI_SUBCATEGORY_OFFLINESHOP	LOJAS OFFLINE
WIKI_SUBCATEGORY_SKILL_COLOR	COR DE SKIL
WIKI_CATEGORY_DUNGEONS	DUNGEONS
WIKI_SUBCATEGORY_HAIRSTYLES	CABELOS
WIKI_SUBCATEGORY_PET	PET
WIKI_SUBCATEGORY_PET_COSTUMES	TRAJES PET
WIKI_SUBCATEGORY_ANIME	ALMAS
WIKI_SUBCATEGORY_MOUNT	MONTARIA
WIKI_SUBCATEGORY_MOUNT_COSTUMES	TRAJES MONTARIA
WIKI_CATEGORY_COSTUMES	TRAJES
WIKI_CATEGORY_EVENTS	EVENTOS
WIKI_CATEGORY_GUIDES	GUIAS
WIKI_REFINEINFO_YANG_COSTS	Custo Gold
WIKI_REFINEINFO_UPGRADE_COSTS	Atualização de Custo
WIKI_REFINEINFO_ITEM_LEVEL	Level %i
WIKI_CHESTINFO_ORIGIN	Origem
WIKI_CHESTINFO_CONTENTOF	Conteúdo do %s
WIKI_CHESTINFO_COMMON_DROP	Drop comum
WIKI_MONSTERINFO_DROPLISTOF	O drop do %s
WIKI_MONSTERINFO_LEVEL	Level: %i
WIKI_MONSTERINFO_IMMUNE_TO	Imune a: %s
WIKI_MONSTERINFO_DMG_HP	Mín. Dano%s | Dano máx.:%s | Máx. HP: %s
WIKI_MONSTERINFO_GOLD_EXP	Gold mín.: %s | Gold máx.: %s | EXP: %s
WIKI_MONSTERINFO_RESISTANCES	Defesas:
WIKI_MONSTERINFO_IMMUNE_NOTHING	nada
WIKI_MONSTERINFO_STATISTICSOF	estatísticas de %s
WIKI_ITEMINFO_OPTAINEDFROM	Disponível a
WIKI_ITEMINFO_REFINEINFO	Info Melhoria de %s
WIKI_TITLENAME	Wiki
WIKI_SUBCATEGORY_BELTS	CINTAS
WIKI_SUBCATEGORY_TALISMANS	TALISMÃ
WIKI_SUBCATEGORY_STOLE	FAIXA DE OMBROS
WIKI_SUBCATEGORY_STOLE_COSTUMES	TRAJES FAIXA DE OMBROS
WIKI_SUBCATEGORY_WEAPONS_EFFECT	EFEITO DA ARMA
WIKI_SUBCATEGORY_ARMORS_EFFECT	EFEITO DA ARMADURA
WIKI_SUBCATEGORY_TRANSLATE	TRADUÇÕES
WIKI_SUBCATEGORY_LV76_105	LV. 76-105
WIKI_SUBCATEGORY_SHIELD	ESCUDOS
WIKI_SUBCATEGORY_HELMET	ELMOS
WIKI_SUBCATEGORY_ARMOR	ARMADURAS
WIKI_SUBCATEGORY_WEAPONS	ARMAS
WIKI_CATEGORY_EQUIPEMENT	EQUIP
WIKI_SEARCH_OVERLAY_TEXT	PESQUISA
WIKI_EXACT_SEARCH_TEXT	Pesquisa Exata
WIKI_MONSTERINFO_DAMAGE	Danos: %s-%s
WIKI_MONSTERINFO_DEFENSE	Defesa: %s
WIKI_MONSTERINFO_EXP	Experiência: %s
WIKI_MONSTERINFO_MAINRACE	Raça: %s
WIKI_MONSTERINFO_MAX_HP	Máx HP: %s
WIKI_MONSTERINFO_NO_RACE	Não
WIKI_MONSTERINFO_RACE_ANIMAL	Animal
WIKI_MONSTERINFO_RACE_UNDEAD	Zumbi
WIKI_MONSTERINFO_RACE_DEVIL	Demônio
WIKI_MONSTERINFO_RACE_HUMAN	Semi-Humanos
WIKI_MONSTERINFO_RACE_ORC	Orcs
WIKI_MONSTERINFO_RACE_MILGYO	Esotérico
WIKI_MONSTERINFO_RACE_TREE	Arvores
WIKI_MONSTERINFO_RACE_ELEC	Raio
WIKI_MONSTERINFO_RACE_FIRE	Fogo
WIKI_MONSTERINFO_RACE_ICE	Gelo
WIKI_MONSTERINFO_RACE_WIND	Vento
WIKI_MONSTERINFO_RACE_EARTH	Terra
WIKI_MONSTERINFO_RACE_DARK	Escuridão
WIKI_MONSTERINFO_RACE_METIN	Pedra Metin
WIKI_MONSTERINFO_STONE_NAME	Pedra Espiritual
WIKI_MONSTERINFO_SUBRACE	Sub-raça: %s
WIKI_MONSTERINFO_IMMUNE_STUN	Atordoar
WIKI_MONSTERINFO_IMMUNE_SLOW	Lentidão
WIKI_MONSTERINFO_IMMUNE_CURSE	Maldições
WIKI_MONSTERINFO_IMMUNE_POISON	Veneno
WIKI_MONSTERINFO_IMMUNE_TERROR	Terror
IDRA_TEXT1	Mate a Hydra
IDRA_TEXT2	Destrua o tesouro
IDRA_TEXT3	Resista por %d : %d
IDRA_TEXT4	Destrua os ovos
IDRA_TEXT5	Espere %d : %d
IDRA_TEXT6	Conserte a árvore
IDRA_TEXT7	Você libertou o navio
IDRA_TEXT8	Mate a Rainha
IDRA_TEXT9	-:-
IDRA_TEXT10	%d
SUPPORTINCUBATRICE_DIALOG1	O nome inserido está incorreto!
GAMEMOD_DIALOG1	Filhote
GAMEMOD_DIALOG2	Selvagem
GAMEMOD_DIALOG3	Corajoso
GAMEMOD_DIALOG4	Heróico
GAMEMOD_DIALOG5	%s (g) e %s (o)
WHISPERMANAGER_DIALOG1	Inglês
WHISPERMANAGER_DIALOG2	Romeno
WHISPERMANAGER_DIALOG3	Italiano
WHISPERMANAGER_DIALOG4	Turco
WHISPERMANAGER_DIALOG5	Alemão
WHISPERMANAGER_DIALOG6	Polaco
WHISPERMANAGER_DIALOG7	Português
WHISPERMANAGER_DIALOG8	Espanhol
WHISPERMANAGER_DIALOG9	Tcheco
WHISPERMANAGER_DIALOG10	Húngaro
WHISPERMANAGER_DIALOG11	Tudo
PETSYSTEM_DIALOG1	Experiência : %d of %d
PETSYSTEM_DIALOG2	Experiência : %.2f%%
PETSYSTEM_DIALOG3	Experiência : %d of %d
PETSYSTEM_DIALOG4	Experiência : %.2f%%
PETFEED_DIALOG1	Não é possível inserir objetos sobrepostos.
PETFEED_DIALOG2	Selecionado %s.
PETINCUBATRICE_DIALOG1	O nome do pet não é válido.
PETINCUBATRICE_DIALOG2	Você tem que possuir: %s.
PETINCUBATRICE_DIALOG3	Incubadora: %s.
PETINCUBATRICE_DIALOG4	Ovo de Macaco
PETINCUBATRICE_DIALOG5	Ovo de Aranha
PETINCUBATRICE_DIALOG6	Ovo de Razador
PETINCUBATRICE_DIALOG7	Ovo de Nemere
PETINCUBATRICE_DIALOG8	Ovo de Dragão Azul
PETINCUBATRICE_DIALOG9	Ovo de Dragão Vermelho
PETINCUBATRICE_DIALOG10	Ovo de Azrael Bebê
PETINCUBATRICE_DIALOG11	Ovo de Mini-Executor Rechonchudo
PETINCUBATRICE_DIALOG12	Ovo de Baashido bebè 
PETINCUBATRICE_DIALOG13	Ovo de Nessie
PETINCUBATRICE_DIALOG14	Ovo de Exedyar
UIMARKETSYS_DIALOG1	Quebrado: %d
UIMARKETSYS_DIALOG2	Código NPC: %d
UIMARKETSYS_DIALOG3	Código Titulo: %d
SUPPORT_DIALOG1	Tem certeza de que deseja remover o objeto selecionado?
SUPPORT_DIALOG2	Você tem que chamar o suporte para poder fazer isso!
SUPPORT_DIALOG3	Você não pode inserir isto no item.
SUPPORT_DIALOG4	O objeto não é do sexo certo!
SUPPORT_DIALOG5	Ao adicionar o item, os bônus serão perdidos. Você quer continuar?
PETSPECIAL_QUESTION1	Quer inserir o Pet na transportadora?
PETSPECIAL_QUESTION2	Você quer alimentar seu Pet?
PVP_DUEL_TIME_REMAINING	Tempo restante: [%s]
AFFECT_NEW_POTION31	Livro do Chefe
APPLY_PARTY_DROPEXP	Todos os membros do grupo irão receber %d%% pontos de experiência a mais	SA
SLOTNAME_10	Item de PVM
SLOTNAME_11	Item de PVP
TOOLTIP_PETSKILL_1	Resistência (Guerreiros)
TOOLTIP_PETSKILL_2	Resistência (Sura)
TOOLTIP_PETSKILL_3	Resistência (Ninja)
TOOLTIP_PETSKILL_4	Resistência (Xamã)
TOOLTIP_PETSKILL_5	Dano crítico (PvM)
TOOLTIP_PETSKILL_6	Forte contra Metin
TOOLTIP_PETSKILL_7	Forte contra Boss
TOOLTIP_PETSKILL_8	Discernimento
TOOLTIP_PETSKILL_9	Drop Gold
TOOLTIP_PETSKILL_10	Valor de ataque/mágico
TOOLTIP_PETSKILL_11	Bloquear ataques Físicos
TOOLTIP_PETSKILL_12	Refletir ataques Físicos
TOOLTIP_NEW_POTION30	Aumenta a chance de pescar em 20% se for um peixe raro.
AFFECT_NEW_POTION30	Livro de pesca
TOOLTIP_APPLY_FISHING_RARE	%d%% mais probabilidade de pegar um peixe raro	SA
TOOLTIP_ROD_FISHING	%d%% mais probabilidade de pegar peixes.
TOOLTIP_FISH_USE_TIME	Duração: %d minutos
TOOLTIP_ANTIDROP	|Eemoji/anti_drop|e
TOOLTIP_ANTISAFEBOX	|Eemoji/anti_safebox|e
TOOLTIP_ANTISELL	|Eemoji/anti_sell|e
TOOLTIP_ANTISHOP	|Eemoji/anti_shop|e
SLOTNAME_1	Skin Armadura
SLOTNAME_2	Skin Cabelos
SLOTNAME_3	Skin Montaria
SLOTNAME_4	Skin Faixa de Ombros
SLOTNAME_5	Skin Arma
SLOTNAME_6	Skin Pet
SLOTNAME_7	Montaria
SLOTNAME_8	Efeito Armadura
SLOTNAME_9	Efeito Arma
TEXT_CHANNEL	%s, CH%d
CH_99_NAME	%s, Geral
TOOLTIP_BONUS_UNKNOWN	Desconhecido
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ANIMAL	Forte contra Animais
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ORC	Forte contra Orcs
TOOLTIP_DUNGEON_APPLY_ATTBONUS_UNDEAD	Forte contra Zumbi
TOOLTIP_DUNGEON_APPLY_ATTBONUS_DEVIL	Forte contra Demônios
TOOLTIP_DUNGEON_APPLY_RESIST_FIRE	Resistência ao Fogo
TOOLTIP_DUNGEON_APPLY_RESIST_ELEC	Resistência a Raios
TOOLTIP_DUNGEON_APPLY_RESIST_ICE	Resistência ao Gelo
TOOLTIP_DUNGEON_APPLY_RESIST_WIND	Resistência ao Vento
TOOLTIP_DUNGEON_APPLY_RESIST_EARTH	Resistência da Terra
TOOLTIP_DUNGEON_APPLY_RESIST_DARK	Resistência à Escuridão
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ELEC	Fogo Forte
TOOLTIP_DUNGEON_APPLY_ATTBONUS_FIRE	Relâmpago Forte
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ICE	Gelo Forte
TOOLTIP_DUNGEON_APPLY_ATTBONUS_WIND	Vento Forte
TOOLTIP_DUNGEON_APPLY_ATTBONUS_EARTH	Terra Forte
TOOLTIP_DUNGEON_APPLY_ATTBONUS_DARK	Escuridão Forte
TOOLTIP_DUNGEON_APPLY_DESIGN_1	Forte vs Raio, Escuridão, Gelo,  Fogo, Terra
TOOLTIP_DUNGEON_APPLY_ATTBONUS_RUNE	Forte contra os mobstros das runas
TOOLTIP_APPLY_DESIGN_1	Forte vs Raio, Escuridão, Gelo %d%%	SA
AFFECT_NEW_POTION24	Brincos de Harmonia
AFFECT_NEW_POTION25	Bracelete de Amor
AFFECT_NEW_POTION26	Brincos de Amor
AFFECT_NEW_POTION27	Bracelete de Harmonia
AFFECT_NEW_POTION28	Colar de Amor
AFFECT_NEW_POTION29	Colar de Harmonia
PET_TOOLTIP_LV	Level: %d
PET_TOOLTIP_BNS1	HP: +%s%%
PET_TOOLTIP_BNS2	Forte vs Monstros: +%s%%
PET_TOOLTIP_BNS3	Dano Médio[PVM]: +%s%%
DS_TIME_CHARGE	Tempo restante: %d%% (seg %d) di %d%% (seg %d)
BIOLOGIST_ALERT2	Para continuar, você deve primeiro resgatar o prêmio.
BIOLOGIST_ALERT3	Você completou a missão agora você pode coletar o prêmio.
BIOLOGIST_ALERT4	Para receber o prêmio, você deve primeiro entregar todos os itens necessários.
BIOLOGIST_CONFIRM_TYPE1	Tem certeza de que aceita o bônus selecionado?
BIOLOGIST_ALERT_TYPE1	Você deve clicar em um dos seguintes bônus para poder receber a recompensa.
BIOLOGIST_REWARD_TYPE0	Você receberá os seguintes bônus:
BIOLOGIST_REWARD_TYPE1	Você precisará escolher um dos seguintes bônus:
BIOLOGIST_WAIT_FINISH	O tempo de espera do Biólogo acabou.
BIOLOGIST_WAIT	Próxima entrega: %s
BIOLOGIST_COUNT	%d/%d
BIOLOGIST_MISSION_NAME_1	Dente de Orc
BIOLOGIST_MISSION_NAME_2	Livro da Maldição
BIOLOGIST_MISSION_NAME_3	Lembrança demoníaca 
BIOLOGIST_MISSION_NAME_4	Esfera de Gelo
BIOLOGIST_MISSION_NAME_5	Galho folhado
BIOLOGIST_MISSION_NAME_6	Simbolo
BIOLOGIST_MISSION_NAME_7	Galho Fantasma 
BIOLOGIST_MISSION_NAME_8	Emblema do rei negro
BIOLOGIST_MISSION_NAME_9	Jóia da Malevolência
BIOLOGIST_MISSION_NAME_10	Jóia da Sabedoria
BIOLOGIST_MISSION_NAME_11	Samambaias escuras
BIOLOGIST_MISSION_NAME_12	Anéis do Chaegirab
BIOLOGIST_MISSION_NAME_13	Cristais metin
BIOLOGIST_MISSION_NAME_14	Núcleos purificados
BATTLE_PASS_PROCENT	Percentagem: %.1f%%
BATTLE_PASS_ALERT1	Você ainda não tem o passe de batalha ativo, você precisa deste item para ativá-lo.
BATTLE_PASS_OK	OK
BATTLE_PASS_STATUS	Status: %s%s|h|r
BATTLE_PASS_INACTIVE	Não ativo
BATTLE_PASS_ACTIVE	Em andamento
BATTLE_PASS_COMPLETED	Completado
BATTLE_PASS_UNKNOWN_NAME	Nome desconhecido
BATTLE_PASS_NAME	Nome: %s
BATTLE_PASS_COUNTQUEST	Missões restantes: %s
BATTLE_PASS_COUNTQUEST_COMPELTED	Missões completadas: %s
BATTLE_PASS_REMAINING_TIME	Tempo restante: %s
PETBOX_RIMUOVE	Tem certeza de que deseja liberar o pet?
BUY_GAYA_ITEM	Você quer comprar este item?
PETSKILLNAME_1	Resistência (guerreiro)
PETSKILLNAME_2	Resistência (sura)
PETSKILLNAME_3	Resistência (ninja)
PETSKILLNAME_4	Resistência (xamã)
PETSKILLNAME_5	Dano crítico (PvM)
PETSKILLNAME_6	Forte contra Metin
PETSKILLNAME_7	Forte contra Boss
PETSKILLNAME_8	Drop EXP
PETSKILLNAME_9	Drop Gold
PETSKILLNAME_10	Valor de ataque/mágico
PETSKILLNAME_11	Bloquear ataques Físicos
PETSKILLNAME_12	Refletir ataques Físicos
PETBOX_DESC1	Características:
PETBOX_DESC2	Idade: %d dias, %d hora e %d minutos
PETBOX_DESC3	Level: %d
PETBOX_DESC4	Evolução: %s
PETBOX_DESC5	HP: %s%%
PETBOX_DESC6	Forte contra monstros: %s%%
PETBOX_DESC7	Dano médio (apenas em monstros): %s%%
PETBOX_DESC8A	Slot habilidade 1: bloqueado
PETBOX_DESC9A	Slot habilidade 2: bloqueado
PETBOX_DESC10A	Slot habilidade 3: bloqueado
PETBOX_DESC11A	Slot habilidade 4: bloqueado
PETBOX_DESC8B	Slot habilidade 1: vazio
PETBOX_DESC9B	Slot habilidade 2: vazio
PETBOX_DESC10B	Slot habilidade 3: vazio
PETBOX_DESC11B	Slot habilidade 4: vazio
PETBOX_DESC8C	Slot habilidade 1: %s (%d)
PETBOX_DESC9C	Slot habilidade 2: %s (%d)
PETBOX_DESC10C	Slot habilidade 3: %s (%d)
PETBOX_DESC11C	Slot habilidade 4: %s (%d)
PET_EVOLUTION1	normal
PET_EVOLUTION2	normal
PET_EVOLUTION3	selvagem
PET_EVOLUTION4	corajoso
SUBTEXT_OFFLINESHOP_TEXT15	Nome:
SUBTEXT_OFFLINESHOP_TEXT16	Preço:
CLOSE_AUCTION	Fechar
CUBE_CATEGORY1	Armas
CUBE_CATEGORY2	Armaduras
CUBE_CATEGORY3	Jóias
CUBE_CATEGORY4	Variado
CUBE_CATEGORY5	Braceletes Lv. 90 [PvP]
CUBE_CATEGORY6	Jóias Lv. 100 [PvP]
CUBE_CATEGORY7	Cintas [PvP]
CUBE_CATEGORY8	Cintas [PvM]
CUBE_CATEGORY9	Colares Lv. 90 [PvP]
CUBE_CATEGORY10	Brincos Lv. 90 [PvP]
CUBE_CATEGORY11	Armas Lv. 80 [PvP]
CUBE_CATEGORY12	Armas Lv. 90 [PvP]
CUBE_CATEGORY13	Armas Lv. 100 [PvP]
CUBE_CATEGORY14	Armas Lv. 105 [PvM]
CUBE_CATEGORY15	Armaduras Lv. 80 [PvM]
CUBE_CATEGORY16	Armaduras Lv. 90 [PvM]
CUBE_CATEGORY17	Armaduras Lv. 110 [PvM]
CUBE_CATEGORY18	Armaduras Lv. 90 [PvP]
CUBE_CATEGORY19	Armaduras Lv. 105 [PvP]
CUBE_CATEGORY20	Armaduras Lv. 110 [PvP]
CUBE_CATEGORY21	Sapatos Lv. 105 [PvP]
CUBE_CATEGORY22	Sapatos Lv. 100 [PvM]
CUBE_CATEGORY23	Elmos Lv. 115 [PvP]
CUBE_CATEGORY24	Elmos Lv. 80 [PvM]
CUBE_CATEGORY25	Elmos Lv. 95 [PvM]
CUBE_CATEGORY26	Elmos Lv. 105 [PvP]
CUBE_CATEGORY27	Montaria (Permanente)
CUBE_CATEGORY28	Pet (Permanente)
CUBE_CATEGORY29	Criação Gema
CUBE_CATEGORY30	Criação Gema 1
CUBE_CATEGORY31	Criação Gema 2
CUBE_CATEGORY32	Criação Gema 3
CUBE_CATEGORY33	Criação Gema 4
CUBE_CATEGORY34	Criação Gema 5
CUBE_CATEGORY35	Criação Gema 6
CUBE_CATEGORY36	Criação Gema 7
CUBE_CATEGORY37	Criação Gema 8
CUBE_CATEGORY38	Criação Gema 9
CUBE_CATEGORY39	Criação Gema 10
CUBE_CATEGORY40	Criação Gema 11
CUBE_CATEGORY41	Criação Gema 12
CUBE_CATEGORY42	Criação Gema 13
CUBE_CATEGORY51	Acessórios Lv60 - Escudo Lv75 [PVM]
CUBE_CATEGORY999	Outros
SYSTEM_OPTION_CPU_TILING_1	O modo gráfico da CPU pode melhorar a velocidade de um PC mais fraco.
SYSTEM_OPTION_CPU_TILING_2	Se você tiver problemas com os gráficos, selecione a opção Sistema "ou CONFIG.exe"
SYSTEM_OPTION_CPU_TILING_3	e mude para o modo gráfico GPU.
SYSTEM_OPTION_GPU_TILING_1	O modo gráfico da GPU pode diminuir a velocidade em um PC mais fraco.
SYSTEM_OPTION_GPU_TILING_2	Se você tiver problemas com os gráficos, selecione a opção Sistema "ou CONFIG.exe"
SYSTEM_OPTION_GPU_TILING_3	e mude para o modo gráfico GPU.
SYSTEM_OPTION_TILING_EXIT	O jogo deve ser reiniciado para alterar o modo gráfico.
